og_coord,closest_coord,dist
"(3541.0, 2052.0)","(3535.0, 2050.0)",6.325
"(3535.0, 2050.0)","(3541.0, 2052.0)",6.325
"(2761.0, 1288.0)","(2756.0, 1283.0)",7.071
"(2756.0, 1283.0)","(2761.0, 1288.0)",7.071
"(4668.0, 2742.0)","(4667.0, 2750.0)",8.062
"(4667.0, 2750.0)","(4668.0, 2742.0)",8.062
"(2989.0, 3137.0)","(2991.0, 3129.0)",8.246
"(2991.0, 3129.0)","(2989.0, 3137.0)",8.246
"(3094.0, 2812.0)","(3104.0, 2812.0)",10.0
"(3104.0, 2812.0)","(3094.0, 2812.0)",10.0
"(3005.0, 1573.0)","(3003.0, 1563.0)",10.198
"(3003.0, 1563.0)","(3005.0, 1573.0)",10.198
"(2563.0, 2511.0)","(2556.0, 2519.0)",10.63
"(2556.0, 2519.0)","(2563.0, 2511.0)",10.63
"(3184.0, 1986.0)","(3180.0, 2000.0)",14.56
"(3180.0, 2000.0)","(3184.0, 1986.0)",14.56
"(4202.0, 1520.0)","(4216.0, 1525.0)",14.866
"(4216.0, 1525.0)","(4202.0, 1520.0)",14.866
"(2960.0, 2702.0)","(2956.0, 2687.0)",15.524
"(2956.0, 2687.0)","(2960.0, 2702.0)",15.524
"(3027.0, 2494.0)","(3011.0, 2493.0)",16.031
"(3011.0, 2493.0)","(3027.0, 2494.0)",16.031
"(3384.0, 2592.0)","(3400.0, 2588.0)",16.492
"(3400.0, 2588.0)","(3384.0, 2592.0)",16.492
"(3376.0, 1156.0)","(3383.0, 1141.0)",16.553
"(3383.0, 1141.0)","(3376.0, 1156.0)",16.553
"(3981.0, 3118.0)","(3997.0, 3123.0)",16.763
"(2924.0, 1836.0)","(2908.0, 1831.0)",16.763
"(2908.0, 1831.0)","(2924.0, 1836.0)",16.763
"(3997.0, 3123.0)","(3981.0, 3118.0)",16.763
"(3667.0, 2704.0)","(3684.0, 2709.0)",17.72
"(3684.0, 2709.0)","(3667.0, 2704.0)",17.72
"(2519.0, 2951.0)","(2510.0, 2935.0)",18.358
"(2510.0, 2935.0)","(2519.0, 2951.0)",18.358
"(3376.0, 2029.0)","(3365.0, 2014.0)",18.601
"(3365.0, 2014.0)","(3376.0, 2029.0)",18.601
"(1755.0, 627.0)","(1766.0, 610.0)",20.248
"(1766.0, 610.0)","(1755.0, 627.0)",20.248
"(4350.0, 1435.0)","(4364.0, 1420.0)",20.518
"(4364.0, 1420.0)","(4350.0, 1435.0)",20.518
"(3118.0, 1228.0)","(3115.0, 1207.0)",21.213
"(3115.0, 1207.0)","(3118.0, 1228.0)",21.213
"(3187.0, 2064.0)","(3209.0, 2062.0)",22.091
"(3209.0, 2062.0)","(3187.0, 2064.0)",22.091
"(2099.0, 4062.0)","(2121.0, 4066.0)",22.361
"(2121.0, 4066.0)","(2099.0, 4062.0)",22.361
"(2502.0, 966.0)","(2500.0, 989.0)",23.087
"(2500.0, 989.0)","(2502.0, 966.0)",23.087
"(4014.0, 1284.0)","(4038.0, 1288.0)",24.331
"(4038.0, 1288.0)","(4014.0, 1284.0)",24.331
"(2919.0, 1498.0)","(2943.0, 1504.0)",24.739
"(2943.0, 1504.0)","(2919.0, 1498.0)",24.739
"(3214.0, 1358.0)","(3218.0, 1383.0)",25.318
"(3218.0, 1383.0)","(3214.0, 1358.0)",25.318
"(3289.0, 1300.0)","(3270.0, 1281.0)",26.87
"(3270.0, 1281.0)","(3289.0, 1300.0)",26.87
