og_coord,starfish_coord,dist
"(7676, 7478)","(7684.0, 7498.0)",21.541
"(6361, 6664)","(6335.0, 6641.0)",34.713
"(2460, 1355)","(2500.0, 1341.0)",42.379
"(6911, 5999)","(6876.0, 5965.0)",48.795
"(7991, 6922)","(7964.0, 6964.0)",49.93
"(3063, 2206)","(3026.0, 2170.0)",51.624
"(3015, 3067)","(3026.0, 3118.0)",52.173
"(6708, 6424)","(6717.0, 6478.0)",54.745
"(5662, 5064)","(5718.0, 5040.0)",60.926
"(1854, 1025)","(1811.0, 1074.0)",65.192
"(2136, 1268)","(2166.0, 1200.0)",74.324
"(7018, 6547)","(7047.0, 6617.0)",75.769
"(4360, 4357)","(4382.0, 4284.0)",76.243
"(6501, 6920)","(6419.0, 6920.0)",82.0
"(3193, 3542)","(3111.0, 3540.0)",82.024
"(5423, 5579)","(5337.0, 5592.0)",86.977
"(7659, 7412)","(7684.0, 7498.0)",89.56
"(5541, 4895)","(5579.0, 4811.0)",92.195
"(2355, 2487)","(2392.0, 2395.0)",99.161
"(5535, 5035)","(5511.0, 5133.0)",100.896
"(5604, 5179)","(5511.0, 5133.0)",103.755
"(3888, 4253)","(3962.0, 4173.0)",108.977
"(5762, 5462)","(5718.0, 5565.0)",112.004
"(5797, 5481)","(5718.0, 5565.0)",115.313
"(5606, 5536)","(5718.0, 5565.0)",115.694
"(7373, 7082)","(7392.0, 7200.0)",119.52
"(6325, 6271)","(6447.0, 6250.0)",123.794
"(2252, 2193)","(2292.0, 2075.0)",124.595
"(6209, 6626)","(6321.0, 6682.0)",125.22
"(6616, 5996)","(6655.0, 6115.0)",125.228
"(2344, 1361)","(2443.0, 1446.0)",130.484
"(6298, 6814)","(6321.0, 6682.0)",133.989
"(2647, 1575)","(2637.0, 1437.0)",138.362
"(7877, 6849)","(7964.0, 6964.0)",144.201
"(5706, 5185)","(5718.0, 5040.0)",145.496
"(6819, 6372)","(6717.0, 6478.0)",147.105
"(2437, 2757)","(2445.0, 2608.0)",149.215
"(6721, 5922)","(6876.0, 5965.0)",160.854
"(2326, 1219)","(2166.0, 1200.0)",161.124
"(7194, 6396)","(7040.0, 6466.0)",169.163
"(6558, 7017)","(6419.0, 6920.0)",169.499
"(7849, 6839)","(7964.0, 6964.0)",169.853
"(7447, 6878)","(7347.0, 6734.0)",175.317
"(7222, 6440)","(7040.0, 6466.0)",183.848
"(6511, 5739)","(6363.0, 5626.0)",186.207
"(2719, 2191)","(2902.0, 2150.0)",187.537
"(5401, 4876)","(5579.0, 4811.0)",189.497
"(4069, 4723)","(4130.0, 4911.0)",197.649
"(3846, 3964)","(4038.0, 4016.0)",198.917
"(4917, 5496)","(4729.0, 5418.0)",203.539
"(4612, 4568)","(4818.0, 4579.0)",206.293
"(7322, 6528)","(7347.0, 6734.0)",207.511
"(6539, 6743)","(6419.0, 6920.0)",213.843
"(5883, 5702)","(5718.0, 5565.0)",214.462
"(2104, 994)","(2166.0, 1200.0)",215.128
"(6695, 5848)","(6876.0, 5965.0)",215.523
"(1994, 955)","(1811.0, 1074.0)",218.289
"(1969, 1692)","(1885.0, 1487.0)",221.542
"(6633, 6862)","(6419.0, 6920.0)",221.721
"(2773, 2333)","(2902.0, 2150.0)",223.897
"(2591, 2283)","(2392.0, 2395.0)",228.353
"(6479, 5826)","(6363.0, 5626.0)",231.206
"(7812, 6782)","(7964.0, 6964.0)",237.124
"(4324, 3914)","(4121.0, 4039.0)",238.399
"(4575, 4511)","(4818.0, 4579.0)",252.335
"(5950, 6051)","(6204.0, 6052.0)",254.002
"(4973, 5340)","(4729.0, 5418.0)",256.164
"(2563, 2196)","(2392.0, 2395.0)",262.378
"(4463, 4746)","(4306.0, 4528.0)",268.65
"(3675, 3654)","(3394.0, 3663.0)",281.144
"(2635, 2059)","(2902.0, 2150.0)",282.082
"(4487, 4748)","(4306.0, 4528.0)",284.888
"(1539, 832)","(1761.0, 1012.0)",285.804
"(5631, 5839)","(5718.0, 5565.0)",287.48
"(5960, 5731)","(5718.0, 5565.0)",293.462
"(1475, 912)","(1761.0, 1012.0)",302.979
"(5568, 5871)","(5718.0, 5565.0)",340.787
"(3807, 3764)","(4038.0, 4016.0)",341.855
"(4887, 5724)","(4729.0, 5418.0)",344.384
"(1436, 896)","(1761.0, 1012.0)",345.081
"(1407, 823)","(1761.0, 1012.0)",401.294
"(5666, 6014)","(5718.0, 5565.0)",452.001
