og_coord,closest_coord,dist
"(5399, 5414)","(5380.0, 5448.0)",38.949
"(5380, 5448)","(5399.0, 5414.0)",38.949
"(3412, 3978)","(3467.0, 3980.0)",55.036
"(3467, 3980)","(3412.0, 3978.0)",55.036
"(3910, 3743)","(3966.0, 3750.0)",56.436
"(3966, 3750)","(3910.0, 3743.0)",56.436
"(1785, 593)","(1730.0, 578.0)",57.009
"(1730, 578)","(1785.0, 593.0)",57.009
"(4448, 4151)","(4500.0, 4186.0)",62.682
"(4500, 4186)","(4448.0, 4151.0)",62.682
"(5476, 4933)","(5501.0, 4993.0)",65.0
"(5501, 4993)","(5476.0, 4933.0)",65.0
"(2531, 2646)","(2467.0, 2668.0)",67.676
"(2467, 2668)","(2531.0, 2646.0)",67.676
"(2045, 1593)","(2098.0, 1637.0)",68.884
"(2098, 1637)","(2045.0, 1593.0)",68.884
"(5473, 5060)","(5501.0, 4993.0)",72.615
"(2668, 2004)","(2594.0, 2020.0)",75.71
"(2594, 2020)","(2668.0, 2004.0)",75.71
"(3834, 3751)","(3910.0, 3743.0)",76.42
"(3830, 3838)","(3834.0, 3751.0)",87.092
"(2898, 2620)","(2955.0, 2553.0)",87.966
"(2955, 2553)","(2898.0, 2620.0)",87.966
"(3919, 3833)","(3830.0, 3838.0)",89.14
"(2488, 2557)","(2531.0, 2646.0)",98.843
"(6332, 5779)","(6224.0, 5766.0)",108.78
"(6224, 5766)","(6332.0, 5779.0)",108.78
"(4517, 4634)","(4446.0, 4550.0)",109.986
"(4446, 4550)","(4517.0, 4634.0)",109.986
"(2372, 2606)","(2467.0, 2668.0)",113.442
"(2005, 827)","(2027.0, 715.0)",114.14
"(2027, 715)","(2005.0, 827.0)",114.14
"(4435, 3984)","(4319.0, 4032.0)",125.539
"(4319, 4032)","(4435.0, 3984.0)",125.539
"(5252, 5460)","(5380.0, 5448.0)",128.561
"(4936, 5694)","(4918.0, 5558.0)",137.186
"(4918, 5558)","(4936.0, 5694.0)",137.186
"(7797, 7269)","(7759.0, 7137.0)",137.361
"(7759, 7137)","(7797.0, 7269.0)",137.361
"(5733, 5569)","(5704.0, 5705.0)",139.058
"(5704, 5705)","(5733.0, 5569.0)",139.058
"(2478, 1929)","(2594.0, 2020.0)",147.435
"(4941, 4916)","(4922.0, 4761.0)",156.16
"(4922, 4761)","(4941.0, 4916.0)",156.16
"(5624, 4875)","(5476.0, 4933.0)",158.959
"(6171, 6075)","(6288.0, 5960.0)",164.055
"(6288, 5960)","(6171.0, 6075.0)",164.055
"(2366, 2049)","(2478.0, 1929.0)",164.146
"(3642, 3374)","(3633.0, 3210.0)",164.247
"(3633, 3210)","(3642.0, 3374.0)",164.247
"(2325, 1337)","(2267.0, 1505.0)",177.73
"(2267, 1505)","(2325.0, 1337.0)",177.73
"(4465, 5040)","(4558.0, 5196.0)",181.618
"(4558, 5196)","(4465.0, 5040.0)",181.618
"(1519, 811)","(1561.0, 1002.0)",195.563
"(1561, 1002)","(1519.0, 811.0)",195.563
"(6601, 6678)","(6409.0, 6728.0)",198.404
"(6409, 6728)","(6601.0, 6678.0)",198.404
"(7641, 6963)","(7759.0, 7137.0)",210.238
"(1525, 1211)","(1561.0, 1002.0)",212.078
"(3540, 4217)","(3753.0, 4186.0)",215.244
"(3753, 4186)","(3540.0, 4217.0)",215.244
"(4190, 3847)","(4319.0, 4032.0)",225.535
"(3876, 3366)","(3642.0, 3374.0)",234.137
"(2562, 1361)","(2325.0, 1337.0)",238.212
"(4707, 4865)","(4922.0, 4761.0)",238.833
"(7752, 6747)","(7641.0, 6963.0)",242.852
"(4786, 5292)","(4558.0, 5196.0)",247.386
"(3292, 2022)","(3111.0, 2194.0)",249.69
"(3111, 2194)","(3292.0, 2022.0)",249.69
"(6143, 6697)","(6409.0, 6728.0)",267.8
"(2044, 1098)","(2005.0, 827.0)",273.792
"(2872, 1808)","(2668.0, 2004.0)",282.899
"(5201, 5148)","(5473.0, 5060.0)",285.881
"(6834, 6496)","(6601.0, 6678.0)",295.657
"(5441, 5875)","(5704.0, 5705.0)",313.16
"(6643, 5888)","(6332.0, 5779.0)",329.548
"(3421, 2327)","(3292.0, 2022.0)",331.159
"(4157, 5222)","(4465.0, 5040.0)",357.754
"(4055, 4480)","(4446.0, 4550.0)",397.217
"(7511, 7612)","(7797.0, 7269.0)",446.593
"(7128, 7086)","(7641.0, 6963.0)",527.54
