og_coord,closest_coord,dist
"(3975.0, 3429.0)","(3971.0, 3429.0)",4.0
"(3971.0, 3429.0)","(3975.0, 3429.0)",4.0
"(3433.0, 5330.0)","(3432.0, 5334.0)",4.123
"(2039.0, 9290.0)","(2038.0, 9286.0)",4.123
"(3432.0, 5334.0)","(3433.0, 5330.0)",4.123
"(2038.0, 9286.0)","(2039.0, 9290.0)",4.123
"(2954.0, 4224.0)","(2960.0, 4224.0)",6.0
"(2960.0, 4224.0)","(2954.0, 4224.0)",6.0
"(2379.0, 5425.0)","(2375.0, 5432.0)",8.062
"(2375.0, 5432.0)","(2379.0, 5425.0)",8.062
"(2777.0, 5596.0)","(2771.0, 5590.0)",8.485
"(2771.0, 5590.0)","(2777.0, 5596.0)",8.485
"(3023.0, 5473.0)","(3025.0, 5482.0)",9.22
"(3025.0, 5482.0)","(3023.0, 5473.0)",9.22
"(3719.0, 3889.0)","(3714.0, 3898.0)",10.296
"(3714.0, 3898.0)","(3719.0, 3889.0)",10.296
"(3125.0, 5486.0)","(3128.0, 5496.0)",10.44
"(3128.0, 5496.0)","(3125.0, 5486.0)",10.44
"(4965.0, 2209.0)","(4953.0, 2210.0)",12.042
"(4953.0, 2210.0)","(4965.0, 2209.0)",12.042
"(971.0, 9039.0)","(983.0, 9036.0)",12.369
"(983.0, 9036.0)","(971.0, 9039.0)",12.369
"(1361.0, 8508.0)","(1349.0, 8504.0)",12.649
"(1349.0, 8504.0)","(1361.0, 8508.0)",12.649
"(2049.0, 9375.0)","(2042.0, 9386.0)",13.038
"(2042.0, 9386.0)","(2049.0, 9375.0)",13.038
"(1441.0, 5001.0)","(1443.0, 4988.0)",13.153
"(1443.0, 4988.0)","(1441.0, 5001.0)",13.153
"(1280.0, 8754.0)","(1272.0, 8765.0)",13.601
"(1272.0, 8765.0)","(1280.0, 8754.0)",13.601
"(3741.0, 2666.0)","(3744.0, 2652.0)",14.318
"(3744.0, 2652.0)","(3741.0, 2666.0)",14.318
"(830.0, 8941.0)","(818.0, 8949.0)",14.422
"(818.0, 8949.0)","(830.0, 8941.0)",14.422
"(2510.0, 4583.0)","(2522.0, 4574.0)",15.0
"(2522.0, 4574.0)","(2510.0, 4583.0)",15.0
"(2431.0, 5581.0)","(2425.0, 5595.0)",15.232
"(2425.0, 5595.0)","(2431.0, 5581.0)",15.232
"(4384.0, 2309.0)","(4382.0, 2293.0)",16.125
"(4382.0, 2293.0)","(4384.0, 2309.0)",16.125
"(4731.0, 2316.0)","(4730.0, 2299.0)",17.029
"(4730.0, 2299.0)","(4731.0, 2316.0)",17.029
"(3802.0, 3536.0)","(3800.0, 3518.0)",18.111
"(3800.0, 3518.0)","(3802.0, 3536.0)",18.111
"(2404.0, 4483.0)","(2420.0, 4473.0)",18.868
"(2420.0, 4473.0)","(2404.0, 4483.0)",18.868
"(2393.0, 5438.0)","(2375.0, 5432.0)",18.974
"(3752.0, 4990.0)","(3752.0, 5009.0)",19.0
"(3752.0, 5009.0)","(3752.0, 4990.0)",19.0
"(2012.0, 4890.0)","(1992.0, 4895.0)",20.616
"(1992.0, 4895.0)","(2012.0, 4890.0)",20.616
"(4002.0, 6015.0)","(4022.0, 6023.0)",21.541
"(4022.0, 6023.0)","(4002.0, 6015.0)",21.541
