og_coord,starfish_coord,dist
"(1929, 2116)","(1927.0, 2116.0)",2.0
"(1156, 2158)","(1158.0, 2163.0)",5.385
"(3293, 2653)","(3287.0, 2652.0)",6.083
"(1379, 3357)","(1387.0, 3358.0)",8.062
"(2436, 2614)","(2445.0, 2615.0)",9.055
"(458, 3130)","(463.0, 3121.0)",10.296
"(619, 3456)","(627.0, 3444.0)",14.422
"(2238, 245)","(2223.0, 241.0)",15.524
"(1407, 971)","(1396.0, 983.0)",16.279
"(2587, 766)","(2570.0, 763.0)",17.263
"(1580, 1337)","(1566.0, 1348.0)",17.804
"(89, 1594)","(106.0, 1601.0)",18.385
"(3403, 18)","(3407.0, 36.0)",18.439
"(2167, 3221)","(2187.0, 3221.0)",20.0
"(2027, 2871)","(2038.0, 2854.0)",20.248
"(3531, 1980)","(3547.0, 1993.0)",20.616
"(1235, 959)","(1255.0, 967.0)",21.541
"(1895, 3694)","(1893.0, 3717.0)",23.087
"(487, 2337)","(509.0, 2344.0)",23.087
"(2135, 134)","(2128.0, 112.0)",23.087
"(3538, 57)","(3541.0, 81.0)",24.187
"(3328, 2004)","(3352.0, 2001.0)",24.187
"(631, 2048)","(607.0, 2045.0)",24.187
"(2730, 1493)","(2738.0, 1470.0)",24.352
"(3360, 2567)","(3380.0, 2583.0)",25.612
"(1935, 2894)","(1910.0, 2901.0)",25.962
"(3303, 2416)","(3278.0, 2425.0)",26.571
"(3109, 3280)","(3118.0, 3255.0)",26.571
"(394, 2103)","(421.0, 2108.0)",27.459
"(1384, 3169)","(1363.0, 3151.0)",27.659
"(1246, 3338)","(1235.0, 3312.0)",28.231
"(2763, 1454)","(2738.0, 1470.0)",29.682
"(1273, 1113)","(1247.0, 1128.0)",30.017
"(3179, 3422)","(3175.0, 3452.0)",30.265
"(1529, 1848)","(1510.0, 1872.0)",30.61
"(67, 3410)","(77.0, 3381.0)",30.676
"(670, 2389)","(640.0, 2382.0)",30.806
"(2309, 2541)","(2340.0, 2538.0)",31.145
"(1138, 1346)","(1131.0, 1315.0)",31.78
"(2809, 849)","(2787.0, 872.0)",31.828
"(1861, 1701)","(1856.0, 1733.0)",32.388
"(1964, 1388)","(1985.0, 1413.0)",32.65
"(2183, 2868)","(2157.0, 2888.0)",32.802
"(2091, 2335)","(2064.0, 2316.0)",33.015
"(2834, 3025)","(2850.0, 3054.0)",33.121
"(608, 2373)","(640.0, 2382.0)",33.242
"(2975, 343)","(2950.0, 365.0)",33.302
"(2833, 1477)","(2807.0, 1456.0)",33.422
"(977, 1301)","(943.0, 1302.0)",34.015
"(1487, 3355)","(1516.0, 3336.0)",34.67
"(1679, 1610)","(1714.0, 1605.0)",35.355
"(2640, 3665)","(2651.0, 3631.0)",35.735
"(3303, 3659)","(3321.0, 3628.0)",35.847
"(419, 2821)","(439.0, 2851.0)",36.056
"(2149, 1761)","(2176.0, 1737.0)",36.125
"(1582, 1919)","(1617.0, 1910.0)",36.139
"(2723, 1812)","(2700.0, 1784.0)",36.235
"(2442, 2918)","(2408.0, 2905.0)",36.401
"(903, 1653)","(909.0, 1617.0)",36.497
"(3333, 2632)","(3300.0, 2616.0)",36.674
"(408, 2143)","(421.0, 2108.0)",37.336
"(2416, 2544)","(2454.0, 2547.0)",38.118
"(1497, 919)","(1476.0, 951.0)",38.275
"(1773, 2160)","(1811.0, 2167.0)",38.639
"(3322, 2669)","(3287.0, 2652.0)",38.91
"(2659, 2404)","(2625.0, 2385.0)",38.949
"(2154, 726)","(2133.0, 759.0)",39.115
"(1049, 1663)","(1058.0, 1624.0)",40.025
"(2334, 2498)","(2340.0, 2538.0)",40.447
"(3313, 1350)","(3313.0, 1309.0)",41.0
"(2316, 2709)","(2313.0, 2668.0)",41.11
"(1356, 1073)","(1362.0, 1032.0)",41.437
"(393, 3240)","(408.0, 3201.0)",41.785
"(2618, 1169)","(2660.0, 1163.0)",42.426
"(3376, 1530)","(3367.0, 1488.0)",42.953
"(2071, 3147)","(2107.0, 3123.0)",43.267
"(2562, 3472)","(2603.0, 3486.0)",43.324
"(2221, 386)","(2185.0, 411.0)",43.829
