og_coord,closest_coord,dist
"(2912.0, 5004.0)","(2910.0, 5003.0)",2.236
"(2910.0, 5003.0)","(2912.0, 5004.0)",2.236
"(3937.0, 2640.0)","(3937.0, 2643.0)",3.0
"(3937.0, 2643.0)","(3937.0, 2640.0)",3.0
"(2176.0, 4858.0)","(2181.0, 4858.0)",5.0
"(2181.0, 4858.0)","(2176.0, 4858.0)",5.0
"(3416.0, 2233.0)","(3420.0, 2237.0)",5.657
"(3420.0, 2237.0)","(3416.0, 2233.0)",5.657
"(3859.0, 5397.0)","(3853.0, 5396.0)",6.083
"(3853.0, 5396.0)","(3859.0, 5397.0)",6.083
"(4093.0, 1389.0)","(4097.0, 1383.0)",7.211
"(4097.0, 1383.0)","(4093.0, 1389.0)",7.211
"(3858.0, 3417.0)","(3855.0, 3410.0)",7.616
"(3855.0, 3410.0)","(3858.0, 3417.0)",7.616
"(3830.0, 4680.0)","(3830.0, 4672.0)",8.0
"(3830.0, 4672.0)","(3830.0, 4680.0)",8.0
"(3460.0, 5349.0)","(3468.0, 5347.0)",8.246
"(3468.0, 5347.0)","(3460.0, 5349.0)",8.246
"(2914.0, 5552.0)","(2920.0, 5546.0)",8.485
"(2920.0, 5546.0)","(2914.0, 5552.0)",8.485
"(907.0, 8553.0)","(899.0, 8548.0)",9.434
"(899.0, 8548.0)","(907.0, 8553.0)",9.434
"(807.0, 9442.0)","(803.0, 9451.0)",9.849
"(803.0, 9451.0)","(807.0, 9442.0)",9.849
"(2429.0, 4748.0)","(2421.0, 4741.0)",10.63
"(2421.0, 4741.0)","(2429.0, 4748.0)",10.63
"(3476.0, 5367.0)","(3489.0, 5359.0)",15.264
"(3489.0, 5359.0)","(3476.0, 5367.0)",15.264
"(3769.0, 3005.0)","(3784.0, 3008.0)",15.297
"(3784.0, 3008.0)","(3769.0, 3005.0)",15.297
"(2944.0, 5304.0)","(2937.0, 5290.0)",15.652
"(2937.0, 5290.0)","(2944.0, 5304.0)",15.652
"(2115.0, 5789.0)","(2100.0, 5783.0)",16.155
"(2100.0, 5783.0)","(2115.0, 5789.0)",16.155
"(3147.0, 4810.0)","(3157.0, 4796.0)",17.205
"(3157.0, 4796.0)","(3147.0, 4810.0)",17.205
"(3370.0, 3454.0)","(3367.0, 3471.0)",17.263
"(3367.0, 3471.0)","(3370.0, 3454.0)",17.263
"(3743.0, 3051.0)","(3744.0, 3070.0)",19.026
"(3744.0, 3070.0)","(3743.0, 3051.0)",19.026
"(3191.0, 5040.0)","(3210.0, 5042.0)",19.105
"(3210.0, 5042.0)","(3191.0, 5040.0)",19.105
"(2376.0, 5038.0)","(2395.0, 5042.0)",19.416
"(2395.0, 5042.0)","(2376.0, 5038.0)",19.416
"(3648.0, 5110.0)","(3627.0, 5114.0)",21.378
"(2583.0, 4721.0)","(2587.0, 4700.0)",21.378
"(3627.0, 5114.0)","(3648.0, 5110.0)",21.378
"(2587.0, 4700.0)","(2583.0, 4721.0)",21.378
"(1094.0, 8129.0)","(1104.0, 8148.0)",21.471
"(1104.0, 8148.0)","(1094.0, 8129.0)",21.471
"(2726.0, 5478.0)","(2704.0, 5477.0)",22.023
"(2704.0, 5477.0)","(2726.0, 5478.0)",22.023
"(3487.0, 4781.0)","(3483.0, 4803.0)",22.361
"(3483.0, 4803.0)","(3487.0, 4781.0)",22.361
"(1146.0, 8598.0)","(1167.0, 8590.0)",22.472
"(3441.0, 4561.0)","(3460.0, 4573.0)",22.472
"(1167.0, 8590.0)","(1146.0, 8598.0)",22.472
"(3460.0, 4573.0)","(3441.0, 4561.0)",22.472
"(3781.0, 3861.0)","(3787.0, 3839.0)",22.804
"(3787.0, 3839.0)","(3781.0, 3861.0)",22.804
"(3887.0, 4349.0)","(3874.0, 4330.0)",23.022
"(3874.0, 4330.0)","(3887.0, 4349.0)",23.022
"(4036.0, 1204.0)","(4019.0, 1186.0)",24.759
"(4019.0, 1186.0)","(4036.0, 1204.0)",24.759
"(1239.0, 9865.0)","(1263.0, 9872.0)",25.0
"(1263.0, 9872.0)","(1239.0, 9865.0)",25.0
"(5042.0, 1802.0)","(5040.0, 1777.0)",25.08
"(5040.0, 1777.0)","(5042.0, 1802.0)",25.08
"(3796.0, 3815.0)","(3787.0, 3839.0)",25.632
"(1860.0, 7399.0)","(1835.0, 7393.0)",25.71
"(1835.0, 7393.0)","(1860.0, 7399.0)",25.71
"(3869.0, 4653.0)","(3872.0, 4679.0)",26.173
"(3872.0, 4679.0)","(3869.0, 4653.0)",26.173
"(3674.0, 5116.0)","(3648.0, 5110.0)",26.683
"(3396.0, 3460.0)","(3370.0, 3454.0)",26.683
"(5213.0, 2620.0)","(5240.0, 2617.0)",27.166
"(5240.0, 2617.0)","(5213.0, 2620.0)",27.166
"(4447.0, 1864.0)","(4429.0, 1843.0)",27.659
"(4429.0, 1843.0)","(4447.0, 1864.0)",27.659
"(3738.0, 4116.0)","(3710.0, 4121.0)",28.443
"(3710.0, 4121.0)","(3738.0, 4116.0)",28.443
"(994.0, 8055.0)","(989.0, 8083.0)",28.443
"(989.0, 8083.0)","(994.0, 8055.0)",28.443
"(2776.0, 4544.0)","(2803.0, 4553.0)",28.46
"(2803.0, 4553.0)","(2776.0, 4544.0)",28.46
"(3959.0, 2621.0)","(3937.0, 2640.0)",29.069
"(3626.0, 4590.0)","(3635.0, 4562.0)",29.411
"(5031.0, 2439.0)","(5003.0, 2448.0)",29.411
"(5003.0, 2448.0)","(5031.0, 2439.0)",29.411
"(3635.0, 4562.0)","(3626.0, 4590.0)",29.411
"(5087.0, 2078.0)","(5071.0, 2053.0)",29.682
"(5071.0, 2053.0)","(5087.0, 2078.0)",29.682
"(3736.0, 4216.0)","(3726.0, 4244.0)",29.732
"(2603.0, 4743.0)","(2583.0, 4721.0)",29.732
"(3726.0, 4244.0)","(3736.0, 4216.0)",29.732
"(3584.0, 5119.0)","(3577.0, 5148.0)",29.833
"(3577.0, 5148.0)","(3584.0, 5119.0)",29.833
"(1928.0, 7361.0)","(1915.0, 7388.0)",29.967
"(1915.0, 7388.0)","(1928.0, 7361.0)",29.967
"(3243.0, 5272.0)","(3273.0, 5271.0)",30.017
"(3273.0, 5271.0)","(3243.0, 5272.0)",30.017
"(4907.0, 1899.0)","(4924.0, 1874.0)",30.232
"(4924.0, 1874.0)","(4907.0, 1899.0)",30.232
"(3465.0, 2191.0)","(3494.0, 2201.0)",30.676
"(3494.0, 2201.0)","(3465.0, 2191.0)",30.676
"(5131.0, 1883.0)","(5110.0, 1906.0)",31.145
"(5110.0, 1906.0)","(5131.0, 1883.0)",31.145
"(3445.0, 3811.0)","(3474.0, 3799.0)",31.385
"(3474.0, 3799.0)","(3445.0, 3811.0)",31.385
"(2950.0, 4240.0)","(2919.0, 4245.0)",31.401
"(2919.0, 4245.0)","(2950.0, 4240.0)",31.401
