og_coord,closest_coord,dist
"(4268.0, 1594.0)","(4265.0, 1589.0)",5.831
"(4265.0, 1589.0)","(4268.0, 1594.0)",5.831
"(2635.0, 2163.0)","(2632.0, 2157.0)",6.708
"(2632.0, 2157.0)","(2635.0, 2163.0)",6.708
"(3119.0, 2290.0)","(3127.0, 2293.0)",8.544
"(3127.0, 2293.0)","(3119.0, 2290.0)",8.544
"(4881.0, 1243.0)","(4889.0, 1247.0)",8.944
"(4889.0, 1247.0)","(4881.0, 1243.0)",8.944
"(1903.0, 822.0)","(1897.0, 829.0)",9.22
"(1897.0, 829.0)","(1903.0, 822.0)",9.22
"(2798.0, 1419.0)","(2806.0, 1425.0)",10.0
"(2806.0, 1425.0)","(2798.0, 1419.0)",10.0
"(3850.0, 2441.0)","(3856.0, 2432.0)",10.817
"(3856.0, 2432.0)","(3850.0, 2441.0)",10.817
"(2576.0, 2890.0)","(2583.0, 2881.0)",11.402
"(2583.0, 2881.0)","(2576.0, 2890.0)",11.402
"(1926.0, 3713.0)","(1924.0, 3701.0)",12.166
"(1924.0, 3701.0)","(1926.0, 3713.0)",12.166
"(1272.0, 2874.0)","(1268.0, 2887.0)",13.601
"(1268.0, 2887.0)","(1272.0, 2874.0)",13.601
"(3712.0, 2937.0)","(3706.0, 2950.0)",14.318
"(3706.0, 2950.0)","(3712.0, 2937.0)",14.318
"(3128.0, 1898.0)","(3113.0, 1900.0)",15.133
"(3113.0, 1900.0)","(3128.0, 1898.0)",15.133
"(3415.0, 3235.0)","(3412.0, 3250.0)",15.297
"(3412.0, 3250.0)","(3415.0, 3235.0)",15.297
"(1791.0, 3225.0)","(1792.0, 3209.0)",16.031
"(1792.0, 3209.0)","(1791.0, 3225.0)",16.031
"(4522.0, 2791.0)","(4538.0, 2789.0)",16.125
"(4538.0, 2789.0)","(4522.0, 2791.0)",16.125
"(2053.0, 2675.0)","(2067.0, 2667.0)",16.125
"(2067.0, 2667.0)","(2053.0, 2675.0)",16.125
"(3909.0, 2844.0)","(3921.0, 2832.0)",16.971
"(3921.0, 2832.0)","(3909.0, 2844.0)",16.971
"(3444.0, 2045.0)","(3461.0, 2048.0)",17.263
"(3461.0, 2048.0)","(3444.0, 2045.0)",17.263
"(3645.0, 1194.0)","(3657.0, 1207.0)",17.692
"(3657.0, 1207.0)","(3645.0, 1194.0)",17.692
"(5320.0, 2213.0)","(5319.0, 2231.0)",18.028
"(5319.0, 2231.0)","(5320.0, 2213.0)",18.028
"(4770.0, 2459.0)","(4760.0, 2475.0)",18.868
"(4760.0, 2475.0)","(4770.0, 2459.0)",18.868
"(1430.0, 3109.0)","(1448.0, 3115.0)",18.974
"(1448.0, 3115.0)","(1430.0, 3109.0)",18.974
"(4765.0, 2495.0)","(4760.0, 2475.0)",20.616
"(4032.0, 1516.0)","(4011.0, 1517.0)",21.024
"(4011.0, 1517.0)","(4032.0, 1516.0)",21.024
"(1688.0, 2960.0)","(1692.0, 2981.0)",21.378
"(1692.0, 2981.0)","(1688.0, 2960.0)",21.378
"(3830.0, 2432.0)","(3850.0, 2441.0)",21.932
"(2475.0, 1162.0)","(2454.0, 1169.0)",22.136
"(2454.0, 1169.0)","(2475.0, 1162.0)",22.136
"(4569.0, 2764.0)","(4566.0, 2786.0)",22.204
"(4566.0, 2786.0)","(4569.0, 2764.0)",22.204
"(2761.0, 3088.0)","(2749.0, 3107.0)",22.472
"(2749.0, 3107.0)","(2761.0, 3088.0)",22.472
"(975.0, 3156.0)","(981.0, 3134.0)",22.804
"(981.0, 3134.0)","(975.0, 3156.0)",22.804
"(3444.0, 1194.0)","(3427.0, 1178.0)",23.345
"(3427.0, 1178.0)","(3444.0, 1194.0)",23.345
"(2803.0, 3503.0)","(2799.0, 3480.0)",23.345
"(2799.0, 3480.0)","(2803.0, 3503.0)",23.345
"(2027.0, 2967.0)","(2009.0, 2952.0)",23.431
"(2009.0, 2952.0)","(2027.0, 2967.0)",23.431
"(2333.0, 3329.0)","(2333.0, 3305.0)",24.0
"(2333.0, 3305.0)","(2333.0, 3329.0)",24.0
"(2707.0, 4149.0)","(2708.0, 4125.0)",24.021
"(2708.0, 4125.0)","(2707.0, 4149.0)",24.021
"(3958.0, 1720.0)","(3934.0, 1722.0)",24.083
"(3934.0, 1722.0)","(3958.0, 1720.0)",24.083
"(4952.0, 1409.0)","(4938.0, 1388.0)",25.239
"(4938.0, 1388.0)","(4952.0, 1409.0)",25.239
"(2712.0, 1151.0)","(2702.0, 1176.0)",26.926
"(2702.0, 1176.0)","(2712.0, 1151.0)",26.926
"(3181.0, 1507.0)","(3153.0, 1507.0)",28.0
"(3153.0, 1507.0)","(3181.0, 1507.0)",28.0
"(4492.0, 2868.0)","(4517.0, 2855.0)",28.178
"(4517.0, 2855.0)","(4492.0, 2868.0)",28.178
"(1315.0, 3010.0)","(1304.0, 2984.0)",28.231
"(1304.0, 2984.0)","(1315.0, 3010.0)",28.231
"(3818.0, 1809.0)","(3840.0, 1791.0)",28.425
