cluster_id,cluster_size,cluster_area
0,2,4438.0
1,2,4428.0
2,5,8486.0
3,3,6439.0
4,2,4426.0
5,2,4444.0
6,2,4424.0
7,3,6627.0
8,2,4422.0
9,2,4410.0
10,2,4358.0
11,2,4432.0
12,3,4894.0
13,4,8139.0
14,3,6336.0
15,3,6056.0
16,3,6268.0
17,2,4331.0
18,3,5227.0
19,2,4149.0
20,2,4293.0
21,2,4362.0
22,2,4334.0
23,3,5021.0
24,2,4423.0
25,2,4336.0
26,2,4403.0
27,3,6199.0
28,4,8346.0
29,2,4390.0
30,3,5122.5
31,2,4184.0
32,2,4346.0
33,1,2212.0
34,4,6900.0
35,2,3969.0
36,2,3822.0
37,2,4243.0
38,2,4302.0
39,2,3999.0
40,2,4011.0
41,1,2212.0
42,3,6118.0
43,2,4004.0
44,2,3992.0
45,2,4290.0
46,3,6364.0
47,2,4027.0
48,2,4043.0
49,2,4418.0
50,2,4328.0
51,3,6235.0
52,3,5215.0
53,2,4363.0
54,3,6288.0
55,3,5980.0
56,3,5757.0
57,3,5937.0
58,2,4120.0
59,3,4340.0
60,2,3857.0
61,2,3752.0
62,1,2212.0
63,2,3969.0
64,2,3419.0
65,2,4282.0
66,1,2212.0
67,1,2212.0
68,1,2212.0
69,3,5848.0
70,2,3958.0
71,2,2422.0
72,1,2212.0
73,2,3408.0
74,1,2212.0
75,2,3841.0
76,2,4183.0
77,1,2212.0
78,1,2212.0
79,1,2212.0
80,1,2212.0
81,1,2212.0
82,1,2212.0
83,1,2212.0
84,1,2212.0
85,3,6125.5
86,2,4026.0
87,1,2212.0
88,1,2212.0
89,2,3958.0
90,2,3629.0
91,2,2900.0
92,2,3213.0
93,2,4293.0
94,1,2212.0
95,1,2212.0
96,2,3852.0
97,1,2212.0
98,5,6483.0
99,2,3665.0
100,3,3593.0
101,2,4269.0
102,5,8179.0
103,2,3975.0
104,1,2212.0
105,2,3929.0
106,2,4017.0
107,2,3841.0
108,1,2212.0
109,3,5591.0
110,3,5881.0
111,1,2212.0
112,2,4080.0
113,1,2212.0
114,1,2212.0
115,3,4305.0
116,2,3800.0
117,1,2212.0
118,1,2212.0
119,2,3213.0
120,2,4025.0
121,1,2212.0
122,2,3206.0
123,1,2212.0
124,1,2212.0
125,1,2212.0
126,1,2212.0
127,2,3643.0
128,1,2212.0
129,1,2212.0
130,1,2212.0
131,2,4074.0
132,2,3058.0
133,1,2212.0
134,1,2212.0
135,1,2212.0
136,1,2212.0
137,1,2212.0
138,1,2212.0
139,1,2212.0
140,1,2212.0
141,1,2212.0
142,2,3521.0
143,1,2212.0
144,1,2212.0
145,1,2212.0
146,1,2212.0
