X,Y,cluster_id
6712.0,4090.0,0
6666.0,4118.0,0
3204.0,595.0,1
3225.0,644.0,1
6253.0,3593.0,2
6243.0,3589.0,2
6265.0,3661.0,2
6250.0,3632.0,2
6306.0,3584.0,2
6132.0,3552.0,3
6127.0,3595.0,3
6075.0,3605.0,3
10586.0,6119.0,4
10588.0,6067.0,4
9414.0,4884.0,5
9363.0,4869.0,5
8530.0,4907.0,6
8486.0,4936.0,6
9179.0,5657.0,7
9181.0,5606.0,7
9133.0,5625.0,7
1625.0,1905.0,8
1587.0,1869.0,8
9289.0,3334.0,9
9264.0,3289.0,9
2022.0,1003.0,10
1996.0,1044.0,10
9946.0,5224.0,11
9896.0,5208.0,11
8527.0,3210.0,12
8528.0,3201.0,12
8560.0,3160.0,12
8599.0,1800.0,13
8572.0,1815.0,13
8605.0,1853.0,13
8522.0,1807.0,13
10272.0,5589.0,14
10263.0,5668.0,14
10243.0,5633.0,14
10217.0,5848.0,15
10232.0,5818.0,15
10224.0,5898.0,15
9625.0,4515.0,16
9619.0,4555.0,16
9572.0,4565.0,16
8804.0,2784.0,17
8851.0,2780.0,17
9231.0,4902.0,18
9216.0,4910.0,18
9175.0,4886.0,18
9768.0,5759.0,19
9727.0,5761.0,19
8905.0,5306.0,20
8860.0,5314.0,20
7835.0,4309.0,21
7787.0,4302.0,21
7403.0,3487.0,22
7383.0,3530.0,22
9106.0,2335.0,23
9053.0,2320.0,23
9064.0,2313.0,23
8589.0,2794.0,24
8604.0,2744.0,24
3885.0,356.0,25
3915.0,393.0,25
8067.0,4580.0,26
8086.0,4533.0,26
10483.0,5718.0,27
10429.0,5677.0,27
10466.0,5671.0,27
8163.0,2485.0,28
8158.0,2542.0,28
8167.0,2438.0,28
8194.0,2508.0,28
9267.0,5003.0,29
9284.0,5050.0,29
9876.0,6214.0,30
9851.0,6203.0,30
9860.0,6173.0,30
2150.0,1842.0,31
2110.0,1855.0,31
9170.0,3250.0,32
9128.0,3273.0,32
1316.0,1090.0,33
8442.0,2473.0,34
8426.0,2390.0,34
