og_coord,starfish_coord,dist
"(4081.248, 4085.688)","(4090.0, 4070.0)",17.964
"(6938.832, 6080.136)","(6961.0, 6097.0)",27.853
"(7237.2, 7281.6)","(7213.0, 7260.0)",32.438
"(6943.272, 6067.704)","(6961.0, 6097.0)",34.242
"(3919.632, 4009.32)","(3922.0, 4046.0)",36.756
"(6673.32, 6740.808)","(6689.0, 6780.0)",42.212
"(3921.408, 3991.56)","(3922.0, 4046.0)",54.443
"(2419.8, 2242.2)","(2455.0, 2193.0)",60.495
"(3889.44, 3993.336)","(3922.0, 4046.0)",61.916
"(4331.664, 4164.72)","(4270.0, 4146.0)",64.443
"(3927.624, 3979.128)","(3922.0, 4046.0)",67.108
"(6650.232, 6724.824)","(6689.0, 6780.0)",67.434
"(2710.176, 2140.08)","(2703.0, 2215.0)",75.263
"(4993.224, 5758.68)","(5046.0, 5705.0)",75.278
"(3044.064, 1924.296)","(2978.0, 1882.0)",78.444
"(4335.216, 4193.136)","(4270.0, 4146.0)",80.467
"(5214.336, 5338.656)","(5232.0, 5421.0)",84.217
"(3908.088, 3958.704)","(3922.0, 4046.0)",88.398
"(2411.808, 2272.392)","(2455.0, 2193.0)",90.381
"(3009.432, 2172.048)","(2940.0, 2243.0)",99.272
"(6713.28, 6199.128)","(6799.0, 6250.0)",99.679
"(3060.936, 1942.056)","(2978.0, 1882.0)",102.397
"(6722.16, 6176.04)","(6799.0, 6250.0)",106.651
"(3852.144, 3462.312)","(3745.0, 3445.0)",108.534
"(2996.112, 2148.96)","(2940.0, 2243.0)",109.508
"(5245.416, 5310.24)","(5232.0, 5421.0)",111.57
"(4953.264, 5779.104)","(5046.0, 5705.0)",118.707
"(3863.688, 3440.112)","(3745.0, 3445.0)",118.789
"(3769.56, 3591.96)","(3738.0, 3474.0)",122.109
"(5172.6, 5310.24)","(5232.0, 5421.0)",125.683
"(7238.088, 7387.272)","(7213.0, 7260.0)",129.721
"(6238.2, 6623.592)","(6276.0, 6498.0)",131.157
"(3866.352, 3502.272)","(3738.0, 3474.0)",131.429
"(4755.24, 5380.392)","(4806.0, 5512.0)",141.058
"(5106.0, 5352.864)","(5232.0, 5421.0)",143.243
"(5185.032, 5280.936)","(5232.0, 5421.0)",147.729
"(5119.32, 4979.904)","(4985.0, 4910.0)",151.421
"(6198.24, 6628.032)","(6276.0, 6498.0)",151.509
"(5128.2, 4966.584)","(4985.0, 4910.0)",153.974
"(3147.072, 3638.136)","(3288.0, 3711.0)",158.65
"(7787.76, 7112.88)","(7648.0, 7188.0)",158.669
"(2690.64, 2381.616)","(2703.0, 2215.0)",167.074
"(3145.296, 3623.928)","(3288.0, 3711.0)",167.17
"(4407.144, 4847.592)","(4455.0, 5009.0)",168.353
"(3885.888, 3348.648)","(3745.0, 3445.0)",170.684
"(2682.648, 1458.096)","(2562.0, 1335.0)",172.362
"(2529.912, 2037.072)","(2455.0, 2193.0)",172.989
"(5139.744, 4990.56)","(4985.0, 4910.0)",174.458
"(4305.912, 4331.664)","(4138.0, 4282.0)",175.103
"(5067.816, 5359.08)","(5232.0, 5421.0)",175.472
"(2746.584, 2391.384)","(2703.0, 2215.0)",181.689
"(5160.168, 4963.92)","(4985.0, 4910.0)",183.279
"(4308.576, 4352.976)","(4138.0, 4282.0)",184.753
"(4715.28, 5350.2)","(4806.0, 5512.0)",185.498
"(2213.784, 1030.08)","(2125.0, 1193.0)",185.541
"(3922.296, 5215.224)","(4100.0, 5269.0)",185.663
"(2233.32, 1040.736)","(2125.0, 1193.0)",186.862
"(5065.152, 5329.776)","(5232.0, 5421.0)",190.158
"(3126.648, 3599.952)","(3320.0, 3612.0)",193.727
"(4331.664, 4347.648)","(4138.0, 4282.0)",204.488
"(2804.304, 3115.992)","(2985.0, 3218.0)",207.501
"(2559.216, 2013.096)","(2455.0, 2193.0)",207.91
"(4668.216, 5100.672)","(4874.0, 5139.0)",209.323
"(4677.096, 5065.152)","(4874.0, 5139.0)",210.297
"(6715.056, 6052.608)","(6799.0, 6250.0)",214.5
"(3093.792, 3615.936)","(3288.0, 3711.0)",216.227
"(4662.0, 5089.128)","(4874.0, 5139.0)",217.787
"(6551.664, 5976.24)","(6305.0, 6048.0)",256.89
"(6141.408, 5685.864)","(5894.0, 5606.0)",259.979
"(4795.2, 4505.712)","(4773.0, 4776.0)",271.198
"(2848.704, 2978.352)","(2985.0, 3218.0)",275.695
"(6577.416, 5979.792)","(6305.0, 6048.0)",280.825
"(7890.768, 7040.064)","(7648.0, 7188.0)",284.291
"(4187.808, 4779.216)","(4210.0, 5069.0)",290.633
"(6588.072, 5962.032)","(6305.0, 6048.0)",295.838
"(5629.032, 5827.056)","(5786.0, 5555.0)",314.091
"(1408.368, 1056.72)","(1554.0, 772.0)",319.803
"(1403.928, 1073.592)","(1554.0, 772.0)",336.867
"(1416.36, 1094.016)","(1554.0, 772.0)",350.199
"(1401.264, 1094.904)","(1554.0, 772.0)",357.205
"(8095.896, 7325.112)","(7761.0, 7525.0)",390.014
