og_coord,goldstar_coord,dist
"(3480.0, 2506.0)","(3432.0, 2526.0)",52.0
"(2567.0, 3920.0)","(2508.0, 3918.0)",59.034
"(1604.0, 3048.0)","(1554.0, 3102.0)",73.593
"(3358.0, 2544.0)","(3432.0, 2526.0)",76.158
"(2434.0, 3899.0)","(2508.0, 3918.0)",76.4
"(3630.0, 2415.0)","(3684.0, 2472.0)",78.518
"(3758.0, 2500.0)","(3684.0, 2472.0)",79.12
"(2982.0, 3505.0)","(2994.0, 3426.0)",79.906
"(1475.0, 3085.0)","(1554.0, 3102.0)",80.808
"(3602.0, 2460.0)","(3684.0, 2472.0)",82.873
"(1637.0, 3116.0)","(1554.0, 3102.0)",84.172
"(2499.0, 4002.0)","(2508.0, 3918.0)",84.481
"(3912.0, 1843.0)","(3900.0, 1932.0)",89.805
"(1563.0, 3193.0)","(1554.0, 3102.0)",91.444
"(2387.0, 785.0)","(2478.0, 774.0)",91.662
"(3807.0, 1928.0)","(3900.0, 1932.0)",93.086
"(3881.0, 1833.0)","(3900.0, 1932.0)",100.807
"(2922.0, 1349.0)","(3024.0, 1338.0)",102.591
"(3557.0, 1200.0)","(3540.0, 1098.0)",103.407
"(2923.0, 1855.0)","(3006.0, 1788.0)",106.668
"(2915.0, 1351.0)","(3024.0, 1338.0)",109.772
"(3326.0, 2493.0)","(3432.0, 2526.0)",111.018
"(3429.0, 1067.0)","(3540.0, 1098.0)",115.248
"(2503.0, 3800.0)","(2508.0, 3918.0)",118.106
"(3788.0, 2529.0)","(3684.0, 2472.0)",118.596
"(3550.0, 2494.0)","(3432.0, 2526.0)",122.262
"(1437.0, 3063.0)","(1554.0, 3102.0)",123.329
"(1469.0, 3010.0)","(1554.0, 3102.0)",125.256
"(1495.0, 2990.0)","(1554.0, 3102.0)",126.59
"(3661.0, 1136.0)","(3540.0, 1098.0)",126.827
"(3656.0, 1150.0)","(3540.0, 1098.0)",127.122
"(2908.0, 3521.0)","(2994.0, 3426.0)",128.144
"(2878.0, 1806.0)","(3006.0, 1788.0)",129.259
"(3381.0, 2407.0)","(3432.0, 2526.0)",129.468
"(3561.0, 2550.0)","(3432.0, 2526.0)",131.214
"(2860.0, 3420.0)","(2994.0, 3426.0)",134.134
"(4005.0, 1840.0)","(3900.0, 1932.0)",139.603
"(3575.0, 2561.0)","(3684.0, 2472.0)",140.72
"(3817.0, 1818.0)","(3900.0, 1932.0)",141.014
"(3440.0, 2667.0)","(3432.0, 2526.0)",141.227
"(3533.0, 2425.0)","(3432.0, 2526.0)",142.836
"(2167.0, 3649.0)","(2304.0, 3600.0)",145.499
"(3137.0, 3396.0)","(2994.0, 3426.0)",146.113
"(3685.0, 2622.0)","(3684.0, 2472.0)",150.003
"(3070.0, 2783.0)","(3030.0, 2928.0)",150.416
"(4047.0, 1966.0)","(3900.0, 1932.0)",150.881
"(2601.0, 3799.0)","(2508.0, 3918.0)",151.03
"(2876.0, 2938.0)","(3030.0, 2928.0)",154.324
"(3554.0, 1252.0)","(3540.0, 1098.0)",154.635
"(2995.0, 2776.0)","(3030.0, 2928.0)",155.978
"(2491.0, 3762.0)","(2508.0, 3918.0)",156.924
"(2859.0, 3510.0)","(2994.0, 3426.0)",159.0
"(3149.0, 1439.0)","(3024.0, 1338.0)",160.705
"(3046.0, 2767.0)","(3030.0, 2928.0)",161.793
"(2617.0, 859.0)","(2478.0, 774.0)",162.929
"(2627.0, 846.0)","(2478.0, 774.0)",165.484
"(3158.0, 1717.0)","(3006.0, 1788.0)",167.765
"(2312.0, 736.0)","(2478.0, 774.0)",170.294
"(2298.0, 2699.0)","(2254.0, 2534.0)",170.766
"(3040.0, 1619.0)","(3006.0, 1788.0)",172.386
"(3497.0, 1265.0)","(3540.0, 1098.0)",172.447
"(2402.0, 2623.0)","(2254.0, 2534.0)",172.699
"(1395.0, 3170.0)","(1554.0, 3102.0)",172.931
"(3263.0, 2489.0)","(3432.0, 2526.0)",173.003
"(3422.0, 2699.0)","(3432.0, 2526.0)",173.289
"(3447.0, 1246.0)","(3540.0, 1098.0)",174.794
"(2316.0, 704.0)","(2478.0, 774.0)",176.477
"(3370.0, 1047.0)","(3540.0, 1098.0)",177.485
"(1406.0, 3004.0)","(1554.0, 3102.0)",177.505
"(3265.0, 2463.0)","(3432.0, 2526.0)",178.488
"(2151.0, 2682.0)","(2254.0, 2534.0)",180.314
"(2178.0, 2699.0)","(2254.0, 2534.0)",181.662
"(3631.0, 2297.0)","(3684.0, 2472.0)",182.85
"(2509.0, 957.0)","(2478.0, 774.0)",185.607
"(2422.0, 3456.0)","(2304.0, 3600.0)",186.172
"(3836.0, 2107.0)","(3900.0, 1932.0)",186.336
"(3525.0, 2364.0)","(3432.0, 2526.0)",186.797
"(2968.0, 1517.0)","(3024.0, 1338.0)",187.555
"(2444.0, 2549.0)","(2254.0, 2534.0)",190.591
"(2471.0, 3508.0)","(2304.0, 3600.0)",190.665
"(3078.0, 1610.0)","(3006.0, 1788.0)",192.01
"(3443.0, 1267.0)","(3540.0, 1098.0)",194.859
"(3453.0, 2330.0)","(3432.0, 2526.0)",197.122
"(1638.0, 2920.0)","(1554.0, 3102.0)",200.449
"(3806.0, 2632.0)","(3684.0, 2472.0)",201.206
"(1571.0, 3304.0)","(1554.0, 3102.0)",202.714
