radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,0.14814814814814814,0.09918886245355926,1.4935966043315787,81
160,0.20987654320987653,0.21516100039263597,0.9754395212277499,81
220,0.3333333333333333,0.3496835858519549,0.9532427223348602,81
280,0.4074074074074074,0.48046920309369856,0.8479365686377967,81
340,0.4691358024691358,0.5867676231146737,0.7995257133971948,81
400,0.5185185185185185,0.6658010342515447,0.7787889952760546,81
460,0.6296296296296297,0.7260877143396489,0.8671536746800014,81
520,0.7037037037037037,0.7753916142411144,0.9075461879897005,81
580,0.7283950617283951,0.8144626500633407,0.8943259235665967,81
640,0.7901234567901234,0.8488308069754811,0.9308373945633037,81
700,0.8888888888888888,0.8794216775997556,1.0107652694154328,81
100,0.2073170731707317,0.16997588428038413,1.219685216220151,82
160,0.3780487804878049,0.3312340368871059,1.1413343388277901,82
220,0.47560975609756095,0.4810681848866783,0.988653523636357,82
280,0.5487804878048781,0.5871519197983297,0.934648204834907,82
340,0.6341463414634146,0.6556764431439742,0.9671635272157674,82
400,0.7195121951219512,0.7015579936156853,1.0255918992722663,82
460,0.7439024390243902,0.7353623178217656,1.0116134876586027,82
520,0.7804878048780488,0.7645985012842856,1.020781238214663,82
580,0.8292682926829268,0.7936840261114986,1.0448342985378785,82
640,0.8658536585365854,0.8215070784402875,1.0539819817261882,82
700,0.8902439024390244,0.8492531473767444,1.0482668273752016,82
