cluster_id,cluster_size,cluster_area
0,3,0.0165
1,3,0.0149
2,3,0.0134
3,4,0.0225
4,3,0.0154
5,2,0.0084
6,2,0.0084
7,2,0.0084
8,2,0.0084
9,2,0.0083
10,2,0.0084
11,2,0.0084
12,2,0.0084
13,3,0.0152
14,2,0.0084
15,2,0.0084
16,2,0.0081
17,3,0.0156
18,2,0.0083
19,2,0.0082
20,4,0.0261
21,3,0.016
22,2,0.0084
23,2,0.0084
24,2,0.0083
25,2,0.0084
26,2,0.0083
27,2,0.0084
28,2,0.0083
29,3,0.016
30,2,0.0084
31,2,0.0083
32,2,0.0079
33,3,0.0132
34,3,0.015
35,2,0.008
36,2,0.0078
37,2,0.0077
38,2,0.0083
39,2,0.0081
40,2,0.0081
41,2,0.0082
42,2,0.0081
43,2,0.0068
44,1,0.0028
45,2,0.0081
46,2,0.0083
47,2,0.0083
48,2,0.0081
49,2,0.008
50,2,0.0079
51,1,0.0028
52,2,0.0057
53,2,0.0082
54,3,0.0156
55,3,0.0154
56,4,0.0234
57,2,0.0082
58,2,0.008
59,5,0.0349
60,4,0.0243
61,4,0.0209
62,2,0.0084
63,2,0.0081
64,3,0.0161
65,2,0.0079
66,1,0.0028
67,1,0.0028
68,1,0.0028
69,1,0.0028
70,1,0.0028
71,2,0.0078
72,2,0.0063
73,2,0.0076
74,1,0.0028
75,3,0.0138
76,1,0.0028
77,2,0.0079
78,2,0.0073
79,3,0.0154
80,1,0.0028
81,3,0.0114
82,1,0.0028
83,1,0.0028
84,2,0.0077
85,2,0.0074
86,2,0.0078
87,2,0.0062
88,2,0.0059
89,1,0.0028
90,1,0.0028
91,2,0.008
92,2,0.008
93,2,0.007
94,2,0.0082
95,2,0.0083
96,1,0.0028
97,2,0.0075
98,2,0.0068
99,1,0.0028
100,2,0.0079
101,1,0.0028
102,1,0.0028
103,1,0.0028
104,1,0.0028
105,1,0.0028
106,1,0.0028
107,2,0.0075
108,1,0.0028
109,2,0.0078
110,2,0.008
111,1,0.0028
112,1,0.0028
113,2,0.0061
114,2,0.0077
115,1,0.0028
116,1,0.0028
117,5,0.0346
118,4,0.0215
119,2,0.0069
120,3,0.0149
121,1,0.0028
122,2,0.0079
123,2,0.0082
124,2,0.0078
125,2,0.0081
126,1,0.0028
127,2,0.0079
128,2,0.0081
129,1,0.0028
130,1,0.0028
131,1,0.0028
132,2,0.0063
133,1,0.0028
134,1,0.0028
135,1,0.0028
136,1,0.0028
137,1,0.0028
138,1,0.0028
139,1,0.0028
140,1,0.0028
141,1,0.0028
142,1,0.0028
143,1,0.0028
144,1,0.0028
145,1,0.0028
146,1,0.0028
147,1,0.0028
148,1,0.0028
149,1,0.0028
150,1,0.0028
151,2,0.0073
152,3,0.0122
153,1,0.0028
154,1,0.0028
155,2,0.0065
156,1,0.0028
157,1,0.0028
158,2,0.0064
159,1,0.0028
160,1,0.0028
161,1,0.0028
162,1,0.0028
163,1,0.0028
164,1,0.0028
165,1,0.0028
166,1,0.0028
167,1,0.0028
168,1,0.0028
169,1,0.0028
170,1,0.0028
171,1,0.0028
172,1,0.0028
173,1,0.0028
174,1,0.0028
175,1,0.0028
176,1,0.0028
177,1,0.0028
178,1,0.0028
179,1,0.0028
180,1,0.0028
181,1,0.0028
182,1,0.0028
183,2,0.0076
184,1,0.0028
185,1,0.0028
186,2,0.0074
187,1,0.0028
188,1,0.0028
189,1,0.0028
190,1,0.0028
191,1,0.0028
192,1,0.0028
193,1,0.0028
194,1,0.0028
195,2,0.0067
196,1,0.0028
197,1,0.0028
198,2,0.0064
199,1,0.0028
200,1,0.0028
201,2,0.007
202,1,0.0028
203,1,0.0028
204,1,0.0028
205,1,0.0028
206,1,0.0028
207,1,0.0028
208,1,0.0028
209,1,0.0028
210,1,0.0028
211,1,0.0028
212,1,0.0028
213,1,0.0028
214,1,0.0028
215,1,0.0028
216,1,0.0028
217,1,0.0028
218,1,0.0028
219,1,0.0028
220,1,0.0028
221,1,0.0028
222,2,0.0078
223,1,0.0028
224,1,0.0028
225,1,0.0028
226,1,0.0028
227,1,0.0028
228,1,0.0028
229,1,0.0028
230,1,0.0028
231,1,0.0028
232,1,0.0028
233,1,0.0028
234,1,0.0028
235,1,0.0028
236,1,0.0028
237,1,0.0028
238,1,0.0028
239,1,0.0028
240,1,0.0028
241,1,0.0028
242,2,0.0077
243,1,0.0028
244,1,0.0028
245,1,0.0028
246,2,0.0068
247,5,0.0369
248,1,0.0028
249,1,0.0028
250,2,0.0068
251,1,0.0028
252,1,0.0028
253,1,0.0028
254,1,0.0028
255,2,0.0072
256,1,0.0028
257,1,0.0028
258,1,0.0028
259,1,0.0028
260,1,0.0028
261,1,0.0028
262,1,0.0028
263,1,0.0028
264,1,0.0028
265,1,0.0028
266,1,0.0028
267,1,0.0028
268,1,0.0028
269,1,0.0028
270,1,0.0028
271,1,0.0028
272,1,0.0028
273,1,0.0028
274,1,0.0028
275,1,0.0028
276,1,0.0028
277,1,0.0028
278,1,0.0028
279,1,0.0028
280,1,0.0028
281,1,0.0028
282,1,0.0028
283,1,0.0028
284,1,0.0028
285,1,0.0028
286,1,0.0028
287,1,0.0028
288,1,0.0028
289,1,0.0028
290,1,0.0028
291,1,0.0028
292,1,0.0028
293,1,0.0028
294,1,0.0028
295,1,0.0028
296,1,0.0028
297,1,0.0028
298,1,0.0028
299,1,0.0028
300,1,0.0028
301,1,0.0028
302,1,0.0028
303,1,0.0028
304,1,0.0028
305,1,0.0028
306,1,0.0028
307,1,0.0028
308,1,0.0028
309,1,0.0028
310,1,0.0028
311,1,0.0028
312,1,0.0028
313,1,0.0028
314,1,0.0028
315,1,0.0028
316,1,0.0028
317,1,0.0028
318,1,0.0028
319,1,0.0028
320,1,0.0028
321,1,0.0028
322,1,0.0028
323,1,0.0028
324,1,0.0028
325,1,0.0028
326,1,0.0028
327,1,0.0028
328,1,0.0028
329,1,0.0028
330,1,0.0028
331,1,0.0028
332,1,0.0028
333,1,0.0028
334,1,0.0028
335,1,0.0028
336,1,0.0028
337,1,0.0028
338,1,0.0028
339,1,0.0028
340,1,0.0028
341,1,0.0028
342,1,0.0028
343,1,0.0028
344,1,0.0028
345,1,0.0028
346,1,0.0028
347,1,0.0028
348,1,0.0028
349,1,0.0028
350,1,0.0028
351,1,0.0028
352,1,0.0028
353,1,0.0028
354,1,0.0028
355,1,0.0028
356,1,0.0028
357,1,0.0028
358,1,0.0028
359,1,0.0028
360,1,0.0028
361,1,0.0028
362,1,0.0028
363,1,0.0028
364,1,0.0028
365,1,0.0028
366,1,0.0028
367,1,0.0028
368,1,0.0028
369,1,0.0028
370,1,0.0028
371,1,0.0028
372,1,0.0028
373,1,0.0028
374,1,0.0028
375,1,0.0028
376,1,0.0028
377,1,0.0028
378,1,0.0028
379,1,0.0028
380,1,0.0028
381,1,0.0028
382,1,0.0028
383,1,0.0028
384,1,0.0028
385,1,0.0028
386,1,0.0028
387,1,0.0028
388,1,0.0028
389,1,0.0028
390,1,0.0028
391,1,0.0028
392,1,0.0028
393,1,0.0028
394,1,0.0028
395,1,0.0028
396,1,0.0028
397,1,0.0028
398,1,0.0028
399,1,0.0028
400,1,0.0028
401,1,0.0028
402,1,0.0028
403,1,0.0028
404,1,0.0028
405,1,0.0028
406,1,0.0028
407,1,0.0028
408,1,0.0028
409,1,0.0028
410,1,0.0028
411,1,0.0028
412,1,0.0028
413,1,0.0028
414,1,0.0028
415,1,0.0028
416,1,0.0028
417,1,0.0028
418,1,0.0028
419,1,0.0028
420,1,0.0028
421,1,0.0028
422,1,0.0028
423,1,0.0028
424,1,0.0028
425,1,0.0028
426,1,0.0028
427,1,0.0028
428,1,0.0028
429,1,0.0028
430,1,0.0028
431,1,0.0028
432,1,0.0028
433,1,0.0028
434,1,0.0028
435,1,0.0028
436,1,0.0028
437,1,0.0028
438,1,0.0028
439,1,0.0028
440,1,0.0028
441,1,0.0028
442,1,0.0028
443,1,0.0028
444,1,0.0028
445,1,0.0028
446,2,0.0076
447,1,0.0028
448,1,0.0028
449,1,0.0028
450,1,0.0028
451,1,0.0028
452,1,0.0028
453,1,0.0028
454,1,0.0028
455,1,0.0028
456,1,0.0028
457,1,0.0028
458,1,0.0028
459,1,0.0028
460,1,0.0028
461,1,0.0028
462,1,0.0028
463,1,0.0028
464,1,0.0028
465,1,0.0028
466,1,0.0028
467,1,0.0028
468,1,0.0028
469,1,0.0028
470,1,0.0028
471,1,0.0028
472,1,0.0028
473,1,0.0028
474,1,0.0028
475,1,0.0028
476,1,0.0028
477,1,0.0028
478,1,0.0028
479,1,0.0028
480,1,0.0028
481,1,0.0028
482,1,0.0028
483,1,0.0028
484,1,0.0028
485,1,0.0028
486,1,0.0028
487,1,0.0028
488,1,0.0028
489,1,0.0028
490,1,0.0028
491,1,0.0028
492,1,0.0028
493,1,0.0028
494,1,0.0028
495,1,0.0028
496,1,0.0028
497,1,0.0028
498,1,0.0028
499,1,0.0028
500,1,0.0028
501,1,0.0028
502,1,0.0028
503,1,0.0028
504,1,0.0028
505,1,0.0028
506,1,0.0028
507,1,0.0028
508,1,0.0028
509,1,0.0028
510,1,0.0028
511,1,0.0028
512,1,0.0028
513,1,0.0028
514,1,0.0028
515,1,0.0028
516,1,0.0028
517,1,0.0028
518,1,0.0028
519,1,0.0028
520,1,0.0028
521,1,0.0028
522,1,0.0028
523,1,0.0028
524,1,0.0028
525,1,0.0028
526,1,0.0028
527,1,0.0028
528,1,0.0028
529,1,0.0028
530,1,0.0028
531,1,0.0028
532,1,0.0028
