og_centroid,closest_centroid,dist,cluster_id
"(376.333, 1194.667)","(449.333, 1292.333)",121.933,30.0
"(449.333, 1292.333)","(376.333, 1194.667)",121.933,54.0
"(3127.667, 1254.333)","(3238.667, 1146.667)",154.638,132.0
"(3238.667, 1146.667)","(3127.667, 1254.333)",154.638,133.0
"(3408.667, 1158.333)","(3238.667, 1146.667)",170.4,10.0
"(1549.333, 2281.667)","(1432.0, 2121.333)",198.681,35.0
"(1432.0, 2121.333)","(1549.333, 2281.667)",198.681,29.0
"(2430.0, 2432.0)","(2225.667, 2502.667)",216.208,28.0
"(2225.667, 2502.667)","(2430.0, 2432.0)",216.208,46.0
"(3252.0, 2906.667)","(3157.0, 3119.0)",232.616,27.0
"(3157.0, 3119.0)","(3252.0, 2906.667)",232.616,47.0
"(618.667, 2146.667)","(754.0, 2342.0)",237.634,20.0
"(754.0, 2342.0)","(618.667, 2146.667)",237.634,45.0
"(2062.667, 1534.333)","(2179.0, 1303.333)",258.639,188.0
"(2179.0, 1303.333)","(2062.667, 1534.333)",258.639,7.0
"(2256.0, 2762.333)","(2225.667, 2502.667)",261.432,62.0
"(2007.75, 2658.25)","(2225.667, 2502.667)",267.757,80.0
"(1985.0, 362.333)","(1923.333, 85.0)",284.106,33.0
"(1923.333, 85.0)","(1985.0, 362.333)",284.106,61.0
"(3679.0, 3511.333)","(3510.667, 3269.667)",294.514,92.0
"(3510.667, 3269.667)","(3679.0, 3511.333)",294.514,176.0
"(1116.0, 2104.333)","(1432.0, 2121.333)",316.457,91.0
"(2677.667, 3556.0)","(2857.333, 3295.0)",316.861,26.0
"(2857.333, 3295.0)","(2677.667, 3556.0)",316.861,22.0
"(522.0, 1602.667)","(449.333, 1292.333)",318.728,1.0
"(2426.0, 833.333)","(2468.333, 500.667)",335.349,53.0
"(2468.333, 500.667)","(2426.0, 833.333)",335.349,18.0
"(2313.333, 3549.667)","(2677.667, 3556.0)",364.389,114.0
"(2355.667, 2066.667)","(2430.0, 2432.0)",372.818,24.0
"(1301.333, 3158.333)","(1673.25, 3089.0)",378.324,6.0
"(1673.25, 3089.0)","(1301.333, 3158.333)",378.324,5.0
"(411.667, 463.667)","(575.75, 808.5)",381.881,31.0
"(575.75, 808.5)","(411.667, 463.667)",381.881,56.0
"(59.0, 625.667)","(411.667, 463.667)",388.095,162.0
"(1298.0, 2641.667)","(958.667, 2852.333)",399.408,182.0
"(958.667, 2852.333)","(1298.0, 2641.667)",399.408,23.0
"(1309.667, 1725.667)","(1432.0, 2121.333)",414.146,9.0
"(100.333, 175.333)","(411.667, 463.667)",424.341,94.0
"(1010.667, 758.0)","(575.75, 808.5)",437.839,82.0
"(1826.0, 953.0)","(2179.0, 1303.333)",497.335,2.0
"(599.0, 3212.667)","(958.667, 2852.333)",509.118,0.0
"(3794.6, 2561.8)","(3252.0, 2906.667)",642.921,15.0
