og_coord,starfish_coord,dist
"(1980, 2361)","(1980.0, 2364.0)",3.0
"(97, 2641)","(100.0, 2636.0)",5.831
"(3064, 3081)","(3059.0, 3075.0)",7.81
"(585, 3595)","(577.0, 3601.0)",10.0
"(1890, 3670)","(1882.0, 3664.0)",10.0
"(2306, 1897)","(2300.0, 1906.0)",10.817
"(3573, 204)","(3575.0, 193.0)",11.18
"(2595, 1058)","(2607.0, 1061.0)",12.369
"(1129, 2136)","(1138.0, 2127.0)",12.728
"(1133, 2139)","(1138.0, 2127.0)",13.0
"(2414, 925)","(2425.0, 917.0)",13.601
"(3324, 2380)","(3310.0, 2386.0)",15.232
"(2705, 177)","(2716.0, 189.0)",16.279
"(775, 41)","(784.0, 27.0)",16.643
"(953, 1066)","(937.0, 1061.0)",16.763
"(950, 1050)","(937.0, 1061.0)",17.029
"(84, 2503)","(82.0, 2522.0)",19.105
"(435, 2867)","(442.0, 2885.0)",19.313
"(3368, 2675)","(3384.0, 2664.0)",19.416
"(2992, 3518)","(2978.0, 3504.0)",19.799
"(2160, 1146)","(2180.0, 1152.0)",20.881
"(2553, 293)","(2556.0, 272.0)",21.213
"(20, 1869)","(39.0, 1858.0)",21.954
"(185, 3497)","(207.0, 3493.0)",22.361
"(2026, 299)","(2030.0, 277.0)",22.361
"(1128, 3264)","(1149.0, 3254.0)",23.259
"(949, 517)","(925.0, 514.0)",24.187
"(3038, 3088)","(3059.0, 3075.0)",24.698
"(985, 1908)","(1009.0, 1914.0)",24.739
"(631, 1145)","(632.0, 1170.0)",25.02
"(2504, 1347)","(2494.0, 1324.0)",25.08
"(2828, 2159)","(2832.0, 2133.0)",26.306
"(2140, 385)","(2155.0, 363.0)",26.627
"(3174, 2986)","(3200.0, 2980.0)",26.683
"(2178, 656)","(2205.0, 645.0)",29.155
"(2406, 1628)","(2387.0, 1651.0)",29.833
"(207, 351)","(199.0, 322.0)",30.083
"(2603, 3736)","(2633.0, 3742.0)",30.594
"(2455, 138)","(2430.0, 120.0)",30.806
"(125, 2618)","(100.0, 2636.0)",30.806
"(2152, 1703)","(2149.0, 1672.0)",31.145
"(3278, 1523)","(3275.0, 1554.0)",31.145
"(3410, 2682)","(3384.0, 2664.0)",31.623
"(3414, 1668)","(3427.0, 1639.0)",31.78
"(3550, 3689)","(3519.0, 3697.0)",32.016
"(2563, 1131)","(2583.0, 1106.0)",32.016
"(2466, 1460)","(2498.0, 1457.0)",32.14
"(2212, 1159)","(2180.0, 1152.0)",32.757
"(2304, 2720)","(2284.0, 2694.0)",32.802
"(3571, 1980)","(3539.0, 1989.0)",33.242
"(3176, 2957)","(3200.0, 2980.0)",33.242
"(950, 423)","(928.0, 398.0)",33.302
"(310, 2256)","(323.0, 2224.0)",34.54
"(2248, 2692)","(2284.0, 2694.0)",36.056
"(3056, 2255)","(3086.0, 2235.0)",36.056
"(1005, 233)","(972.0, 217.0)",36.674
"(2134, 953)","(2169.0, 939.0)",37.696
"(1428, 3664)","(1466.0, 3669.0)",38.328
"(491, 260)","(508.0, 224.0)",39.812
"(923, 3508)","(960.0, 3523.0)",39.925
"(3126, 2240)","(3086.0, 2235.0)",40.311
"(1065, 1619)","(1042.0, 1653.0)",41.049
"(1006, 3275)","(981.0, 3308.0)",41.4
"(1637, 3545)","(1601.0, 3566.0)",41.677
"(2782, 1133)","(2740.0, 1128.0)",42.297
"(2391, 1021)","(2362.0, 990.0)",42.45
"(2695, 346)","(2654.0, 357.0)",42.45
"(2532, 1865)","(2549.0, 1904.0)",42.544
"(483, 2466)","(516.0, 2493.0)",42.638
"(1276, 2627)","(1267.0, 2585.0)",42.953
