og_centroid,closest_centroid,dist,cluster_id
"(2720.0, 5341.0)","(2606.333, 5321.667)",115.299,42
"(2606.333, 5321.667)","(2720.0, 5341.0)",115.299,58
"(4724.75, 2338.5)","(4676.333, 2446.333)",118.204,36
"(4676.333, 2446.333)","(4724.75, 2338.5)",118.204,73
"(1912.5, 6448.0)","(1889.0, 6305.667)",144.26,17
"(1889.0, 6305.667)","(1912.5, 6448.0)",144.26,14
"(2389.667, 5061.0)","(2393.75, 4882.75)",178.297,0
"(2393.75, 4882.75)","(2389.667, 5061.0)",178.297,179
"(4386.333, 1541.0)","(4317.25, 1722.0)",193.736,64
"(4317.25, 1722.0)","(4386.333, 1541.0)",193.736,46
"(3357.0, 3434.333)","(3198.0, 3551.333)",197.408,44
"(3198.0, 3551.333)","(3357.0, 3434.333)",197.408,41
"(867.25, 8834.25)","(863.75, 9036.75)",202.53,94
"(863.75, 9036.75)","(867.25, 8834.25)",202.53,1
"(4555.333, 2215.667)","(4724.75, 2338.5)",209.261,6
"(1147.333, 9389.333)","(1216.0, 9607.0)",228.241,3
"(1216.0, 9607.0)","(1147.333, 9389.333)",228.241,10
"(3163.4, 4126.6)","(3395.0, 4120.5)",231.68,19
"(3395.0, 4120.5)","(3163.4, 4126.6)",231.68,85
"(3047.4, 4762.8)","(2937.0, 4555.25)",235.085,144
"(2937.0, 4555.25)","(3047.4, 4762.8)",235.085,83
"(2977.667, 3671.333)","(3198.0, 3551.333)",250.892,45
"(1270.667, 9857.0)","(1216.0, 9607.0)",255.907,15
"(2760.2, 3821.2)","(2977.667, 3671.333)",264.106,8
"(2601.667, 4646.667)","(2533.0, 4390.333)",265.371,37
"(2533.0, 4390.333)","(2601.667, 4646.667)",265.371,2
"(3757.2, 4176.6)","(3800.667, 3899.667)",280.324,32
"(3800.667, 3899.667)","(3757.2, 4176.6)",280.324,11
"(3000.667, 5347.333)","(2720.0, 5341.0)",280.738,106
"(4985.333, 2217.667)","(4724.75, 2338.5)",287.236,87
"(3362.667, 4797.667)","(3047.4, 4762.8)",317.189,5
"(3984.667, 2867.0)","(3746.0, 2640.0)",329.379,68
"(3746.0, 2640.0)","(3984.667, 2867.0)",329.379,86
"(3660.5, 4648.5)","(3362.667, 4797.667)",333.1,149
"(3723.333, 2265.333)","(3746.0, 2640.0)",375.352,133
"(5077.4, 1776.2)","(4985.333, 2217.667)",450.965,39
"(3831.667, 3402.667)","(3357.0, 3434.333)",475.722,51
"(1849.0, 4822.667)","(2393.75, 4882.75)",548.053,4
"(1386.667, 5152.333)","(1849.0, 4822.667)",567.831,74
"(1561.333, 8596.667)","(1878.0, 9199.333)",680.797,22
"(1878.0, 9199.333)","(1561.333, 8596.667)",680.797,171
