og_coord,starfish_coord,dist
"(2848, 1796)","(2832.0, 1785.0)",19.416
"(6914, 5972)","(6903.0, 5991.0)",21.954
"(5065, 5022)","(5073.0, 5047.0)",26.249
"(4615, 5234)","(4659.0, 5230.0)",44.181
"(2139, 1811)","(2183.0, 1822.0)",45.354
"(3129, 3613)","(3145.0, 3567.0)",48.703
"(3527, 3977)","(3586.0, 3948.0)",65.742
"(4961, 5605)","(4990.0, 5541.0)",70.264
"(6830, 5990)","(6903.0, 5991.0)",73.007
"(6835, 6449)","(6909.0, 6459.0)",74.673
"(5301, 4884)","(5275.0, 4964.0)",84.119
"(4365, 4006)","(4279.0, 4007.0)",86.006
"(3653, 3566)","(3729.0, 3608.0)",86.833
"(2183, 1909)","(2183.0, 1822.0)",87.0
"(4191, 4003)","(4279.0, 4007.0)",88.091
"(3172, 2080)","(3253.0, 2117.0)",89.051
"(5359, 4996)","(5275.0, 4964.0)",89.889
"(1732, 1155)","(1801.0, 1216.0)",92.098
"(4511, 4861)","(4504.0, 4765.0)",96.255
"(5170, 5033)","(5073.0, 5047.0)",98.005
"(4206, 3698)","(4107.0, 3684.0)",99.985
"(1436, 1019)","(1433.0, 919.0)",100.045
"(3295, 3748)","(3317.0, 3650.0)",100.439
"(5216, 4882)","(5275.0, 4964.0)",101.02
"(7397, 7303)","(7313.0, 7360.0)",101.514
"(2658, 1811)","(2758.0, 1830.0)",101.789
"(5238, 5651)","(5251.0, 5550.0)",101.833
"(4014, 5203)","(4058.0, 5111.0)",101.98
"(5123, 5142)","(5073.0, 5047.0)",107.355
"(3287, 3754)","(3317.0, 3650.0)",108.24
"(4853, 5223)","(4749.0, 5261.0)",110.725
"(3520, 3856)","(3586.0, 3948.0)",113.225
"(4344, 4153)","(4371.0, 4266.0)",116.181
"(4163, 3983)","(4279.0, 4007.0)",118.457
"(4622, 4823)","(4702.0, 4917.0)",123.434
"(3947, 4723)","(4067.0, 4672.0)",130.388
"(2110, 2086)","(2060.0, 1959.0)",136.488
"(7214, 6895)","(7079.0, 6874.0)",136.624
"(2125, 849)","(2025.0, 755.0)",137.244
"(6766, 6759)","(6903.0, 6729.0)",140.246
"(7286, 6535)","(7238.0, 6670.0)",143.279
"(3401, 2091)","(3253.0, 2117.0)",150.266
"(5218, 5698)","(5251.0, 5550.0)",151.634
"(4179, 3878)","(4033.0, 3925.0)",153.379
"(4508, 4432)","(4661.0, 4459.0)",155.364
"(2576, 2731)","(2556.0, 2572.0)",160.253
"(1511, 1060)","(1433.0, 919.0)",161.137
"(5554, 5043)","(5667.0, 5161.0)",163.38
"(2401, 2513)","(2556.0, 2572.0)",165.849
"(4353, 4673)","(4518.0, 4693.0)",166.208
"(1444, 752)","(1433.0, 919.0)",167.362
"(1971, 1643)","(2123.0, 1730.0)",175.137
"(5153, 5213)","(5073.0, 5047.0)",184.272
"(6295, 5712)","(6442.0, 5827.0)",186.639
"(3492, 3786)","(3586.0, 3948.0)",187.297
"(2409, 1524)","(2222.0, 1505.0)",187.963
"(2037, 1545)","(2222.0, 1505.0)",189.275
"(3627, 4135)","(3586.0, 3948.0)",191.442
"(2252, 2174)","(2320.0, 1989.0)",197.101
"(6114, 5962)","(6303.0, 5903.0)",197.995
"(1527, 1094)","(1433.0, 919.0)",198.648
"(2514, 2033)","(2320.0, 1989.0)",198.927
"(5760, 4909)","(5565.0, 4855.0)",202.339
"(3653, 3232)","(3770.0, 3400.0)",204.727
"(6604, 6254)","(6707.0, 6074.0)",207.386
"(5420, 5420)","(5251.0, 5550.0)",213.216
"(5030, 5755)","(4990.0, 5541.0)",217.706
"(5783, 4863)","(5565.0, 4855.0)",218.147
"(1867, 1426)","(1801.0, 1216.0)",220.127
"(1602, 1119)","(1801.0, 1216.0)",221.382
"(1263, 769)","(1433.0, 919.0)",226.716
"(5411, 5159)","(5275.0, 4964.0)",237.741
"(5881, 5614)","(5706.0, 5442.0)",245.375
"(5700, 5691)","(5706.0, 5442.0)",249.072
"(7199, 6294)","(7025.0, 6477.0)",252.517
"(7470, 6815)","(7238.0, 6670.0)",273.585
"(7522, 6719)","(7238.0, 6670.0)",288.196
"(2637, 2102)","(2758.0, 1830.0)",297.7
"(7616, 6805)","(7537.0, 7157.0)",360.756
"(2621, 2938)","(2556.0, 2572.0)",371.727
"(5937, 6098)","(6027.0, 6493.0)",405.123
"(5840, 6059)","(5450.0, 5842.0)",446.306
