og_coord,starfish_coord,dist
"(6715.056, 6052.608)","(6707.0, 6074.0)",22.859
"(3126.648, 3599.952)","(3145.0, 3567.0)",37.718
"(3866.352, 3502.272)","(3898.0, 3525.0)",38.964
"(3769.56, 3591.96)","(3729.0, 3608.0)",43.616
"(5067.816, 5359.08)","(5021.0, 5369.0)",47.855
"(3145.296, 3623.928)","(3145.0, 3567.0)",56.929
"(5065.152, 5329.776)","(5021.0, 5369.0)",59.059
"(7787.76, 7112.88)","(7741.0, 7166.0)",70.769
"(3093.792, 3615.936)","(3145.0, 3567.0)",70.831
"(3147.072, 3638.136)","(3145.0, 3567.0)",71.166
"(4187.808, 4779.216)","(4196.0, 4852.0)",73.244
"(3852.144, 3462.312)","(3898.0, 3525.0)",77.67
"(7238.088, 7387.272)","(7313.0, 7360.0)",79.722
"(4335.216, 4193.136)","(4371.0, 4266.0)",81.177
"(5119.32, 4979.904)","(5073.0, 5047.0)",81.532
"(5106.0, 5352.864)","(5021.0, 5369.0)",86.518
"(6943.272, 6067.704)","(6903.0, 5991.0)",86.633
"(5139.744, 4990.56)","(5073.0, 5047.0)",87.408
"(3908.088, 3958.704)","(3869.0, 3877.0)",90.573
"(4331.664, 4347.648)","(4371.0, 4266.0)",90.63
"(3863.688, 3440.112)","(3898.0, 3525.0)",91.56
"(4305.912, 4331.664)","(4371.0, 4266.0)",92.457
"(4715.28, 5350.2)","(4749.0, 5261.0)",95.361
"(6938.832, 6080.136)","(6903.0, 5991.0)",96.069
"(5128.2, 4966.584)","(5073.0, 5047.0)",97.539
"(6722.16, 6176.04)","(6707.0, 6074.0)",103.16
"(4308.576, 4352.976)","(4371.0, 4266.0)",107.059
"(4795.2, 4505.712)","(4749.0, 4409.0)",107.18
"(4331.664, 4164.72)","(4371.0, 4266.0)",108.651
"(7237.2, 7281.6)","(7313.0, 7360.0)",109.051
"(5160.168, 4963.92)","(5275.0, 4964.0)",114.832
"(3927.624, 3979.128)","(3869.0, 3877.0)",117.758
"(3889.44, 3993.336)","(3869.0, 3877.0)",118.118
"(4755.24, 5380.392)","(4749.0, 5261.0)",119.555
"(4677.096, 5065.152)","(4590.0, 4982.0)",120.416
"(6713.28, 6199.128)","(6707.0, 6074.0)",125.285
"(3921.408, 3991.56)","(3869.0, 3877.0)",125.979
"(3885.888, 3348.648)","(3770.0, 3400.0)",126.756
"(4407.144, 4847.592)","(4504.0, 4765.0)",127.289
"(4662.0, 5089.128)","(4590.0, 4982.0)",129.075
"(4668.216, 5100.672)","(4659.0, 5230.0)",129.656
"(1408.368, 1056.72)","(1433.0, 919.0)",139.905
"(6238.2, 6623.592)","(6225.0, 6483.0)",141.21
"(3919.632, 4009.32)","(4033.0, 3925.0)",141.288
"(6198.24, 6628.032)","(6225.0, 6483.0)",147.48
"(1403.928, 1073.592)","(1433.0, 919.0)",157.302
"(6577.416, 5979.792)","(6707.0, 6074.0)",160.21
"(5172.6, 5310.24)","(5021.0, 5369.0)",162.589
"(6588.072, 5962.032)","(6707.0, 6074.0)",163.342
"(4081.248, 4085.688)","(4033.0, 3925.0)",167.775
"(3922.296, 5215.224)","(4058.0, 5111.0)",171.109
"(1416.36, 1094.016)","(1433.0, 919.0)",175.805
"(1401.264, 1094.904)","(1433.0, 919.0)",178.744
"(5629.032, 5827.056)","(5450.0, 5842.0)",179.655
"(6551.664, 5976.24)","(6707.0, 6074.0)",183.538
"(5185.032, 5280.936)","(5021.0, 5369.0)",186.177
"(3009.432, 2172.048)","(3061.0, 2356.0)",191.043
"(7890.768, 7040.064)","(7741.0, 7166.0)",195.679
"(5214.336, 5338.656)","(5021.0, 5369.0)",195.703
"(2529.912, 2037.072)","(2320.0, 1989.0)",215.346
"(2996.112, 2148.96)","(3061.0, 2356.0)",216.97
"(4993.224, 5758.68)","(4990.0, 5541.0)",217.704
"(6650.232, 6724.824)","(6430.0, 6724.0)",220.234
"(2411.808, 2272.392)","(2254.0, 2428.0)",221.624
"(6673.32, 6740.808)","(6903.0, 6729.0)",229.983
"(5245.416, 5310.24)","(5021.0, 5369.0)",231.981
"(2690.64, 2381.616)","(2556.0, 2572.0)",233.182
"(2559.216, 2013.096)","(2320.0, 1989.0)",240.427
"(4953.264, 5779.104)","(4990.0, 5541.0)",240.921
"(2419.8, 2242.2)","(2254.0, 2428.0)",249.021
"(3044.064, 1924.296)","(2832.0, 1785.0)",253.721
"(3060.936, 1942.056)","(3253.0, 2117.0)",259.796
"(2746.584, 2391.384)","(2556.0, 2572.0)",262.573
"(6141.408, 5685.864)","(6303.0, 5903.0)",270.666
"(2710.176, 2140.08)","(2758.0, 1830.0)",313.746
"(2213.784, 1030.08)","(2025.0, 755.0)",333.629
"(2233.32, 1040.736)","(2025.0, 755.0)",353.613
"(2682.648, 1458.096)","(2832.0, 1785.0)",359.405
"(8095.896, 7325.112)","(7741.0, 7166.0)",388.932
"(2848.704, 2978.352)","(3252.0, 2912.0)",408.718
"(2804.304, 3115.992)","(3096.0, 3463.0)",453.322
