og_coord,closest_coord,dist
"(5034, 4850)","(4928, 4818)",110.725
"(5134, 5311)","(5153, 5462)",152.191
"(6324, 6794)","(6260, 6821)",69.462
"(4411, 3982)","(4299, 4058)",135.351
"(4277, 4498)","(4367, 4378)",150.0
"(6422, 5893)","(6495, 5872)",75.961
"(7078, 6899)","(7340, 7214)",409.718
"(3673, 3702)","(3620, 3905)",209.805
"(5519, 4903)","(5505, 5246)",343.286
"(3245, 2637)","(3181, 2777)",153.935
"(2489, 1286)","(2339, 1098)",240.508
"(2061, 1081)","(2167, 986)",142.341
"(1423, 1085)","(1566, 1046)",148.223
"(2167, 986)","(2061, 1081)",142.341
"(5505, 5246)","(5358, 5485)",280.589
"(6256, 5885)","(6422, 5893)",166.193
"(5872, 5427)","(5733, 5471)",145.798
"(4252, 5182)","(4548, 5132)",300.193
"(5794, 5249)","(5775, 5167)",84.172
"(5153, 5462)","(5134, 5311)",152.191
"(6551, 6748)","(6480, 6643)",126.752
"(7182, 7348)","(7331, 7269)",168.648
"(6572, 6223)","(6667, 5957)",282.455
"(5895, 6275)","(5867, 6233)",50.478
"(6484, 6964)","(6369, 6862)",153.717
"(4283, 4254)","(4150, 4188)",148.476
"(6480, 6643)","(6551, 6748)",126.752
"(2348, 1536)","(2285, 1548)",64.133
"(6688, 6705)","(6658, 6595)",114.018
"(6718, 5863)","(6667, 5957)",106.944
"(4003, 3959)","(4172, 3896)",180.361
"(2285, 1548)","(2348, 1536)",64.133
"(2706, 2980)","(2940, 2669)",389.2
"(4548, 5132)","(4747, 4983)",248.6
"(5867, 6233)","(5895, 6275)",50.478
"(4367, 4378)","(4453, 4342)",93.231
"(4790, 5321)","(4548, 5132)",307.059
"(5733, 5471)","(5872, 5427)",145.798
"(4150, 4188)","(4181, 4101)",92.358
"(7340, 7214)","(7331, 7269)",55.731
"(5358, 5485)","(5153, 5462)",206.286
"(2459, 1974)","(2596, 2180)",247.396
"(4747, 4983)","(4928, 4818)",244.92
"(3322, 2240)","(3245, 2637)",404.398
"(3181, 2777)","(3245, 2637)",153.935
"(4299, 4058)","(4181, 4101)",125.591
"(6667, 5957)","(6718, 5863)",106.944
"(6006, 6461)","(6132, 6298)",206.022
"(4675, 4460)","(4705, 4478)",34.986
"(2196, 1210)","(2339, 1098)",181.64
"(6132, 6298)","(6160, 6298)",28.0
"(3386, 3954)","(3620, 3905)",239.075
"(6369, 6862)","(6324, 6794)",81.541
"(4705, 4478)","(4675, 4460)",34.986
"(3797, 4159)","(3984, 4368)",280.446
"(2339, 1098)","(2196, 1210)",181.64
"(6370, 5616)","(6422, 5893)",281.839
"(6241, 6486)","(6160, 6298)",204.707
"(2596, 2180)","(2784, 2180)",188.0
"(6260, 6821)","(6324, 6794)",69.462
"(3620, 3905)","(3673, 3702)",209.805
"(4152, 4402)","(4107, 4444)",61.555
"(1566, 1046)","(1423, 1085)",148.223
"(2940, 2669)","(3181, 2777)",264.093
"(4453, 4342)","(4367, 4378)",93.231
"(2020, 925)","(2167, 986)",159.154
"(2784, 2180)","(2596, 2180)",188.0
"(2319, 2324)","(2353, 2257)",75.133
"(2137, 1949)","(2459, 1974)",322.969
"(6658, 6595)","(6688, 6705)",114.018
"(6160, 6298)","(6132, 6298)",28.0
"(3984, 4368)","(4107, 4444)",144.586
"(6495, 5872)","(6422, 5893)",75.961
"(4172, 3896)","(4003, 3959)",180.361
"(7331, 7269)","(7340, 7214)",55.731
"(4107, 4444)","(4152, 4402)",61.555
"(2353, 2257)","(2319, 2324)",75.133
"(5775, 5167)","(5794, 5249)",84.172
"(3991, 3503)","(3673, 3702)",375.133
"(6891, 6353)","(6658, 6595)",335.936
"(4928, 4818)","(5034, 4850)",110.725
"(4181, 4101)","(4150, 4188)",92.358
