radius,%_gp_captured,%_pface_covered,SC3PA,total_gp
100,1.0,0.16750848729839501,5.969846758980204,81
160,1.0,0.33837943273922416,2.9552623571263594,81
220,1.0,0.5086030836225035,1.9661697543741639,81
280,1.0,0.664972963115582,1.5038205392813624,81
340,1.0,0.7858224848433346,1.2725520321543928,81
400,1.0,0.8709966482244232,1.1481100438659064,81
460,1.0,0.927479921428696,1.0781904566296094,81
520,1.0,0.9627474814473126,1.0386939662482266,81
580,1.0,0.9838786989848047,1.016385455881736,81
640,1.0,0.9965892290929957,1.0034224440797022,81
700,1.0,0.9999060623422125,1.0000939464829002,81
100,0.1951219512195122,0.16750848729839501,1.1648481480936983,82
160,0.43902439024390244,0.33837943273922416,1.2974322543481578,82
220,0.6341463414634146,0.5086030836225035,1.2468393564323965,82
280,0.7195121951219512,0.664972963115582,1.0820172172878095,82
340,0.8292682926829268,0.7858224848433346,1.0552870510548622,82
400,0.926829268292683,0.8709966482244232,1.0641019918757182,82
460,0.9390243902439024,0.927479921428696,1.0124471361034137,82
520,0.9512195121951219,0.9627474814473126,0.9880259678946545,82
580,0.9634146341463414,0.9838786989848047,0.9792006221299651,82
640,0.9878048780487805,0.9965892290929957,0.9911855850055594,82
700,1.0,0.9999060623422125,1.0000939464829002,82
