og_coord,starfish_coord,dist
"(4780, 4345)","(4773.0, 4343.0)",7.28
"(6352, 6860)","(6360.0, 6848.0)",14.422
"(2908, 2504)","(2935.0, 2493.0)",29.155
"(2014, 1744)","(2058.0, 1767.0)",49.649
"(7980, 6940)","(7966.0, 6888.0)",53.852
"(3810, 4098)","(3779.0, 4143.0)",54.644
"(3272, 2778)","(3265.0, 2723.0)",55.444
"(5557, 5029)","(5524.0, 4972.0)",65.863
"(2527, 2218)","(2581.0, 2164.0)",76.368
"(3962, 3565)","(3895.0, 3522.0)",79.612
"(2985, 3079)","(2904.0, 3081.0)",81.025
"(1705, 1047)","(1623.0, 1022.0)",85.726
"(1654, 1159)","(1581.0, 1112.0)",86.822
"(3820, 3478)","(3895.0, 3522.0)",86.954
"(5791, 5515)","(5819.0, 5601.0)",90.443
"(3440, 3445)","(3347.0, 3454.0)",93.434
"(6322, 6974)","(6364.0, 6887.0)",96.607
"(7737, 7292)","(7834.0, 7307.0)",98.153
"(4230, 4852)","(4331.0, 4870.0)",102.591
"(6984, 6761)","(7039.0, 6848.0)",102.927
"(5758, 5189)","(5689.0, 5111.0)",104.139
"(6414, 6983)","(6364.0, 6887.0)",108.24
"(6417, 5890)","(6318.0, 5841.0)",110.463
"(2717, 2043)","(2637.0, 2121.0)",111.732
"(4882, 4514)","(4860.0, 4402.0)",114.14
"(7493, 6652)","(7378.0, 6652.0)",115.0
"(6881, 5937)","(6786.0, 6002.0)",115.109
"(3029, 2422)","(2935.0, 2493.0)",117.801
"(6593, 6624)","(6599.0, 6742.0)",118.152
"(5121, 5653)","(5235.0, 5692.0)",120.487
"(7510, 7300)","(7413.0, 7227.0)",121.4
"(6003, 6385)","(5949.0, 6276.0)",121.643
"(4815, 5038)","(4818.0, 4916.0)",122.037
"(6413, 5924)","(6318.0, 5841.0)",126.151
"(3358, 2878)","(3322.0, 3001.0)",128.16
"(3893, 3393)","(3895.0, 3522.0)",129.016
"(5690, 5543)","(5794.0, 5622.0)",130.602
"(3996, 4729)","(4115.0, 4668.0)",133.724
"(4213, 3873)","(4123.0, 3974.0)",135.281
"(3892, 4043)","(4032.0, 4038.0)",140.089
"(3868, 3197)","(3787.0, 3312.0)",140.663
"(5119, 5422)","(5105.0, 5282.0)",140.698
"(6356, 6546)","(6212.0, 6589.0)",150.283
"(3997, 4432)","(4115.0, 4527.0)",151.489
"(3078, 2548)","(2935.0, 2493.0)",153.212
"(5597, 5436)","(5480.0, 5335.0)",154.564
"(6885, 6649)","(6828.0, 6505.0)",154.871
"(3324, 2403)","(3460.0, 2327.0)",155.795
"(2464, 2402)","(2334.0, 2490.0)",156.984
"(2782, 2541)","(2935.0, 2493.0)",160.353
"(4156, 5089)","(4238.0, 5228.0)",161.385
"(4943, 5323)","(5105.0, 5282.0)",167.108
"(7827, 7133)","(7834.0, 7307.0)",174.141
"(5498, 5160)","(5480.0, 5335.0)",175.923
"(5253, 5392)","(5105.0, 5282.0)",184.402
"(6659, 5861)","(6786.0, 6002.0)",189.763
"(2037, 1452)","(2007.0, 1650.0)",200.26
"(2467, 2641)","(2334.0, 2490.0)",201.221
"(2961, 2781)","(2758.0, 2741.0)",206.903
"(2650, 2558)","(2758.0, 2741.0)",212.492
"(4093, 3603)","(3895.0, 3522.0)",213.928
"(2028, 1437)","(2007.0, 1650.0)",214.033
"(3152, 2539)","(3265.0, 2723.0)",215.928
"(3220, 2509)","(3265.0, 2723.0)",218.68
"(7649, 7186)","(7834.0, 7307.0)",221.057
"(1265, 761)","(1473.0, 685.0)",221.45
"(3399, 3859)","(3468.0, 4080.0)",231.521
"(2350, 2145)","(2581.0, 2164.0)",231.78
"(2073, 2099)","(2218.0, 1910.0)",238.214
"(3739, 3704)","(3895.0, 3522.0)",239.708
"(6304, 6088)","(6318.0, 5841.0)",247.396
"(7031, 6362)","(6828.0, 6505.0)",248.31
"(4816, 5293)","(4639.0, 5116.0)",250.316
"(6159, 6043)","(6318.0, 5841.0)",257.07
"(2146, 1086)","(1912.0, 1209.0)",264.358
"(6466, 6467)","(6496.0, 6733.0)",267.686
"(6292, 6316)","(6212.0, 6589.0)",284.48
"(4847, 5429)","(5105.0, 5282.0)",296.939
"(2299, 1221)","(2353.0, 1527.0)",310.728
"(3498, 3736)","(3347.0, 3454.0)",319.883
"(2822, 1755)","(2464.0, 1800.0)",360.817
"(2867, 1810)","(2637.0, 2121.0)",386.809
