og_coord,starfish_coord,dist
"(3713, 3286)","(3700.0, 3297.0)",17.029
"(7380, 7279)","(7401.0, 7277.0)",21.095
"(4288, 5203)","(4262.0, 5192.0)",28.231
"(3938, 3462)","(3915.0, 3486.0)",33.242
"(1588, 848)","(1533.0, 852.0)",55.145
"(4513, 5198)","(4491.0, 5249.0)",55.543
"(5773, 5491)","(5785.0, 5551.0)",61.188
"(1815, 1308)","(1872.0, 1345.0)",67.956
"(1753, 1034)","(1792.0, 1098.0)",74.947
"(1884, 1420)","(1872.0, 1345.0)",75.954
"(4020, 5152)","(3952.0, 5109.0)",80.455
"(6942, 6876)","(6892.0, 6950.0)",89.308
"(3682, 3389)","(3700.0, 3297.0)",93.744
"(5253, 5509)","(5347.0, 5521.0)",94.763
"(4228, 4401)","(4294.0, 4330.0)",96.938
"(2896, 2349)","(2981.0, 2300.0)",98.112
"(6530, 6686)","(6531.0, 6785.0)",99.005
"(2241, 1271)","(2149.0, 1309.0)",99.539
"(4234, 3768)","(4176.0, 3854.0)",103.73
"(5339, 4966)","(5269.0, 4888.0)",104.805
"(5892, 5513)","(5785.0, 5551.0)",113.547
"(3973, 3596)","(3881.0, 3668.0)",116.825
"(4292, 3835)","(4176.0, 3854.0)",117.546
"(5520, 5045)","(5404.0, 5077.0)",120.333
"(5457, 4961)","(5404.0, 5077.0)",127.534
"(1522, 673)","(1596.0, 561.0)",134.239
"(4372, 4577)","(4495.0, 4519.0)",135.989
"(5422, 5636)","(5347.0, 5521.0)",137.295
"(6251, 5744)","(6389.0, 5737.0)",138.177
"(5418, 4923)","(5534.0, 4847.0)",138.679
"(1908, 1493)","(1872.0, 1345.0)",152.315
"(7376, 7126)","(7401.0, 7277.0)",153.056
"(7687, 6915)","(7738.0, 6765.0)",158.433
"(2334, 1276)","(2269.0, 1422.0)",159.816
"(2686, 2822)","(2703.0, 2984.0)",162.89
"(6575, 6626)","(6531.0, 6785.0)",164.976
"(4737, 4777)","(4725.0, 4942.0)",165.436
"(2358, 1279)","(2269.0, 1422.0)",168.434
"(2319, 2047)","(2244.0, 1890.0)",173.994
"(7586, 6863)","(7738.0, 6765.0)",180.854
"(6698, 6303)","(6517.0, 6289.0)",181.541
"(7320, 6411)","(7212.0, 6562.0)",185.648
"(3013, 2113)","(2981.0, 2300.0)",189.718
"(4101, 4325)","(4294.0, 4330.0)",193.065
"(4587, 5081)","(4491.0, 5249.0)",193.494
"(7464, 6664)","(7277.0, 6603.0)",196.698
"(2786, 2244)","(2981.0, 2300.0)",202.882
"(4705, 4509)","(4495.0, 4519.0)",210.238
"(7781, 6974)","(7738.0, 6765.0)",213.378
"(7467, 6503)","(7277.0, 6603.0)",214.709
"(7492, 6565)","(7277.0, 6603.0)",218.332
"(5754, 4867)","(5534.0, 4847.0)",220.907
"(7532, 6856)","(7738.0, 6765.0)",225.204
"(4774, 5235)","(4824.0, 5013.0)",227.561
"(3467, 4059)","(3662.0, 4182.0)",230.552
"(3998, 5335)","(3952.0, 5109.0)",230.634
"(2474, 1955)","(2244.0, 1890.0)",239.008
"(3916, 3192)","(3700.0, 3297.0)",240.169
"(6633, 6506)","(6517.0, 6289.0)",246.059
"(5605, 5762)","(5821.0, 5630.0)",253.14
"(7265, 7057)","(7401.0, 7277.0)",258.643
"(3444, 4042)","(3662.0, 4182.0)",259.083
"(6965, 6468)","(7212.0, 6562.0)",264.282
"(1274, 753)","(1533.0, 852.0)",277.276
"(3526, 3077)","(3700.0, 3297.0)",280.492
"(4761, 4419)","(4495.0, 4519.0)",284.176
"(2270, 1051)","(2149.0, 1309.0)",284.965
"(7972, 6932)","(7738.0, 6765.0)",287.48
"(5678, 5893)","(5856.0, 5661.0)",292.418
"(6770, 6138)","(6517.0, 6289.0)",294.635
"(6953, 6411)","(7212.0, 6562.0)",299.803
"(3555, 3626)","(3881.0, 3668.0)",328.694
"(6928, 6383)","(7212.0, 6562.0)",335.704
"(2499, 2131)","(2244.0, 1890.0)",350.865
"(7868, 7094)","(7738.0, 6765.0)",353.753
"(2447, 2705)","(2809.0, 2677.0)",363.081
"(6806, 6010)","(6436.0, 6043.0)",371.469
"(4866, 4374)","(4495.0, 4519.0)",398.329
"(6830, 5981)","(6436.0, 6043.0)",398.848
"(3304, 2988)","(2842.0, 2960.0)",462.848
"(6973, 6118)","(6517.0, 6289.0)",487.008
"(3364, 2869)","(2842.0, 2960.0)",529.873
