og_coord,goldstar_coord,dist
"(4.853, 1.443)","(4.823, 1.509)",0.072
"(4.385, 3.223)","(4.305, 3.23)",0.08
"(4.377, 3.27)","(4.305, 3.23)",0.082
"(3.737, 5.742)","(3.756, 5.653)",0.091
"(2.232, 6.733)","(2.134, 6.73)",0.098
"(2.88, 4.91)","(2.976, 4.851)",0.113
"(4.191, 3.228)","(4.305, 3.23)",0.114
"(1.91, 7.471)","(1.864, 7.367)",0.114
"(3.875, 5.66)","(3.756, 5.653)",0.119
"(4.703, 1.511)","(4.823, 1.509)",0.12
"(4.904, 1.602)","(4.823, 1.509)",0.123
"(0.927, 10.665)","(0.815, 10.72)",0.125
"(3.866, 5.576)","(3.756, 5.653)",0.134
"(1.092, 10.909)","(1.221, 10.949)",0.135
"(4.179, 3.28)","(4.305, 3.23)",0.136
"(2.85, 4.913)","(2.976, 4.851)",0.14
"(1.375, 9.525)","(1.243, 9.473)",0.142
"(1.127, 8.999)","(0.995, 9.05)",0.142
"(1.179, 10.812)","(1.221, 10.949)",0.143
"(1.389, 9.478)","(1.243, 9.473)",0.146
"(5.621, 2.652)","(5.512, 2.554)",0.147
"(3.907, 5.656)","(3.756, 5.653)",0.151
"(4.223, 3.103)","(4.305, 3.23)",0.151
"(4.417, 3.333)","(4.305, 3.23)",0.152
"(1.004, 11.171)","(0.865, 11.233)",0.153
"(3.03, 4.997)","(2.976, 4.851)",0.155
"(4.193, 3.341)","(4.305, 3.23)",0.157
"(1.153, 9.342)","(1.243, 9.473)",0.159
"(1.503, 10.777)","(1.505, 10.616)",0.161
"(5.424, 2.418)","(5.512, 2.554)",0.162
"(4.151, 3.279)","(4.305, 3.23)",0.162
"(4.148, 3.183)","(4.305, 3.23)",0.163
"(4.343, 3.389)","(4.305, 3.23)",0.164
"(1.37, 10.711)","(1.505, 10.616)",0.165
"(2.276, 6.593)","(2.134, 6.505)",0.167
"(4.499, 3.486)","(4.494, 3.653)",0.167
"(4.866, 1.673)","(4.823, 1.509)",0.169
"(4.305, 3.404)","(4.305, 3.23)",0.174
"(1.385, 11.011)","(1.221, 10.949)",0.175
"(1.044, 9.218)","(0.995, 9.05)",0.175
"(1.52, 10.794)","(1.505, 10.616)",0.179
"(2.03, 6.924)","(1.954, 6.761)",0.18
"(1.009, 11.125)","(0.865, 11.233)",0.18
"(1.396, 10.899)","(1.221, 10.949)",0.182
"(1.062, 9.51)","(1.243, 9.473)",0.185
"(1.056, 9.507)","(1.243, 9.473)",0.19
"(1.333, 11.105)","(1.221, 10.949)",0.192
"(1.415, 9.562)","(1.243, 9.473)",0.194
"(1.058, 11.204)","(0.865, 11.233)",0.196
"(1.378, 9.616)","(1.243, 9.473)",0.197
"(4.744, 1.69)","(4.823, 1.509)",0.197
"(1.081, 9.589)","(1.243, 9.473)",0.2
"(1.103, 9.616)","(1.243, 9.473)",0.2
"(1.105, 9.618)","(1.243, 9.473)",0.2
"(4.177, 3.385)","(4.305, 3.23)",0.201
"(3.957, 5.62)","(3.756, 5.653)",0.204
"(1.447, 9.459)","(1.243, 9.473)",0.204
"(5.471, 2.76)","(5.512, 2.554)",0.21
"(0.92, 10.903)","(0.815, 10.72)",0.211
"(4.15, 3.376)","(4.305, 3.23)",0.213
"(4.339, 3.019)","(4.305, 3.23)",0.214
"(1.082, 11.238)","(0.865, 11.233)",0.217
"(2.339, 6.651)","(2.134, 6.73)",0.219
"(1.541, 10.399)","(1.505, 10.616)",0.22
"(1.368, 9.29)","(1.243, 9.473)",0.221
"(3.541, 5.708)","(3.756, 5.653)",0.222
"(4.528, 3.875)","(4.494, 3.653)",0.225
"(4.242, 3.013)","(4.305, 3.23)",0.226
"(4.461, 3.876)","(4.494, 3.653)",0.226
"(1.429, 9.341)","(1.243, 9.473)",0.228
"(2.087, 7.316)","(1.864, 7.367)",0.228
"(3.8, 5.877)","(3.756, 5.653)",0.229
"(1.228, 9.702)","(1.243, 9.473)",0.229
"(1.134, 9.233)","(0.995, 9.05)",0.23
"(1.261, 9.244)","(1.243, 9.473)",0.23
"(4.094, 3.137)","(4.305, 3.23)",0.23
"(1.436, 11.034)","(1.221, 10.949)",0.232
"(5.321, 2.422)","(5.512, 2.554)",0.233
"(2.366, 6.48)","(2.134, 6.505)",0.233
"(4.43, 3.879)","(4.494, 3.653)",0.235
"(1.18, 11.181)","(1.221, 10.949)",0.236
"(1.332, 9.693)","(1.243, 9.473)",0.237
"(5.741, 2.615)","(5.512, 2.554)",0.237
"(1.48, 9.449)","(1.243, 9.473)",0.239
"(1.234, 9.034)","(0.995, 9.05)",0.24
"(4.083, 3.322)","(4.305, 3.23)",0.24
"(1.107, 11.247)","(0.865, 11.233)",0.242
"(2.827, 5.045)","(2.976, 4.851)",0.245
"(5.327, 2.384)","(5.512, 2.554)",0.251
"(3.703, 5.407)","(3.756, 5.653)",0.251
"(4.094, 3.368)","(4.305, 3.23)",0.252
"(5.003, 1.686)","(4.823, 1.509)",0.253
"(1.478, 10.957)","(1.221, 10.949)",0.257
"(4.048, 3.247)","(4.305, 3.23)",0.257
"(1.472, 11.005)","(1.221, 10.949)",0.257
"(1.252, 10.566)","(1.505, 10.616)",0.258
"(1.118, 9.7)","(1.243, 9.473)",0.259
"(1.324, 9.72)","(1.243, 9.473)",0.26
"(1.494, 9.405)","(1.243, 9.473)",0.26
"(2.956, 5.11)","(2.976, 4.851)",0.26
"(2.976, 5.111)","(2.976, 4.851)",0.26
"(2.38, 6.592)","(2.134, 6.505)",0.261
"(4.112, 3.053)","(4.305, 3.23)",0.262
"(1.334, 9.227)","(1.243, 9.473)",0.262
"(2.058, 7.543)","(1.864, 7.367)",0.263
"(4.366, 2.973)","(4.305, 3.23)",0.264
"(1.263, 11.213)","(1.221, 10.949)",0.267
"(1.012, 9.612)","(1.243, 9.473)",0.269
"(3.704, 5.386)","(3.756, 5.653)",0.272
"(2.069, 7.008)","(1.954, 6.761)",0.272
"(3.966, 5.829)","(3.756, 5.653)",0.274
"(3.253, 4.839)","(2.976, 4.851)",0.277
"(2.413, 6.484)","(2.134, 6.505)",0.28
"(4.665, 1.742)","(4.823, 1.509)",0.282
"(3.638, 5.389)","(3.756, 5.653)",0.289
"(4.54, 1.445)","(4.823, 1.509)",0.29
"(3.582, 5.885)","(3.756, 5.653)",0.29
"(5.744, 2.73)","(5.512, 2.554)",0.291
"(2.393, 6.369)","(2.134, 6.505)",0.292
"(1.165, 8.812)","(0.995, 9.05)",0.293
"(5.31, 2.767)","(5.512, 2.554)",0.293
"(2.067, 7.034)","(1.954, 6.761)",0.295
"(2.425, 6.562)","(2.134, 6.505)",0.297
"(4.42, 3.94)","(4.494, 3.653)",0.297
"(4.006, 3.242)","(4.305, 3.23)",0.3
"(4.048, 5.719)","(3.756, 5.653)",0.3
"(1.405, 9.727)","(1.243, 9.473)",0.301
"(4.994, 1.757)","(4.823, 1.509)",0.301
"(1.296, 9.024)","(0.995, 9.05)",0.302
"(4.009, 3.292)","(4.305, 3.23)",0.303
"(3.568, 5.415)","(3.756, 5.653)",0.303
"(2.893, 5.144)","(2.976, 4.851)",0.304
"(5.413, 2.263)","(5.512, 2.554)",0.307
"(1.2, 10.573)","(1.505, 10.616)",0.308
"(5.746, 2.351)","(5.512, 2.554)",0.31
"(3.127, 5.126)","(2.976, 4.851)",0.314
"(3.952, 5.406)","(3.756, 5.653)",0.315
"(3.444, 5.603)","(3.756, 5.653)",0.316
"(3.44, 5.668)","(3.756, 5.653)",0.317
"(5.425, 2.244)","(5.512, 2.554)",0.322
"(1.031, 10.481)","(0.815, 10.72)",0.322
"(5.493, 2.232)","(5.512, 2.554)",0.323
"(4.073, 5.738)","(3.756, 5.653)",0.328
"(3.429, 5.595)","(3.756, 5.653)",0.333
"(3.534, 5.902)","(3.756, 5.653)",0.333
"(3.262, 5.028)","(2.976, 4.851)",0.336
"(3.787, 5.99)","(3.756, 5.653)",0.338
"(3.294, 4.724)","(2.976, 4.851)",0.342
"(2.128, 7.585)","(1.864, 7.367)",0.343
"(2.207, 7.357)","(1.864, 7.367)",0.343
"(1.579, 9.542)","(1.243, 9.473)",0.343
"(2.465, 6.602)","(2.134, 6.505)",0.344
"(4.522, 1.341)","(4.823, 1.509)",0.345
"(4.494, 1.404)","(4.823, 1.509)",0.346
"(1.205, 11.298)","(0.865, 11.233)",0.346
"(3.306, 4.956)","(2.976, 4.851)",0.346
"(4.204, 3.844)","(4.494, 3.653)",0.347
"(3.31, 4.756)","(2.976, 4.851)",0.348
"(1.064, 9.773)","(1.243, 9.473)",0.349
"(0.944, 10.395)","(0.815, 10.72)",0.35
"(2.475, 6.422)","(2.134, 6.505)",0.351
"(5.623, 2.22)","(5.512, 2.554)",0.352
"(4.208, 3.862)","(4.494, 3.653)",0.354
"(4.02, 5.415)","(3.756, 5.653)",0.356
"(3.252, 4.627)","(2.976, 4.851)",0.356
"(5.168, 2.655)","(5.512, 2.554)",0.359
"(3.883, 5.317)","(3.756, 5.653)",0.359
"(1.51, 9.226)","(1.243, 9.473)",0.363
"(4.633, 1.198)","(4.823, 1.509)",0.364
"(3.945, 3.292)","(4.305, 3.23)",0.365
"(2.161, 7.582)","(1.864, 7.367)",0.366
"(3.443, 5.846)","(3.756, 5.653)",0.367
"(3.706, 6.018)","(3.756, 5.653)",0.368
"(2.172, 7.163)","(1.864, 7.367)",0.369
"(1.364, 10.273)","(1.505, 10.616)",0.37
"(3.913, 5.317)","(3.756, 5.653)",0.371
"(4.555, 1.252)","(4.823, 1.509)",0.372
"(3.342, 4.919)","(2.976, 4.851)",0.372
"(4.128, 5.643)","(3.756, 5.653)",0.372
"(3.433, 5.465)","(3.756, 5.653)",0.374
"(1.325, 11.308)","(1.221, 10.949)",0.374
"(3.921, 5.316)","(3.756, 5.653)",0.375
"(2.715, 5.123)","(2.976, 4.851)",0.376
"(3.681, 6.023)","(3.756, 5.653)",0.377
"(3.526, 5.953)","(3.756, 5.653)",0.378
"(1.378, 9.826)","(1.243, 9.473)",0.378
"(1.386, 10.258)","(1.505, 10.616)",0.378
"(4.921, 1.874)","(4.823, 1.509)",0.378
"(4.346, 4.002)","(4.494, 3.653)",0.379
"(5.13, 2.55)","(5.512, 2.554)",0.382
"(1.094, 9.825)","(1.243, 9.473)",0.382
"(0.777, 8.736)","(0.995, 9.05)",0.382
"(5.713, 2.88)","(5.512, 2.554)",0.383
"(4.413, 4.028)","(4.494, 3.653)",0.384
"(2.117, 7.656)","(1.864, 7.367)",0.384
"(2.497, 6.378)","(2.134, 6.505)",0.385
"(4.336, 4.005)","(4.494, 3.653)",0.385
"(4.036, 5.388)","(3.756, 5.653)",0.385
"(2.688, 5.108)","(2.976, 4.851)",0.386
"(4.049, 5.399)","(3.756, 5.653)",0.388
"(3.852, 5.274)","(3.756, 5.653)",0.39
"(3.727, 6.043)","(3.756, 5.653)",0.391
"(2.522, 6.443)","(2.134, 6.505)",0.393
"(3.938, 3.082)","(4.305, 3.23)",0.396
"(3.458, 5.913)","(3.756, 5.653)",0.396
"(1.524, 9.753)","(1.243, 9.473)",0.396
"(3.286, 5.099)","(2.976, 4.851)",0.397
"(5.215, 2.82)","(5.512, 2.554)",0.399
"(1.395, 9.046)","(0.995, 9.05)",0.4
"(5.4, 2.17)","(5.512, 2.554)",0.4
"(3.376, 5.78)","(3.756, 5.653)",0.401
"(5.189, 2.795)","(5.512, 2.554)",0.403
"(0.962, 10.344)","(0.815, 10.72)",0.403
"(4.208, 3.938)","(4.494, 3.653)",0.404
"(2.218, 7.169)","(1.864, 7.367)",0.406
"(4.799, 1.926)","(4.823, 1.509)",0.417
"(3.277, 5.141)","(2.976, 4.851)",0.417
"(4.127, 5.849)","(3.756, 5.653)",0.42
"(0.814, 8.67)","(0.995, 9.05)",0.42
"(2.981, 5.273)","(2.976, 4.851)",0.422
"(5.101, 2.451)","(5.512, 2.554)",0.423
"(3.384, 5.445)","(3.756, 5.653)",0.426
"(4.503, 1.226)","(4.823, 1.509)",0.427
"(3.912, 3.058)","(4.305, 3.23)",0.429
"(1.036, 9.849)","(1.243, 9.473)",0.429
"(4.178, 5.567)","(3.756, 5.653)",0.43
"(4.486, 2.838)","(4.305, 3.23)",0.432
"(5.016, 1.895)","(4.823, 1.509)",0.432
"(4.478, 1.249)","(4.823, 1.509)",0.432
"(1.459, 10.184)","(1.505, 10.616)",0.434
"(4.485, 1.235)","(4.823, 1.509)",0.435
"(4.201, 3.975)","(4.494, 3.653)",0.435
"(3.411, 4.816)","(2.976, 4.851)",0.436
"(4.346, 4.064)","(4.494, 3.653)",0.437
"(3.901, 5.241)","(3.756, 5.653)",0.437
"(2.573, 6.508)","(2.134, 6.505)",0.439
"(1.666, 9.592)","(1.243, 9.473)",0.439
"(5.064, 1.876)","(4.823, 1.509)",0.439
"(3.987, 6.028)","(3.756, 5.653)",0.44
"(1.435, 9.871)","(1.243, 9.473)",0.442
"(5.38, 2.128)","(5.512, 2.554)",0.446
"(5.125, 2.331)","(5.512, 2.554)",0.447
"(1.691, 9.458)","(1.243, 9.473)",0.448
"(2.931, 5.297)","(2.976, 4.851)",0.448
"(1.294, 10.22)","(1.505, 10.616)",0.448
"(2.24, 7.613)","(1.864, 7.367)",0.449
"(1.261, 9.922)","(1.243, 9.473)",0.45
"(3.327, 5.503)","(3.756, 5.653)",0.454
"(3.307, 5.733)","(3.756, 5.653)",0.456
"(3.301, 5.697)","(3.756, 5.653)",0.457
"(3.305, 5.582)","(3.756, 5.653)",0.457
"(3.359, 5.423)","(3.756, 5.653)",0.459
"(3.386, 5.929)","(3.756, 5.653)",0.462
"(5.066, 1.902)","(4.823, 1.509)",0.462
"(4.567, 1.121)","(4.823, 1.509)",0.464
"(5.709, 2.133)","(5.512, 2.554)",0.465
"(2.585, 6.379)","(2.134, 6.505)",0.468
"(1.321, 8.713)","(0.995, 9.05)",0.468
"(3.892, 3.456)","(4.305, 3.23)",0.471
"(3.987, 3.58)","(4.305, 3.23)",0.474
"(4.177, 2.774)","(4.305, 3.23)",0.474
"(1.307, 10.182)","(1.505, 10.616)",0.477
"(1.322, 10.173)","(1.505, 10.616)",0.479
"(1.065, 9.919)","(1.243, 9.473)",0.48
"(3.46, 6.039)","(3.756, 5.653)",0.487
"(5.462, 2.07)","(5.512, 2.554)",0.487
"(4.006, 3.648)","(4.494, 3.653)",0.488
"(5.102, 2.288)","(5.512, 2.554)",0.488
"(4.168, 4.017)","(4.494, 3.653)",0.489
"(4.475, 2.769)","(4.305, 3.23)",0.491
"(3.007, 4.361)","(2.976, 4.851)",0.491
"(4.056, 3.882)","(4.494, 3.653)",0.494
"(4.328, 2.736)","(4.305, 3.23)",0.495
"(0.985, 10.255)","(0.815, 10.72)",0.495
"(1.499, 10.12)","(1.505, 10.616)",0.496
"(1.051, 9.93)","(1.243, 9.473)",0.496
"(4.11, 5.3)","(3.756, 5.653)",0.5
"(5.016, 2.485)","(5.512, 2.554)",0.501
"(3.379, 4.55)","(2.976, 4.851)",0.503
"(5.165, 1.879)","(4.823, 1.509)",0.504
"(1.245, 9.978)","(1.243, 9.473)",0.505
"(1.001, 9.917)","(1.243, 9.473)",0.505
"(3.621, 6.142)","(3.756, 5.653)",0.507
"(4.375, 4.146)","(4.494, 3.653)",0.507
"(5.843, 2.94)","(5.512, 2.554)",0.508
"(3.802, 3.15)","(4.305, 3.23)",0.509
"(5.063, 1.958)","(4.823, 1.509)",0.509
"(1.447, 9.94)","(1.243, 9.473)",0.51
"(4.207, 5.892)","(3.756, 5.653)",0.51
"(3.983, 3.666)","(4.494, 3.653)",0.511
"(4.384, 4.153)","(4.494, 3.653)",0.512
"(5.339, 2.067)","(5.512, 2.554)",0.516
"(3.348, 5.21)","(2.976, 4.851)",0.517
"(1.451, 9.947)","(1.243, 9.473)",0.518
"(5.481, 2.036)","(5.512, 2.554)",0.519
"(1.055, 9.958)","(1.243, 9.473)",0.52
"(5.718, 2.075)","(5.512, 2.554)",0.521
"(3.27, 4.421)","(2.976, 4.851)",0.521
"(4.453, 4.178)","(4.494, 3.653)",0.526
"(5.665, 2.049)","(5.512, 2.554)",0.527
"(3.252, 5.496)","(3.756, 5.653)",0.528
"(1.656, 9.805)","(1.243, 9.473)",0.53
"(5.516, 2.024)","(5.512, 2.554)",0.53
"(4.558, 2.763)","(4.305, 3.23)",0.531
"(4.529, 4.187)","(4.494, 3.653)",0.535
"(1.645, 9.827)","(1.243, 9.473)",0.535
"(5.607, 2.027)","(5.512, 2.554)",0.536
"(5.522, 2.015)","(5.512, 2.554)",0.539
"(4.336, 4.171)","(4.494, 3.653)",0.541
"(4.978, 2.445)","(5.512, 2.554)",0.545
"(1.695, 9.785)","(1.243, 9.473)",0.549
"(5.278, 2.056)","(5.512, 2.554)",0.55
"(0.911, 9.913)","(1.243, 9.473)",0.551
"(4.159, 4.091)","(4.494, 3.653)",0.552
"(5.049, 2.253)","(5.512, 2.554)",0.552
"(3.204, 5.652)","(3.756, 5.653)",0.552
"(5.841, 3.002)","(5.512, 2.554)",0.556
"(5.708, 2.033)","(5.512, 2.554)",0.557
"(3.393, 4.479)","(2.976, 4.851)",0.558
"(4.3, 5.785)","(3.756, 5.653)",0.56
"(0.933, 9.939)","(1.243, 9.473)",0.56
"(4.215, 5.975)","(3.756, 5.653)",0.561
"(1.281, 10.101)","(1.505, 10.616)",0.561
"(2.642, 6.263)","(2.134, 6.505)",0.563
"(3.76, 3.085)","(4.305, 3.23)",0.563
"(5.838, 3.015)","(5.512, 2.554)",0.564
"(2.197, 7.825)","(1.864, 7.367)",0.566
"(4.926, 2.066)","(4.823, 1.509)",0.567
"(1.477, 8.749)","(0.995, 9.05)",0.568
"(4.506, 1.036)","(4.823, 1.509)",0.569
"(4.174, 4.126)","(4.494, 3.653)",0.571
"(3.74, 3.139)","(4.305, 3.23)",0.572
"(2.067, 10.511)","(1.505, 10.616)",0.572
"(5.052, 2.037)","(4.823, 1.509)",0.576
"(3.802, 2.949)","(4.305, 3.23)",0.576
"(5.038, 2.044)","(4.823, 1.509)",0.577
"(1.414, 10.045)","(1.505, 10.616)",0.578
"(2.74, 5.379)","(2.976, 4.851)",0.578
"(1.441, 10.039)","(1.505, 10.616)",0.58
"(3.503, 4.606)","(2.976, 4.851)",0.581
"(1.381, 10.042)","(1.243, 9.473)",0.585
"(0.448, 8.84)","(0.995, 9.05)",0.586
"(3.18, 5.543)","(3.756, 5.653)",0.586
"(3.742, 3.063)","(4.305, 3.23)",0.587
"(5.233, 1.938)","(4.823, 1.509)",0.593
"(4.998, 2.076)","(4.823, 1.509)",0.594
"(4.295, 5.403)","(3.756, 5.653)",0.594
