og_coord,closest_coord,dist
"(6733.704, 6572.088)","(6719.496, 6595.176)",27.109
"(6719.496, 6595.176)","(6733.704, 6572.088)",27.109
"(2543.232, 2110.776)","(2551.224, 2140.08)",30.374
"(2551.224, 2140.08)","(2543.232, 2110.776)",30.374
"(3352.2, 3224.328)","(3320.232, 3212.784)",33.988
"(3320.232, 3212.784)","(3352.2, 3224.328)",33.988
"(6825.168, 6510.816)","(6852.696, 6489.504)",34.814
"(6852.696, 6489.504)","(6825.168, 6510.816)",34.814
"(2766.12, 2184.48)","(2798.088, 2200.464)",35.741
"(2798.088, 2200.464)","(2766.12, 2184.48)",35.741
"(3339.768, 3270.504)","(3352.2, 3224.328)",47.82
"(1290.264, 571.872)","(1240.536, 590.52)",53.11
"(1240.536, 590.52)","(1290.264, 571.872)",53.11
"(5650.344, 5668.104)","(5640.576, 5610.384)",58.541
"(5640.576, 5610.384)","(5650.344, 5668.104)",58.541
"(4963.92, 4305.912)","(4905.312, 4315.68)",59.416
"(4905.312, 4315.68)","(4963.92, 4305.912)",59.416
"(4524.36, 4473.744)","(4464.864, 4449.768)",64.145
"(4464.864, 4449.768)","(4524.36, 4473.744)",64.145
"(3137.304, 3093.792)","(3129.312, 3023.64)",70.606
"(3129.312, 3023.64)","(3137.304, 3093.792)",70.606
"(1934.952, 1272.504)","(1863.024, 1253.856)",74.306
"(1863.024, 1253.856)","(1934.952, 1272.504)",74.306
"(1498.944, 1214.784)","(1577.088, 1230.768)",79.762
"(1577.088, 1230.768)","(1498.944, 1214.784)",79.762
"(4156.728, 4051.056)","(4176.264, 4129.2)",80.549
"(4176.264, 4129.2)","(4156.728, 4051.056)",80.549
"(6149.4, 6156.504)","(6131.64, 6247.08)",92.301
"(6131.64, 6247.08)","(6149.4, 6156.504)",92.301
"(4892.88, 4424.016)","(4905.312, 4315.68)",109.047
"(4791.648, 4370.736)","(4892.88, 4424.016)",114.397
"(5377.728, 5506.488)","(5406.144, 5391.936)",118.024
"(5406.144, 5391.936)","(5377.728, 5506.488)",118.024
"(1763.568, 1318.68)","(1863.024, 1253.856)",118.717
"(1116.216, 602.064)","(1240.536, 590.52)",124.855
"(5280.048, 5395.488)","(5406.144, 5391.936)",126.146
"(2359.416, 2368.296)","(2260.848, 2279.496)",132.669
"(2260.848, 2279.496)","(2359.416, 2368.296)",132.669
"(3390.384, 3096.456)","(3352.2, 3224.328)",133.451
"(2501.496, 1982.904)","(2543.232, 2110.776)",134.511
"(1813.296, 784.992)","(1721.832, 888.0)",137.755
"(1721.832, 888.0)","(1813.296, 784.992)",137.755
"(3794.424, 4032.408)","(3805.968, 4170.048)",138.123
"(3805.968, 4170.048)","(3794.424, 4032.408)",138.123
"(4043.952, 4205.568)","(3958.704, 4095.456)",139.255
"(3958.704, 4095.456)","(4043.952, 4205.568)",139.255
"(4163.832, 3910.752)","(4156.728, 4051.056)",140.484
"(6458.424, 6568.536)","(6486.84, 6430.896)",140.543
"(6486.84, 6430.896)","(6458.424, 6568.536)",140.543
"(5777.328, 5742.696)","(5650.344, 5668.104)",147.272
"(3963.144, 4330.776)","(4043.952, 4205.568)",149.02
"(5166.384, 5015.424)","(5306.688, 4946.16)",156.47
"(5306.688, 4946.16)","(5166.384, 5015.424)",156.47
"(5008.32, 5032.296)","(5166.384, 5015.424)",158.962
"(4428.456, 4289.928)","(4464.864, 4449.768)",163.934
"(2840.712, 2362.08)","(2798.088, 2200.464)",167.142
"(5481.624, 5718.72)","(5650.344, 5668.104)",176.149
"(2059.272, 2049.504)","(2088.576, 1867.464)",184.384
"(2088.576, 1867.464)","(2059.272, 2049.504)",184.384
"(1579.752, 1038.96)","(1577.088, 1230.768)",191.826
"(6069.48, 5842.152)","(6253.296, 5918.52)",199.049
"(6253.296, 5918.52)","(6069.48, 5842.152)",199.049
"(6130.752, 5429.232)","(5941.608, 5518.032)",208.952
"(5941.608, 5518.032)","(6130.752, 5429.232)",208.952
"(3108.888, 3447.216)","(2961.48, 3288.264)",216.783
"(2961.48, 3288.264)","(3108.888, 3447.216)",216.783
"(6683.976, 6340.32)","(6486.84, 6430.896)",216.948
"(6868.68, 6223.992)","(6683.976, 6340.32)",218.284
"(1767.12, 1543.344)","(1763.568, 1318.68)",224.692
"(6783.432, 6015.312)","(6868.68, 6223.992)",225.421
"(3572.424, 3975.576)","(3794.424, 4032.408)",229.159
"(5818.176, 5312.016)","(5941.608, 5518.032)",240.163
"(5533.128, 5187.696)","(5406.144, 5391.936)",240.497
"(1274.28, 832.056)","(1240.536, 590.52)",243.882
"(5886.552, 6026.856)","(6069.48, 5842.152)",259.958
"(4824.504, 4829.832)","(5008.32, 5032.296)",273.459
"(4073.256, 4645.128)","(3963.144, 4330.776)",333.079
"(3207.456, 3797.976)","(3108.888, 3447.216)",364.346
"(2933.952, 1838.16)","(2766.12, 2184.48)",384.844
"(3639.912, 4614.936)","(3963.144, 4330.776)",430.379
"(2398.488, 1281.384)","(1934.952, 1272.504)",463.621
