og_centroid,closest_centroid,dist,cluster_id
"(5648.25, 2656.5)","(5627.333, 2526.0)",132.166,76
"(5627.333, 2526.0)","(5648.25, 2656.5)",132.166,41
"(2417.667, 4060.0)","(2568.333, 4001.667)",161.565,21
"(2568.333, 4001.667)","(2417.667, 4060.0)",161.565,174
"(4617.0, 2516.667)","(4611.5, 2703.0)",186.414,157
"(4611.5, 2703.0)","(4617.0, 2516.667)",186.414,10
"(5326.0, 3115.0)","(5332.667, 3329.667)",214.77,7
"(5332.667, 3329.667)","(5326.0, 3115.0)",214.77,58
"(4478.0, 3861.667)","(4208.333, 3893.0)",271.481,140
"(4208.333, 3893.0)","(4478.0, 3861.667)",271.481,50
"(1801.667, 4368.667)","(1825.333, 4651.0)",283.324,98
"(1825.333, 4651.0)","(1801.667, 4368.667)",283.324,101
"(4900.0, 2489.667)","(4617.0, 2516.667)",284.285,151
"(4270.667, 3615.333)","(4208.333, 3893.0)",284.577,48
"(2714.667, 3349.333)","(2443.667, 3239.333)",292.474,23
"(2443.667, 3239.333)","(2714.667, 3349.333)",292.474,0
"(2141.667, 4251.333)","(2417.667, 4060.0)",335.834,85
"(1473.5, 4285.25)","(1801.667, 4368.667)",338.603,18
"(5788.333, 2173.667)","(5627.333, 2526.0)",387.375,17
"(6099.667, 1937.0)","(5788.333, 2173.667)",391.075,16
"(5262.667, 3792.667)","(5332.667, 3329.667)",468.262,51
"(3608.667, 3810.667)","(4208.333, 3893.0)",605.292,24
"(8327.667, 1332.0)","(9025.0, 1313.667)",697.574,61
"(9025.0, 1313.667)","(8327.667, 1332.0)",697.574,206
"(3671.667, 3099.0)","(3608.667, 3810.667)",714.45,172
"(9377.333, 2012.0)","(9025.0, 1313.667)",782.182,27
