og_coord,closest_coord,dist
"(6.209, 6.083)","(6.171, 6.065)",0.042
"(6.171, 6.065)","(6.209, 6.083)",0.042
"(3.816, 4.084)","(3.762, 4.079)",0.054
"(3.762, 4.079)","(3.816, 4.084)",0.054
"(5.236, 4.882)","(5.24, 4.937)",0.055
"(5.24, 4.937)","(5.236, 4.882)",0.055
"(6.259, 6.224)","(6.216, 6.262)",0.057
"(6.216, 6.262)","(6.259, 6.224)",0.057
"(3.806, 4.148)","(3.816, 4.084)",0.065
"(2.289, 1.299)","(2.311, 1.36)",0.065
"(2.311, 1.36)","(2.289, 1.299)",0.065
"(5.134, 4.769)","(5.078, 4.726)",0.071
"(5.078, 4.726)","(5.134, 4.769)",0.071
"(1.661, 1.155)","(1.737, 1.162)",0.076
"(1.737, 1.162)","(1.661, 1.155)",0.076
"(6.876, 6.237)","(6.925, 6.165)",0.087
"(6.925, 6.165)","(6.876, 6.237)",0.087
"(6.856, 6.33)","(6.876, 6.237)",0.094
"(3.947, 4.338)","(4.006, 4.254)",0.103
"(4.006, 4.254)","(3.947, 4.338)",0.103
"(1.807, 1.05)","(1.712, 1.008)",0.104
"(1.712, 1.008)","(1.807, 1.05)",0.104
"(1.555, 1.154)","(1.661, 1.155)",0.107
"(1.243, 0.569)","(1.129, 0.566)",0.115
"(1.129, 0.566)","(1.243, 0.569)",0.115
"(6.431, 6.417)","(6.516, 6.339)",0.116
"(6.516, 6.339)","(6.431, 6.417)",0.116
"(3.273, 3.683)","(3.338, 3.783)",0.119
"(3.338, 3.783)","(3.273, 3.683)",0.119
"(1.533, 1.025)","(1.555, 1.154)",0.131
"(4.55, 4.637)","(4.532, 4.772)",0.136
"(4.532, 4.772)","(4.55, 4.637)",0.136
"(5.566, 5.142)","(5.701, 5.102)",0.141
"(5.701, 5.102)","(5.566, 5.142)",0.141
"(4.584, 4.413)","(4.468, 4.493)",0.141
"(4.468, 4.493)","(4.584, 4.413)",0.141
"(4.998, 4.245)","(4.939, 4.377)",0.145
"(4.939, 4.377)","(4.998, 4.245)",0.145
"(1.947, 1.111)","(1.807, 1.05)",0.153
"(6.316, 5.966)","(6.209, 6.083)",0.158
"(4.567, 4.928)","(4.532, 4.772)",0.16
"(1.913, 1.899)","(2.004, 1.767)",0.161
"(2.004, 1.767)","(1.913, 1.899)",0.161
"(4.927, 4.541)","(4.939, 4.377)",0.165
"(6.9, 6.002)","(6.925, 6.165)",0.165
"(3.413, 3.59)","(3.273, 3.683)",0.168
"(4.382, 4.216)","(4.301, 4.068)",0.169
"(4.301, 4.068)","(4.382, 4.216)",0.169
"(2.761, 3.467)","(2.932, 3.458)",0.172
"(2.932, 3.458)","(2.761, 3.467)",0.172
"(2.176, 1.816)","(2.004, 1.767)",0.178
"(3.749, 4.321)","(3.806, 4.148)",0.182
"(3.323, 2.763)","(3.353, 2.947)",0.186
"(3.353, 2.947)","(3.323, 2.763)",0.186
"(2.647, 2.817)","(2.477, 2.74)",0.187
"(2.477, 2.74)","(2.647, 2.817)",0.187
"(3.135, 2.769)","(3.323, 2.763)",0.188
"(2.312, 2.647)","(2.477, 2.74)",0.189
"(2.137, 1.103)","(1.947, 1.111)",0.19
"(7.048, 6.356)","(6.856, 6.33)",0.194
"(5.13, 4.426)","(4.939, 4.377)",0.197
"(3.134, 3.464)","(2.932, 3.458)",0.202
"(2.191, 1.523)","(2.311, 1.36)",0.202
"(1.91, 1.546)","(1.796, 1.377)",0.203
"(1.796, 1.377)","(1.91, 1.546)",0.203
"(4.668, 5.11)","(4.567, 4.928)",0.208
"(2.386, 1.876)","(2.176, 1.816)",0.219
"(3.527, 3.4)","(3.413, 3.59)",0.221
"(4.297, 4.827)","(4.532, 4.772)",0.242
"(6.653, 6.01)","(6.9, 6.002)",0.247
"(5.615, 5.404)","(5.566, 5.142)",0.267
"(3.448, 4.042)","(3.338, 3.783)",0.282
"(4.903, 4.947)","(5.078, 4.726)",0.282
"(2.971, 2.536)","(2.698, 2.463)",0.283
"(2.698, 2.463)","(2.971, 2.536)",0.283
"(3.968, 4.666)","(3.947, 4.338)",0.328
"(5.498, 5.82)","(5.557, 6.169)",0.354
"(5.557, 6.169)","(5.498, 5.82)",0.354
"(2.233, 2.201)","(2.386, 1.876)",0.359
"(5.231, 5.491)","(5.615, 5.404)",0.393
"(6.874, 6.762)","(6.856, 6.33)",0.433
