og_coord,starfish_coord,dist
"(4802, 5200)","(4814.0, 5198.0)",12.166
"(6530, 6128)","(6515.0, 6142.0)",20.518
"(7528, 6809)","(7549.0, 6799.0)",23.259
"(6450, 6127)","(6464.0, 6147.0)",24.413
"(6477, 6171)","(6464.0, 6147.0)",27.295
"(5499, 4813)","(5523.0, 4828.0)",28.302
"(6612, 6901)","(6598.0, 6936.0)",37.696
"(4994, 5471)","(4956.0, 5481.0)",39.294
"(7653, 7124)","(7613.0, 7135.0)",41.485
"(2135, 1877)","(2154.0, 1831.0)",49.769
"(3928, 3392)","(3947.0, 3341.0)",54.424
"(2413, 1340)","(2383.0, 1286.0)",61.774
"(3935, 3279)","(3947.0, 3341.0)",63.151
"(7186, 6314)","(7130.0, 6351.0)",67.119
"(5350, 4920)","(5290.0, 4885.0)",69.462
"(2310, 1282)","(2383.0, 1286.0)",73.11
"(4259, 4253)","(4186.0, 4262.0)",73.553
"(5445, 5207)","(5380.0, 5242.0)",73.824
"(2896, 2435)","(2917.0, 2361.0)",76.922
"(4107, 4651)","(4104.0, 4729.0)",78.058
"(5231, 5391)","(5151.0, 5414.0)",83.241
"(2687, 2656)","(2729.0, 2573.0)",93.022
"(5541, 5234)","(5478.0, 5304.0)",94.175
"(5177, 5139)","(5264.0, 5083.0)",103.465
"(6314, 5594)","(6214.0, 5635.0)",108.079
"(7917, 7102)","(7887.0, 6996.0)",110.164
"(5424, 5403)","(5478.0, 5304.0)",112.77
"(4939, 4491)","(4894.0, 4599.0)",117.0
"(4070, 4432)","(3959.0, 4395.0)",117.004
"(4050, 4274)","(3939.0, 4315.0)",118.33
"(4978, 5359)","(4956.0, 5481.0)",123.968
"(7514, 6678)","(7549.0, 6799.0)",125.96
"(3983, 4764)","(4104.0, 4729.0)",125.96
"(2741, 1819)","(2650.0, 1909.0)",127.988
"(2748, 2269)","(2696.0, 2145.0)",134.462
"(3156, 3999)","(3262.0, 3913.0)",136.499
"(2667, 1769)","(2650.0, 1909.0)",141.028
"(5249, 5718)","(5130.0, 5799.0)",143.951
"(4680, 4430)","(4831.0, 4430.0)",151.0
"(7650, 6913)","(7549.0, 6799.0)",152.306
"(3223, 2528)","(3214.0, 2683.0)",155.261
"(2564, 2056)","(2696.0, 2145.0)",159.201
"(5626, 5864)","(5634.0, 6024.0)",160.2
"(2067, 1969)","(2154.0, 1831.0)",163.135
"(2559, 1359)","(2677.0, 1475.0)",165.469
"(4652, 5041)","(4493.0, 5096.0)",168.244
"(7004, 6923)","(6883.0, 6803.0)",170.414
"(4985, 5169)","(4814.0, 5198.0)",173.442
"(6286, 6116)","(6464.0, 6147.0)",180.679
"(5646, 4994)","(5555.0, 4836.0)",182.332
"(1227, 655)","(1309.0, 826.0)",189.644
"(2412, 1731)","(2266.0, 1608.0)",190.906
"(5475, 5075)","(5380.0, 5242.0)",192.13
"(3069, 2488)","(2917.0, 2361.0)",198.073
"(2521, 1758)","(2650.0, 1909.0)",198.6
"(4378, 4319)","(4186.0, 4262.0)",200.282
"(6836, 6289)","(7042.0, 6334.0)",210.858
"(4530, 4185)","(4352.0, 4071.0)",211.376
"(3722, 4173)","(3868.0, 4327.0)",212.207
"(8133, 7308)","(7941.0, 7210.0)",215.564
"(4309, 4453)","(4186.0, 4262.0)",227.178
"(2269, 1070)","(2119.0, 1241.0)",227.466
"(3015, 2568)","(2917.0, 2361.0)",229.026
"(2094, 953)","(1865.0, 1028.0)",240.969
"(5460, 5549)","(5478.0, 5304.0)",245.66
"(6358, 5925)","(6464.0, 6147.0)",246.008
"(3012, 2113)","(2917.0, 2361.0)",265.573
"(3936, 4036)","(3939.0, 4315.0)",279.016
"(5009, 4932)","(5290.0, 4885.0)",284.903
"(4210, 5133)","(4493.0, 5096.0)",285.408
"(4384, 4664)","(4104.0, 4729.0)",287.446
"(4477, 4781)","(4493.0, 5096.0)",315.406
"(4276, 5326)","(4493.0, 5096.0)",316.21
"(3976, 3883)","(4282.0, 3967.0)",317.32
"(2399, 2261)","(2696.0, 2145.0)",318.849
"(6355, 6497)","(6683.0, 6493.0)",328.024
"(3465, 4172)","(3262.0, 3913.0)",329.074
"(3689, 3647)","(3843.0, 3347.0)",337.218
"(6276, 6612)","(6637.0, 6718.0)",376.241
"(4091, 5161)","(4493.0, 5096.0)",407.221
"(2867, 2971)","(2519.0, 2736.0)",419.915
"(3039, 3077)","(3214.0, 2683.0)",431.116
