og_coord,closest_coord,dist
"(3.754, 4.518)","(3.773, 4.542)",0.031
"(3.773, 4.542)","(3.754, 4.518)",0.031
"(2.497, 2.634)","(2.471, 2.613)",0.033
"(2.471, 2.613)","(2.497, 2.634)",0.033
"(2.091, 1.035)","(2.066, 1.009)",0.036
"(2.066, 1.009)","(2.091, 1.035)",0.036
"(5.662, 5.503)","(5.697, 5.52)",0.039
"(5.697, 5.52)","(5.662, 5.503)",0.039
"(5.639, 5.602)","(5.593, 5.619)",0.049
"(5.593, 5.619)","(5.639, 5.602)",0.049
"(3.272, 2.752)","(3.311, 2.783)",0.05
"(3.311, 2.783)","(3.272, 2.752)",0.05
"(2.258, 1.222)","(2.298, 1.26)",0.055
"(2.298, 1.26)","(2.258, 1.222)",0.055
"(2.652, 2.303)","(2.637, 2.248)",0.058
"(2.637, 2.248)","(2.652, 2.303)",0.058
"(4.83, 5.12)","(4.791, 5.169)",0.063
"(4.791, 5.169)","(4.83, 5.12)",0.063
"(6.952, 6.367)","(6.894, 6.41)",0.072
"(6.894, 6.41)","(6.952, 6.367)",0.072
"(3.608, 3.692)","(3.599, 3.767)",0.075
"(3.599, 3.767)","(3.608, 3.692)",0.075
"(5.584, 5.695)","(5.593, 5.619)",0.076
"(6.815, 6.513)","(6.79, 6.441)",0.076
"(6.79, 6.441)","(6.815, 6.513)",0.076
"(4.845, 5.226)","(4.791, 5.169)",0.079
"(3.417, 3.96)","(3.445, 4.035)",0.08
"(3.445, 4.035)","(3.417, 3.96)",0.08
"(2.008, 1.067)","(2.066, 1.009)",0.083
"(2.38, 2.595)","(2.471, 2.613)",0.093
"(3.885, 3.561)","(3.786, 3.533)",0.102
"(3.786, 3.533)","(3.885, 3.561)",0.102
"(3.704, 4.619)","(3.773, 4.542)",0.104
"(2.363, 2.488)","(2.38, 2.595)",0.108
"(2.244, 1.966)","(2.311, 2.064)",0.118
"(2.311, 2.064)","(2.244, 1.966)",0.118
"(3.566, 4.069)","(3.445, 4.035)",0.125
"(3.572, 3.941)","(3.566, 4.069)",0.128
"(5.987, 5.498)","(5.922, 5.609)",0.129
"(5.922, 5.609)","(5.987, 5.498)",0.129
"(2.188, 1.843)","(2.244, 1.966)",0.135
"(5.016, 4.529)","(4.999, 4.393)",0.137
"(4.999, 4.393)","(5.016, 4.529)",0.137
"(2.498, 2.28)","(2.637, 2.248)",0.143
"(3.673, 4.228)","(3.754, 4.349)",0.145
"(3.754, 4.349)","(3.673, 4.228)",0.145
"(2.523, 2.125)","(2.498, 2.28)",0.157
"(6.634, 6.476)","(6.79, 6.441)",0.159
"(1.201, 0.692)","(1.303, 0.822)",0.165
"(1.303, 0.822)","(1.201, 0.692)",0.165
"(2.816, 2.987)","(2.951, 3.109)",0.182
"(2.951, 3.109)","(2.816, 2.987)",0.182
"(4.914, 4.687)","(5.016, 4.529)",0.188
"(6.226, 5.755)","(6.423, 5.789)",0.2
"(6.423, 5.789)","(6.226, 5.755)",0.2
"(4.944, 4.955)","(4.83, 5.12)",0.201
"(4.003, 4.538)","(4.202, 4.579)",0.203
"(4.202, 4.579)","(4.003, 4.538)",0.203
"(6.178, 5.954)","(6.226, 5.755)",0.205
"(5.385, 5.606)","(5.593, 5.619)",0.208
"(3.255, 3.669)","(3.111, 3.501)",0.222
"(3.111, 3.501)","(3.255, 3.669)",0.222
"(1.957, 1.614)","(2.098, 1.443)",0.222
"(2.098, 1.443)","(1.957, 1.614)",0.222
"(5.16, 4.894)","(4.944, 4.955)",0.224
"(5.351, 5.139)","(5.466, 4.945)",0.225
"(5.466, 4.945)","(5.351, 5.139)",0.225
"(6.434, 6.308)","(6.206, 6.303)",0.228
"(6.206, 6.303)","(6.434, 6.308)",0.228
"(2.153, 2.255)","(2.311, 2.064)",0.247
"(3.921, 4.159)","(3.754, 4.349)",0.254
"(1.683, 1.293)","(1.491, 1.116)",0.261
"(1.491, 1.116)","(1.683, 1.293)",0.261
"(1.929, 1.89)","(2.188, 1.843)",0.263
"(2.652, 1.879)","(2.523, 2.125)",0.278
"(3.979, 3.827)","(3.885, 3.561)",0.283
"(3.491, 3.031)","(3.311, 2.783)",0.306
"(2.45, 1.561)","(2.298, 1.26)",0.337
"(4.296, 4.031)","(3.979, 3.827)",0.377
"(1.594, 0.496)","(1.303, 0.822)",0.438
"(5.557, 6.222)","(5.584, 5.695)",0.528
