og_coord,astar_coord,goldstar_dist,astar_dist,smoothed_dist,dist
"(544.0, 1283.0)","(488.0, 1280.0)",56.08029957123981,0.0,0.0,56.08
"(633.0, 444.0)","(698.0, 468.0)",69.28924880528002,0.0,0.0,69.289
"(494.0, 1350.0)","(488.0, 1280.0)",70.25667228100119,0.0,0.0,70.257
"(1465.0, 2205.0)","(1486.0, 2132.0)",75.96051605933177,0.0,0.0,75.961
"(2509.0, 3801.0)","(2552.0, 3875.0)",85.58621384311844,0.0,0.0,85.586
"(394.0, 2363.0)","(394.0, 2450.0)",87.0,0.0,0.0,87.0
"(1050.0, 2455.0)","(974.0, 2504.0)",90.4267659490264,0.0,0.0,90.427
"(573.0, 1311.0)","(488.0, 1280.0)",90.47651629014017,0.0,0.0,90.477
"(2635.0, 3843.0)","(2544.0, 3872.0)",86.16263691415206,128.0,95.12547898435791,95.125
"(1071.0, 1935.0)","(1100.0, 1834.0)",105.08092119885512,0.0,0.0,105.081
"(1578.0, 2080.0)","(1486.0, 2132.0)",105.67875850898325,0.0,0.0,105.679
"(1374.0, 2137.0)","(1486.0, 2132.0)",112.11155159036913,0.0,0.0,112.112
"(2167.0, 2149.0)","(2052.0, 2136.0)",115.73245007343446,0.0,0.0,115.732
"(798.0, 519.0)","(688.0, 464.0)",107.33126291998991,160.0,117.75289598232743,117.753
"(2140.0, 2216.0)","(2052.0, 2136.0)",118.92854997854805,0.0,0.0,118.929
"(2637.0, 3779.0)","(2544.0, 3872.0)",124.96399481450646,192.0,126.28675563187471,126.287
"(1557.0, 2026.0)","(1486.0, 2132.0)",127.58134659894448,0.0,0.0,127.581
"(921.0, 731.0)","(984.0, 844.0)",129.37542270462347,0.0,0.0,129.375
"(1962.0, 2230.0)","(2052.0, 2136.0)",130.13838787997952,0.0,0.0,130.138
"(1026.0, 1942.0)","(1100.0, 1834.0)",130.91982279242512,0.0,0.0,130.92
"(618.0, 1263.0)","(488.0, 1280.0)",131.10682667199293,0.0,0.0,131.107
"(578.0, 522.0)","(698.0, 468.0)",131.59027319676784,0.0,0.0,131.59
"(1098.0, 2561.0)","(974.0, 2504.0)",136.4734406395618,0.0,0.0,136.473
