og_coord,starfish_coord,dist
"(1811, 3632)","(1812.0, 3631.0)",1.414
"(2508, 2368)","(2507.0, 2359.0)",9.055
"(1240, 335)","(1252.0, 334.0)",12.042
"(3464, 1226)","(3456.0, 1217.0)",12.042
"(1475, 830)","(1487.0, 832.0)",12.166
"(1513, 1921)","(1522.0, 1930.0)",12.728
"(1474, 824)","(1487.0, 832.0)",15.264
"(907, 339)","(923.0, 339.0)",16.0
"(2803, 1713)","(2813.0, 1727.0)",17.205
"(1016, 941)","(998.0, 938.0)",18.248
"(1262, 2573)","(1263.0, 2593.0)",20.025
"(2455, 3133)","(2446.0, 3115.0)",20.125
"(2621, 612)","(2641.0, 616.0)",20.396
"(3156, 3309)","(3149.0, 3329.0)",21.19
"(2363, 422)","(2346.0, 436.0)",22.023
"(562, 240)","(574.0, 220.0)",23.324
"(801, 2304)","(815.0, 2325.0)",25.239
"(1904, 2532)","(1879.0, 2528.0)",25.318
"(1823, 1746)","(1817.0, 1721.0)",25.71
"(764, 1776)","(769.0, 1802.0)",26.476
"(3672, 3821)","(3660.0, 3845.0)",26.833
"(563, 2415)","(566.0, 2388.0)",27.166
"(2603, 969)","(2629.0, 978.0)",27.514
"(2301, 382)","(2273.0, 379.0)",28.16
"(452, 3028)","(479.0, 3020.0)",28.16
"(697, 855)","(669.0, 861.0)",28.636
"(3546, 2726)","(3559.0, 2699.0)",29.967
"(3105, 1361)","(3075.0, 1363.0)",30.067
"(3347, 3343)","(3320.0, 3357.0)",30.414
"(2029, 2841)","(2016.0, 2869.0)",30.871
"(3735, 1336)","(3744.0, 1306.0)",31.321
"(1879, 453)","(1869.0, 423.0)",31.623
"(3057, 1898)","(3025.0, 1896.0)",32.062
"(1752, 1384)","(1784.0, 1386.0)",32.062
"(2674, 791)","(2698.0, 769.0)",32.558
"(1109, 1495)","(1083.0, 1515.0)",32.802
"(803, 1546)","(797.0, 1513.0)",33.541
"(1732, 3150)","(1762.0, 3165.0)",33.541
"(1233, 1287)","(1232.0, 1253.0)",34.015
"(3557, 1796)","(3525.0, 1808.0)",34.176
"(3363, 1486)","(3397.0, 1492.0)",34.525
"(2735, 62)","(2766.0, 46.0)",34.886
"(3443, 2746)","(3408.0, 2744.0)",35.057
"(650, 1769)","(617.0, 1782.0)",35.468
"(1173, 3256)","(1155.0, 3288.0)",36.715
"(2475, 3092)","(2446.0, 3115.0)",37.014
"(395, 543)","(358.0, 542.0)",37.014
"(3418, 1156)","(3415.0, 1119.0)",37.121
"(1531, 885)","(1505.0, 912.0)",37.483
"(85, 3543)","(121.0, 3554.0)",37.643
"(2455, 638)","(2444.0, 674.0)",37.643
"(2266, 868)","(2230.0, 879.0)",37.643
"(2332, 401)","(2346.0, 436.0)",37.696
