og_coord,closest_coord,dist
"(3148.0, 3311.0)","(3145.0, 3310.0)",3.162
"(3145.0, 3310.0)","(3148.0, 3311.0)",3.162
"(743.0, 9852.0)","(738.0, 9852.0)",5.0
"(738.0, 9852.0)","(743.0, 9852.0)",5.0
"(3038.0, 5231.0)","(3034.0, 5227.0)",5.657
"(3034.0, 5227.0)","(3038.0, 5231.0)",5.657
"(4481.0, 2327.0)","(4483.0, 2320.0)",7.28
"(4483.0, 2320.0)","(4481.0, 2327.0)",7.28
"(4799.0, 2138.0)","(4808.0, 2137.0)",9.055
"(4808.0, 2137.0)","(4799.0, 2138.0)",9.055
"(3706.0, 2865.0)","(3704.0, 2855.0)",10.198
"(3704.0, 2855.0)","(3706.0, 2865.0)",10.198
"(3695.0, 2849.0)","(3704.0, 2855.0)",10.817
"(3711.0, 5322.0)","(3715.0, 5311.0)",11.705
"(3715.0, 5311.0)","(3711.0, 5322.0)",11.705
"(3762.0, 3959.0)","(3758.0, 3971.0)",12.649
"(3758.0, 3971.0)","(3762.0, 3959.0)",12.649
"(1796.0, 9282.0)","(1796.0, 9268.0)",14.0
"(1796.0, 9268.0)","(1796.0, 9282.0)",14.0
"(1931.0, 9284.0)","(1917.0, 9280.0)",14.56
"(1917.0, 9280.0)","(1931.0, 9284.0)",14.56
"(1754.0, 6097.0)","(1760.0, 6083.0)",15.232
"(1760.0, 6083.0)","(1754.0, 6097.0)",15.232
"(3809.0, 3550.0)","(3819.0, 3537.0)",16.401
"(3819.0, 3537.0)","(3809.0, 3550.0)",16.401
"(4798.0, 2230.0)","(4785.0, 2241.0)",17.029
"(4785.0, 2241.0)","(4798.0, 2230.0)",17.029
"(995.0, 9897.0)","(1011.0, 9904.0)",17.464
"(1011.0, 9904.0)","(995.0, 9897.0)",17.464
"(1784.0, 7069.0)","(1798.0, 7058.0)",17.804
"(1798.0, 7058.0)","(1784.0, 7069.0)",17.804
"(3595.0, 4145.0)","(3587.0, 4161.0)",17.889
"(3587.0, 4161.0)","(3595.0, 4145.0)",17.889
"(1573.0, 8580.0)","(1565.0, 8597.0)",18.788
"(1565.0, 8597.0)","(1573.0, 8580.0)",18.788
"(1130.0, 7760.0)","(1112.0, 7754.0)",18.974
"(3453.0, 4567.0)","(3471.0, 4573.0)",18.974
"(1112.0, 7754.0)","(1130.0, 7760.0)",18.974
"(3471.0, 4573.0)","(3453.0, 4567.0)",18.974
"(1913.0, 6152.0)","(1913.0, 6172.0)",20.0
"(1913.0, 6172.0)","(1913.0, 6152.0)",20.0
"(3941.0, 2547.0)","(3956.0, 2561.0)",20.518
"(3956.0, 2561.0)","(3941.0, 2547.0)",20.518
"(5067.0, 2418.0)","(5079.0, 2435.0)",20.809
"(5079.0, 2435.0)","(5067.0, 2418.0)",20.809
"(3813.0, 4291.0)","(3832.0, 4282.0)",21.024
"(3832.0, 4282.0)","(3813.0, 4291.0)",21.024
"(3920.0, 2545.0)","(3941.0, 2547.0)",21.095
"(5153.0, 2381.0)","(5134.0, 2369.0)",22.472
"(5134.0, 2369.0)","(5153.0, 2381.0)",22.472
"(3885.0, 3128.0)","(3906.0, 3119.0)",22.847
"(3906.0, 3119.0)","(3885.0, 3128.0)",22.847
"(3283.0, 4752.0)","(3294.0, 4731.0)",23.707
"(3294.0, 4731.0)","(3283.0, 4752.0)",23.707
"(3924.0, 3003.0)","(3906.0, 3020.0)",24.759
"(3906.0, 3020.0)","(3924.0, 3003.0)",24.759
"(3819.0, 2243.0)","(3839.0, 2228.0)",25.0
"(3839.0, 2228.0)","(3819.0, 2243.0)",25.0
"(2466.0, 5304.0)","(2456.0, 5281.0)",25.08
"(2456.0, 5281.0)","(2466.0, 5304.0)",25.08
"(3826.0, 5356.0)","(3805.0, 5370.0)",25.239
"(3805.0, 5370.0)","(3826.0, 5356.0)",25.239
"(1777.0, 6109.0)","(1754.0, 6097.0)",25.942
"(2757.0, 4061.0)","(2754.0, 4035.0)",26.173
"(2754.0, 4035.0)","(2757.0, 4061.0)",26.173
"(4055.0, 1296.0)","(4044.0, 1320.0)",26.401
"(4044.0, 1320.0)","(4055.0, 1296.0)",26.401
"(4178.0, 1602.0)","(4202.0, 1613.0)",26.401
"(4202.0, 1613.0)","(4178.0, 1602.0)",26.401
"(5109.0, 2378.0)","(5134.0, 2369.0)",26.571
"(1771.0, 6135.0)","(1777.0, 6109.0)",26.683
"(777.0, 8983.0)","(800.0, 8999.0)",28.018
"(800.0, 8999.0)","(777.0, 8983.0)",28.018
"(3146.0, 3736.0)","(3138.0, 3763.0)",28.16
"(3138.0, 3763.0)","(3146.0, 3736.0)",28.16
"(1856.0, 6600.0)","(1856.0, 6571.0)",29.0
"(1856.0, 6571.0)","(1856.0, 6600.0)",29.0
"(3991.0, 1100.0)","(3976.0, 1074.0)",30.017
"(3976.0, 1074.0)","(3991.0, 1100.0)",30.017
"(3784.0, 4169.0)","(3814.0, 4166.0)",30.15
"(3814.0, 4166.0)","(3784.0, 4169.0)",30.15
"(3918.0, 2943.0)","(3943.0, 2960.0)",30.232
"(3943.0, 2960.0)","(3918.0, 2943.0)",30.232
"(1064.0, 8956.0)","(1069.0, 8986.0)",30.414
"(1069.0, 8986.0)","(1064.0, 8956.0)",30.414
"(892.0, 9054.0)","(877.0, 9081.0)",30.887
"(877.0, 9081.0)","(892.0, 9054.0)",30.887
"(2976.0, 4607.0)","(2976.0, 4638.0)",31.0
"(2976.0, 4638.0)","(2976.0, 4607.0)",31.0
"(3862.0, 3673.0)","(3873.0, 3702.0)",31.016
"(3873.0, 3702.0)","(3862.0, 3673.0)",31.016
"(2615.0, 4496.0)","(2584.0, 4492.0)",31.257
"(2584.0, 4492.0)","(2615.0, 4496.0)",31.257
"(3842.0, 5329.0)","(3826.0, 5356.0)",31.385
"(3347.0, 4743.0)","(3334.0, 4772.0)",31.78
"(3334.0, 4772.0)","(3347.0, 4743.0)",31.78
"(3301.0, 5098.0)","(3322.0, 5122.0)",31.89
"(3322.0, 5122.0)","(3301.0, 5098.0)",31.89
"(5037.0, 2455.0)","(5028.0, 2424.0)",32.28
"(5028.0, 2424.0)","(5037.0, 2455.0)",32.28
"(1917.0, 6265.0)","(1937.0, 6238.0)",33.601
"(1937.0, 6238.0)","(1917.0, 6265.0)",33.601
"(3475.0, 5217.0)","(3449.0, 5195.0)",34.059
"(3449.0, 5195.0)","(3475.0, 5217.0)",34.059
"(4589.0, 2402.0)","(4622.0, 2393.0)",34.205
"(4622.0, 2393.0)","(4589.0, 2402.0)",34.205
"(4301.0, 2364.0)","(4318.0, 2334.0)",34.482
"(4318.0, 2334.0)","(4301.0, 2364.0)",34.482
"(3618.0, 2345.0)","(3624.0, 2379.0)",34.525
"(3624.0, 2379.0)","(3618.0, 2345.0)",34.525
"(3906.0, 4418.0)","(3931.0, 4442.0)",34.655
"(3931.0, 4442.0)","(3906.0, 4418.0)",34.655
"(1001.0, 9100.0)","(1009.0, 9134.0)",34.928
"(1009.0, 9134.0)","(1001.0, 9100.0)",34.928
"(2982.0, 4058.0)","(2983.0, 4023.0)",35.014
"(2983.0, 4023.0)","(2982.0, 4058.0)",35.014
"(4364.0, 2248.0)","(4351.0, 2215.0)",35.468
"(4351.0, 2215.0)","(4364.0, 2248.0)",35.468
"(3341.0, 2460.0)","(3354.0, 2493.0)",35.468
"(3354.0, 2493.0)","(3341.0, 2460.0)",35.468
"(1597.0, 8613.0)","(1565.0, 8597.0)",35.777
"(1393.0, 8687.0)","(1424.0, 8705.0)",35.847
"(1424.0, 8705.0)","(1393.0, 8687.0)",35.847
"(2245.0, 4792.0)","(2280.0, 4784.0)",35.903
"(2280.0, 4784.0)","(2245.0, 4792.0)",35.903
"(900.0, 7757.0)","(906.0, 7721.0)",36.497
"(906.0, 7721.0)","(900.0, 7757.0)",36.497
"(3420.0, 3002.0)","(3399.0, 3032.0)",36.62
"(3399.0, 3032.0)","(3420.0, 3002.0)",36.62
"(4440.0, 2184.0)","(4461.0, 2214.0)",36.62
"(4461.0, 2214.0)","(4440.0, 2184.0)",36.62
"(3768.0, 2505.0)","(3741.0, 2530.0)",36.797
"(3741.0, 2530.0)","(3768.0, 2505.0)",36.797
"(3353.0, 2246.0)","(3329.0, 2274.0)",36.878
"(4071.0, 2140.0)","(4095.0, 2168.0)",36.878
"(4095.0, 2168.0)","(4071.0, 2140.0)",36.878
"(3329.0, 2274.0)","(3353.0, 2246.0)",36.878
"(3182.0, 3747.0)","(3146.0, 3736.0)",37.643
"(1391.0, 8425.0)","(1380.0, 8461.0)",37.643
"(1380.0, 8461.0)","(1391.0, 8425.0)",37.643
"(3139.0, 3699.0)","(3146.0, 3736.0)",37.656
"(1353.0, 8767.0)","(1381.0, 8740.0)",38.897
"(1381.0, 8740.0)","(1353.0, 8767.0)",38.897
"(3589.0, 2219.0)","(3624.0, 2236.0)",38.91
"(3624.0, 2236.0)","(3589.0, 2219.0)",38.91
"(2889.0, 4450.0)","(2928.0, 4449.0)",39.013
"(2928.0, 4449.0)","(2889.0, 4450.0)",39.013
"(2897.0, 3424.0)","(2891.0, 3385.0)",39.459
"(2891.0, 3385.0)","(2897.0, 3424.0)",39.459
"(3561.0, 2769.0)","(3524.0, 2783.0)",39.56
"(3524.0, 2783.0)","(3561.0, 2769.0)",39.56
"(4069.0, 2198.0)","(4095.0, 2168.0)",39.699
"(3382.0, 2592.0)","(3418.0, 2574.0)",40.249
"(3418.0, 2574.0)","(3382.0, 2592.0)",40.249
"(839.0, 8987.0)","(800.0, 8999.0)",40.804
"(3772.0, 3849.0)","(3801.0, 3878.0)",41.012
