og_coord,starfish_coord,dist
"(5078, 4729)","(5062.0, 4729.0)",16.0
"(7850, 6980)","(7896.0, 6984.0)",46.174
"(5682, 4945)","(5723.0, 4972.0)",49.092
"(6576, 6457)","(6526.0, 6442.0)",52.202
"(6224, 6655)","(6226.0, 6714.0)",59.034
"(2616, 2810)","(2642.0, 2868.0)",63.561
"(6013, 6057)","(6035.0, 6117.0)",63.906
"(6176, 5790)","(6226.0, 5741.0)",70.007
"(2214, 1529)","(2212.0, 1458.0)",71.028
"(2244, 1989)","(2289.0, 1933.0)",71.84
"(6911, 6464)","(6987.0, 6447.0)",77.878
"(2767, 2080)","(2692.0, 2056.0)",78.746
"(4664, 4872)","(4598.0, 4815.0)",87.207
"(2573, 2922)","(2642.0, 2868.0)",87.618
"(4644, 4386)","(4575.0, 4332.0)",87.618
"(4138, 3878)","(4226.0, 3857.0)",90.471
"(2680, 2585)","(2616.0, 2653.0)",93.381
"(4015, 3676)","(3940.0, 3733.0)",94.202
"(3970, 3642)","(3940.0, 3733.0)",95.818
"(3996, 4015)","(3920.0, 3956.0)",96.213
"(5615, 4836)","(5687.0, 4770.0)",97.673
"(5370, 5699)","(5298.0, 5770.0)",101.119
"(7344, 7246)","(7365.0, 7141.0)",107.079
"(3877, 4248)","(3864.0, 4355.0)",107.787
"(2728, 2410)","(2729.0, 2301.0)",109.005
"(7781, 7169)","(7847.0, 7082.0)",109.202
"(2152, 1069)","(2232.0, 1145.0)",110.345
"(6292, 5860)","(6400.0, 5883.0)",110.422
"(2596, 1752)","(2531.0, 1662.0)",111.018
"(2618, 2294)","(2729.0, 2301.0)",111.221
"(1839, 1342)","(1772.0, 1250.0)",113.811
"(2321, 1422)","(2212.0, 1458.0)",114.791
"(6536, 5875)","(6454.0, 5956.0)",115.261
"(6706, 5974)","(6818.0, 5945.0)",115.694
"(2690, 2175)","(2692.0, 2056.0)",119.017
"(2356, 1115)","(2232.0, 1145.0)",127.577
"(4025, 3883)","(3920.0, 3956.0)",127.883
"(2418, 2207)","(2391.0, 2081.0)",128.86
"(8059, 7159)","(7934.0, 7206.0)",133.544
"(3803, 3746)","(3940.0, 3733.0)",137.615
"(1963, 1593)","(2089.0, 1656.0)",140.872
"(4044, 3832)","(3940.0, 3733.0)",143.586
"(7612, 7595)","(7509.0, 7491.0)",146.373
"(2440, 1893)","(2289.0, 1933.0)",156.208
"(6791, 6776)","(6721.0, 6924.0)",163.719
"(7786, 6857)","(7896.0, 6984.0)",168.015
"(1600, 1036)","(1762.0, 991.0)",168.134
"(7388, 6442)","(7298.0, 6585.0)",168.964
"(6761, 6350)","(6931.0, 6349.0)",170.003
"(8099, 7261)","(7934.0, 7206.0)",173.925
"(4875, 4397)","(4731.0, 4496.0)",174.748
"(5484, 5485)","(5317.0, 5548.0)",178.488
"(3816, 4177)","(3864.0, 4355.0)",184.358
"(6664, 5838)","(6818.0, 5945.0)",187.523
"(6257, 6518)","(6226.0, 6714.0)",198.436
"(7599, 7314)","(7509.0, 7491.0)",198.567
"(4770, 5307)","(4626.0, 5170.0)",198.759
"(2478, 1871)","(2289.0, 1933.0)",198.91
"(2118, 874)","(1998.0, 714.0)",200.0
"(6697, 6592)","(6569.0, 6760.0)",211.206
"(2479, 2486)","(2616.0, 2653.0)",216.005
"(1615, 622)","(1586.0, 838.0)",217.938
"(3676, 3307)","(3593.0, 3524.0)",232.332
"(4119, 4385)","(3884.0, 4373.0)",235.306
"(7605, 7269)","(7509.0, 7491.0)",241.868
"(2861, 2643)","(2616.0, 2653.0)",245.204
"(7753, 7461)","(7509.0, 7491.0)",245.837
"(3706, 4080)","(3920.0, 3956.0)",247.33
"(4983, 5443)","(4959.0, 5694.0)",252.145
"(2447, 2446)","(2616.0, 2653.0)",267.226
"(4345, 4192)","(4176.0, 3984.0)",268.002
"(2399, 2354)","(2391.0, 2081.0)",273.117
"(2966, 2088)","(2692.0, 2056.0)",275.862
"(7013, 6852)","(6721.0, 6924.0)",300.746
"(3040, 2374)","(2729.0, 2301.0)",319.453
"(2933, 2710)","(2616.0, 2653.0)",322.084
"(3916, 3326)","(3593.0, 3524.0)",378.857
"(2963, 3163)","(2642.0, 2868.0)",435.966
"(3024, 3248)","(2642.0, 2868.0)",538.817
"(3280, 2232)","(2729.0, 2301.0)",555.304
"(3293, 2846)","(2642.0, 2868.0)",651.372
"(3446, 2359)","(2729.0, 2301.0)",719.342
