og_coord,starfish_coord,dist
"(3145.296, 3623.928)","(3138.0, 3611.0)",14.845
"(3126.648, 3599.952)","(3138.0, 3611.0)",15.841
"(5245.416, 5310.24)","(5250.0, 5290.0)",20.753
"(5106.0, 5352.864)","(5104.0, 5325.0)",27.936
"(3147.072, 3638.136)","(3138.0, 3611.0)",28.612
"(2213.784, 1030.08)","(2238.0, 1007.0)",33.453
"(2233.32, 1040.736)","(2238.0, 1007.0)",34.059
"(5065.152, 5329.776)","(5104.0, 5325.0)",39.14
"(3093.792, 3615.936)","(3138.0, 3611.0)",44.483
"(6943.272, 6067.704)","(6911.0, 6037.0)",44.545
"(2411.808, 2272.392)","(2370.0, 2296.0)",48.013
"(5067.816, 5359.08)","(5104.0, 5325.0)",49.706
"(6938.832, 6080.136)","(6911.0, 6037.0)",51.336
"(3889.44, 3993.336)","(3861.0, 4046.0)",59.853
"(5214.336, 5338.656)","(5250.0, 5290.0)",60.327
"(4677.096, 5065.152)","(4688.0, 5005.0)",61.132
"(5185.032, 5280.936)","(5250.0, 5290.0)",65.597
"(8095.896, 7325.112)","(8028.0, 7336.0)",68.763
"(3919.632, 4009.32)","(3861.0, 4046.0)",69.16
"(5172.6, 5310.24)","(5104.0, 5325.0)",70.17
"(4795.2, 4505.712)","(4742.0, 4459.0)",70.797
"(6715.056, 6052.608)","(6667.0, 6105.0)",71.094
"(2419.8, 2242.2)","(2370.0, 2296.0)",73.311
"(3921.408, 3991.56)","(3861.0, 4046.0)",81.319
"(3866.352, 3502.272)","(3879.0, 3583.0)",81.713
"(3769.56, 3591.96)","(3727.0, 3519.0)",84.466
"(4662.0, 5089.128)","(4688.0, 5005.0)",88.054
"(6673.32, 6740.808)","(6746.0, 6689.0)",89.255
"(6722.16, 6176.04)","(6667.0, 6105.0)",89.941
"(6588.072, 5962.032)","(6611.0, 5871.0)",93.875
"(3927.624, 3979.128)","(3861.0, 4046.0)",94.396
"(4668.216, 5100.672)","(4688.0, 5005.0)",97.696
"(3908.088, 3958.704)","(3861.0, 4046.0)",99.186
"(6650.232, 6724.824)","(6746.0, 6689.0)",102.249
"(4187.808, 4779.216)","(4258.0, 4855.0)",103.296
"(6713.28, 6199.128)","(6667.0, 6105.0)",104.89
"(6551.664, 5976.24)","(6456.0, 6025.0)",107.374
"(2529.912, 2037.072)","(2445.0, 1971.0)",107.59
"(2682.648, 1458.096)","(2658.0, 1565.0)",109.709
"(6577.416, 5979.792)","(6611.0, 5871.0)",113.858
"(6198.24, 6628.032)","(6081.0, 6619.0)",117.587
"(7238.088, 7387.272)","(7246.0, 7507.0)",119.989
"(2559.216, 2013.096)","(2445.0, 1971.0)",121.727
"(3852.144, 3462.312)","(3879.0, 3583.0)",123.64
"(6238.2, 6623.592)","(6178.0, 6745.0)",135.514
"(3863.688, 3440.112)","(3879.0, 3583.0)",143.706
"(2710.176, 2140.08)","(2815.0, 2240.0)",144.817
"(4407.144, 4847.592)","(4258.0, 4855.0)",149.328
"(5629.032, 5827.056)","(5496.0, 5898.0)",150.767
"(4331.664, 4164.72)","(4361.0, 4013.0)",154.53
"(6141.408, 5685.864)","(6130.0, 5851.0)",165.53
"(2746.584, 2391.384)","(2815.0, 2240.0)",166.126
"(5139.744, 4990.56)","(5183.0, 5151.0)",166.169
"(4081.248, 4085.688)","(4083.0, 3918.0)",167.697
"(4335.216, 4193.136)","(4361.0, 4013.0)",181.972
"(5119.32, 4979.904)","(5183.0, 5151.0)",182.562
"(5160.168, 4963.92)","(5183.0, 5151.0)",188.468
"(2690.64, 2381.616)","(2815.0, 2240.0)",188.469
"(7237.2, 7281.6)","(7425.0, 7249.0)",190.608
"(5128.2, 4966.584)","(5183.0, 5151.0)",192.386
"(7787.76, 7112.88)","(7730.0, 7297.0)",192.967
"(2996.112, 2148.96)","(2815.0, 2240.0)",202.706
"(3009.432, 2172.048)","(2815.0, 2240.0)",205.964
"(3922.296, 5215.224)","(4148.0, 5259.0)",229.91
"(3885.888, 3348.648)","(3727.0, 3519.0)",232.949
"(4308.576, 4352.976)","(4087.0, 4465.0)",248.285
"(4305.912, 4331.664)","(4087.0, 4465.0)",256.322
"(4331.664, 4347.648)","(4087.0, 4465.0)",271.352
"(7890.768, 7040.064)","(7730.0, 7297.0)",303.088
"(4715.28, 5350.2)","(4688.0, 5005.0)",346.276
"(4755.24, 5380.392)","(5104.0, 5325.0)",353.131
"(3060.936, 1942.056)","(3379.0, 2110.0)",359.68
"(4993.224, 5758.68)","(5270.0, 5513.0)",370.086
"(3044.064, 1924.296)","(3379.0, 2110.0)",382.973
"(4953.264, 5779.104)","(5270.0, 5513.0)",413.682
"(2848.704, 2978.352)","(3194.0, 2664.0)",466.955
"(1408.368, 1056.72)","(1510.0, 593.0)",474.727
"(1403.928, 1073.592)","(1510.0, 593.0)",492.158
"(1416.36, 1094.016)","(1510.0, 593.0)",509.692
"(1401.264, 1094.904)","(1510.0, 593.0)",513.548
"(2804.304, 3115.992)","(3194.0, 2664.0)",596.791
