og_centroid,closest_centroid,dist,cluster_id
"(3858.0, 2754.0)","(3918.5, 2798.5)",75.103,44
"(3918.5, 2798.5)","(3858.0, 2754.0)",75.103,30
"(1980.0, 3195.0)","(1971.0, 3108.0)",87.464,90
"(1971.0, 3108.0)","(1980.0, 3195.0)",87.464,5
"(2353.0, 3237.0)","(2370.5, 3148.5)",90.214,31
"(2370.5, 3148.5)","(2353.0, 3237.0)",90.214,13
"(2422.5, 988.5)","(2335.0, 1015.5)",91.571,21
"(2335.0, 1015.5)","(2422.5, 988.5)",91.571,62
"(4633.667, 2920.0)","(4729.0, 2916.5)",95.398,330
"(4729.0, 2916.5)","(4633.667, 2920.0)",95.398,66
"(2895.0, 3952.667)","(2926.0, 3860.0)",97.714,80
"(2926.0, 3860.0)","(2895.0, 3952.667)",97.714,76
"(1026.5, 3040.5)","(1125.333, 3027.333)",99.707,53
"(1125.333, 3027.333)","(1026.5, 3040.5)",99.707,17
"(3776.25, 2695.75)","(3858.0, 2754.0)",100.38,32
"(3426.0, 1408.667)","(3326.5, 1433.0)",102.432,102
"(3326.5, 1433.0)","(3426.0, 1408.667)",102.432,10
"(3779.667, 2589.667)","(3776.25, 2695.75)",106.138,25
"(3969.667, 2240.0)","(3872.5, 2195.5)",106.872,35
"(3872.5, 2195.5)","(3969.667, 2240.0)",106.872,36
"(3361.5, 2592.0)","(3297.5, 2503.0)",109.622,6
"(3297.5, 2503.0)","(3361.5, 2592.0)",109.622,172
"(236.0, 2931.25)","(324.5, 2863.0)",111.76,18
"(324.5, 2863.0)","(236.0, 2931.25)",111.76,59
"(4333.0, 2867.5)","(4230.5, 2822.5)",111.943,75
"(4230.5, 2822.5)","(4333.0, 2867.5)",111.943,0
"(3598.333, 2950.0)","(3495.0, 2904.0)",113.11,26
"(3495.0, 2904.0)","(3598.333, 2950.0)",113.11,196
"(2937.5, 3303.5)","(2893.0, 3410.0)",115.423,28
"(2893.0, 3410.0)","(2937.5, 3303.5)",115.423,12
"(3196.5, 1635.5)","(3280.0, 1555.0)",115.985,23
"(3280.0, 1555.0)","(3196.5, 1635.5)",115.985,40
"(3384.0, 2425.0)","(3297.5, 2503.0)",116.474,97
"(3051.25, 1622.25)","(2938.5, 1593.0)",116.482,14
"(2938.5, 1593.0)","(3051.25, 1622.25)",116.482,161
"(2780.25, 3368.75)","(2893.0, 3410.0)",120.059,37
"(3053.0, 3356.5)","(2937.5, 3303.5)",127.08,58
"(3484.0, 2627.5)","(3361.5, 2592.0)",127.54,148
"(4253.333, 1802.0)","(4180.5, 1687.5)",135.702,46
"(4180.5, 1687.5)","(4253.333, 1802.0)",135.702,206
"(3965.5, 1729.5)","(4040.5, 1851.5)",143.21,61
"(4040.5, 1851.5)","(3965.5, 1729.5)",143.21,22
"(4802.333, 2674.667)","(4868.0, 2802.0)",143.269,15
"(4868.0, 2802.0)","(4802.333, 2674.667)",143.269,48
"(3727.5, 2872.5)","(3598.333, 2950.0)",150.633,51
"(4931.5, 2546.5)","(5046.5, 2445.5)",153.056,81
"(5046.5, 2445.5)","(4931.5, 2546.5)",153.056,60
"(3082.0, 3855.5)","(2926.0, 3860.0)",156.065,24
"(4481.5, 2812.5)","(4333.0, 2867.5)",158.358,19
"(867.333, 3015.0)","(1026.5, 3040.5)",161.196,50
