og_coord,closest_coord,dist
"(3.066, 5.202)","(3.065, 5.199)",0.004
"(3.065, 5.199)","(3.066, 5.202)",0.004
"(3.985, 5.924)","(3.99, 5.919)",0.006
"(3.99, 5.919)","(3.985, 5.924)",0.006
"(3.911, 4.157)","(3.909, 4.164)",0.007
"(3.909, 4.164)","(3.911, 4.157)",0.007
"(3.929, 5.65)","(3.926, 5.643)",0.008
"(3.926, 5.643)","(3.929, 5.65)",0.008
"(4.27, 3.568)","(4.263, 3.565)",0.008
"(4.263, 3.565)","(4.27, 3.568)",0.008
"(5.861, 1.952)","(5.863, 1.944)",0.008
"(5.863, 1.944)","(5.861, 1.952)",0.008
"(1.159, 10.323)","(1.164, 10.314)",0.011
"(1.164, 10.314)","(1.159, 10.323)",0.011
"(2.834, 5.367)","(2.825, 5.373)",0.011
"(2.825, 5.373)","(2.834, 5.367)",0.011
"(3.337, 4.233)","(3.35, 4.233)",0.012
"(3.35, 4.233)","(3.337, 4.233)",0.012
"(5.75, 2.642)","(5.757, 2.658)",0.017
"(5.757, 2.658)","(5.75, 2.642)",0.017
"(4.076, 5.7)","(4.088, 5.714)",0.018
"(4.088, 5.714)","(4.076, 5.7)",0.018
"(1.72, 5.749)","(1.705, 5.76)",0.018
"(1.705, 5.76)","(1.72, 5.749)",0.018
"(3.809, 2.504)","(3.807, 2.485)",0.019
"(3.807, 2.485)","(3.809, 2.504)",0.019
"(4.265, 5.915)","(4.282, 5.904)",0.02
"(3.047, 5.416)","(3.03, 5.406)",0.02
"(4.282, 5.904)","(4.265, 5.915)",0.02
"(3.03, 5.406)","(3.047, 5.416)",0.02
"(4.3, 3.74)","(4.321, 3.741)",0.02
"(4.321, 3.741)","(4.3, 3.74)",0.02
"(1.031, 9.556)","(1.035, 9.535)",0.021
"(1.035, 9.535)","(1.031, 9.556)",0.021
"(1.438, 9.111)","(1.456, 9.121)",0.021
"(1.456, 9.121)","(1.438, 9.111)",0.021
"(4.105, 5.427)","(4.118, 5.412)",0.021
"(4.118, 5.412)","(4.105, 5.427)",0.021
"(2.831, 6.332)","(2.834, 6.309)",0.023
"(2.834, 6.309)","(2.831, 6.332)",0.023
"(1.271, 8.71)","(1.26, 8.73)",0.023
"(1.26, 8.73)","(1.271, 8.71)",0.023
"(3.502, 6.184)","(3.508, 6.162)",0.023
"(3.508, 6.162)","(3.502, 6.184)",0.023
"(1.616, 9.352)","(1.613, 9.328)",0.024
"(1.613, 9.328)","(1.616, 9.352)",0.024
"(3.501, 6.105)","(3.478, 6.096)",0.024
"(3.478, 6.096)","(3.501, 6.105)",0.024
"(4.163, 2.893)","(4.154, 2.871)",0.024
"(4.154, 2.871)","(4.163, 2.893)",0.024
"(3.701, 5.475)","(3.687, 5.495)",0.024
"(3.687, 5.495)","(3.701, 5.475)",0.024
"(4.479, 6.642)","(4.46, 6.625)",0.026
