og_coord,closest_coord,dist,avg_dist
"(0.404, 0.597)","(0.412, 0.599)",0.008,0.023
"(0.412, 0.599)","(0.404, 0.597)",0.008,0.0
"(0.422, 0.603)","(0.412, 0.599)",0.01,0.0
"(0.472, 0.727)","(0.459, 0.724)",0.013,0.0
"(0.459, 0.724)","(0.472, 0.727)",0.013,0.0
"(0.483, 0.658)","(0.468, 0.642)",0.022,0.0
"(0.468, 0.642)","(0.483, 0.658)",0.022,0.0
"(0.422, 0.79)","(0.399, 0.793)",0.023,0.0
"(0.399, 0.793)","(0.422, 0.79)",0.023,0.0
"(0.384, 0.776)","(0.399, 0.793)",0.023,0.0
"(0.441, 0.665)","(0.43, 0.689)",0.026,0.0
"(0.43, 0.689)","(0.441, 0.665)",0.026,0.0
"(0.388, 0.626)","(0.374, 0.653)",0.03,0.0
"(0.374, 0.653)","(0.388, 0.626)",0.03,0.0
"(0.399, 0.679)","(0.43, 0.689)",0.032,0.0
"(0.443, 0.755)","(0.459, 0.724)",0.035,0.0
"(0.356, 0.709)","(0.399, 0.679)",0.053,0.0
