og_centroid,closest_centroid,dist,cluster_id
"(5248.5, 4668.0)","(4910.0, 4783.0)",357.501,4
"(4910.0, 4783.0)","(5248.5, 4668.0)",357.501,20
"(4557.0, 4683.0)","(4910.0, 4783.0)",366.891,14
"(2450.5, 643.5)","(2337.0, 1225.5)",592.964,10
"(2337.0, 1225.5)","(2450.5, 643.5)",592.964,19
"(1878.5, 7154.0)","(2569.0, 7319.0)",709.94,26
"(2569.0, 7319.0)","(1878.5, 7154.0)",709.94,7
"(570.5, 5955.0)","(1211.5, 6300.5)",728.184,3
"(1211.5, 6300.5)","(570.5, 5955.0)",728.184,31
"(1130.0, 4434.5)","(1940.0, 4543.5)",817.301,1
"(1940.0, 4543.5)","(1130.0, 4434.5)",817.301,12
"(3574.0, 4511.5)","(4557.0, 4683.0)",997.848,13
"(4871.0, 3398.5)","(5817.0, 3775.0)",1018.169,0
"(5817.0, 3775.0)","(4871.0, 3398.5)",1018.169,8
"(1944.5, 8973.5)","(720.5, 9299.5)",1266.67,17
"(720.5, 9299.5)","(1944.5, 8973.5)",1266.67,2
"(1397.0, 2259.0)","(2337.0, 1225.5)",1397.041,6
"(3904.0, 457.0)","(2450.5, 643.5)",1465.416,39
"(3940.0, 2053.5)","(3904.0, 457.0)",1596.906,15
"(3923.0, 9354.0)","(5798.5, 9473.0)",1879.271,5
"(5798.5, 9473.0)","(3923.0, 9354.0)",1879.271,9
