og_coord,closest_coord,dist
"(4027.08, 4176.264)","(4017.312, 4173.6)",10.125
"(4017.312, 4173.6)","(4027.08, 4176.264)",10.125
"(4912.416, 4698.408)","(4892.88, 4718.832)",28.263
"(4892.88, 4718.832)","(4912.416, 4698.408)",28.263
"(2061.048, 951.936)","(2017.536, 999.888)",64.751
"(2017.536, 999.888)","(2061.048, 951.936)",64.751
"(4415.136, 4594.512)","(4348.536, 4569.648)",71.09
"(4348.536, 4569.648)","(4415.136, 4594.512)",71.09
"(5553.552, 5303.136)","(5580.192, 5370.624)",72.556
"(5580.192, 5370.624)","(5553.552, 5303.136)",72.556
"(2465.976, 2431.344)","(2411.808, 2483.736)",75.36
"(2411.808, 2483.736)","(2465.976, 2431.344)",75.36
"(5652.12, 5788.872)","(5585.52, 5828.832)",77.668
"(5585.52, 5828.832)","(5652.12, 5788.872)",77.668
"(6235.536, 6133.416)","(6265.728, 6058.824)",80.471
"(6265.728, 6058.824)","(6235.536, 6133.416)",80.471
"(2013.096, 1214.784)","(1932.288, 1226.328)",81.628
"(1932.288, 1226.328)","(2013.096, 1214.784)",81.628
"(5710.728, 5927.4)","(5751.576, 5850.144)",87.39
"(5751.576, 5850.144)","(5710.728, 5927.4)",87.39
"(3525.36, 4592.736)","(3623.04, 4617.6)",100.795
"(3623.04, 4617.6)","(3525.36, 4592.736)",100.795
"(4283.712, 4492.392)","(4348.536, 4569.648)",100.85
"(5337.768, 5304.024)","(5442.552, 5286.264)",106.278
"(5442.552, 5286.264)","(5337.768, 5304.024)",106.278
"(4526.136, 4601.616)","(4415.136, 4594.512)",111.227
"(5733.816, 5458.536)","(5716.056, 5568.648)",111.535
"(5716.056, 5568.648)","(5733.816, 5458.536)",111.535
"(6341.208, 6176.04)","(6235.536, 6133.416)",113.945
"(3507.6, 3427.68)","(3483.624, 3315.792)",114.428
"(3483.624, 3315.792)","(3507.6, 3427.68)",114.428
"(6124.536, 5608.608)","(6106.776, 5724.048)",116.798
"(6106.776, 5724.048)","(6124.536, 5608.608)",116.798
"(1969.584, 1346.208)","(1932.288, 1226.328)",125.548
"(5927.4, 5567.76)","(5909.64, 5697.408)",130.859
"(5909.64, 5697.408)","(5927.4, 5567.76)",130.859
"(3505.824, 4723.272)","(3525.36, 4592.736)",131.99
"(4890.216, 5064.264)","(4997.664, 5175.264)",154.486
"(4997.664, 5175.264)","(4890.216, 5064.264)",154.486
"(3503.16, 3158.616)","(3483.624, 3315.792)",158.385
"(2630.256, 2453.544)","(2465.976, 2431.344)",165.773
"(6908.64, 6556.104)","(6744.36, 6591.624)",168.076
"(6744.36, 6591.624)","(6908.64, 6556.104)",168.076
"(3641.688, 3536.016)","(3507.6, 3427.68)",172.384
"(6266.616, 5855.472)","(6433.56, 5900.76)",172.978
"(6433.56, 5900.76)","(6266.616, 5855.472)",172.978
"(3497.832, 3890.328)","(3671.88, 3869.016)",175.348
"(3671.88, 3869.016)","(3497.832, 3890.328)",175.348
"(4800.528, 4900.872)","(4663.776, 4778.328)",183.625
"(4663.776, 4778.328)","(4800.528, 4900.872)",183.625
"(3778.44, 3714.504)","(3671.88, 3869.016)",187.694
"(3569.76, 4076.808)","(3574.2, 4266.84)",190.084
"(3574.2, 4266.84)","(3569.76, 4076.808)",190.084
"(2298.144, 1887.0)","(2101.008, 1865.688)",198.285
"(2101.008, 1865.688)","(2298.144, 1887.0)",198.285
"(3286.488, 2997.0)","(3109.776, 3093.792)",201.484
"(3109.776, 3093.792)","(3286.488, 2997.0)",201.484
"(5822.616, 5209.896)","(5989.56, 5325.336)",202.97
"(5989.56, 5325.336)","(5822.616, 5209.896)",202.97
"(2475.744, 2217.336)","(2465.976, 2431.344)",214.231
"(2136.528, 1652.568)","(2101.008, 1865.688)",216.06
"(3985.344, 3805.08)","(3778.44, 3714.504)",225.861
"(3137.304, 2826.504)","(3286.488, 2997.0)",226.55
"(3251.856, 3285.6)","(3483.624, 3315.792)",233.726
"(5351.976, 5546.448)","(5337.768, 5304.024)",242.84
"(6511.704, 6355.416)","(6341.208, 6176.04)",247.477
"(5797.752, 6175.152)","(5710.728, 5927.4)",262.591
"(7018.752, 6250.632)","(6768.336, 6143.184)",272.494
"(6768.336, 6143.184)","(7018.752, 6250.632)",272.494
"(3077.808, 3635.472)","(2824.728, 3520.032)",278.165
"(2824.728, 3520.032)","(3077.808, 3635.472)",278.165
"(5187.696, 4955.928)","(4997.664, 5175.264)",290.208
"(4306.8, 4096.344)","(4027.08, 4176.264)",290.913
"(5010.984, 4422.24)","(4912.416, 4698.408)",293.231
"(4535.016, 4284.6)","(4306.8, 4096.344)",295.843
"(1715.616, 1529.136)","(1969.584, 1346.208)",312.989
"(4371.624, 4906.2)","(4415.136, 4594.512)",314.711
"(2602.728, 1728.936)","(2298.144, 1887.0)",343.155
"(2643.576, 2868.24)","(2630.256, 2453.544)",414.91
"(3013.872, 2175.6)","(2630.256, 2453.544)",473.724
"(1337.328, 910.2)","(1932.288, 1226.328)",673.732
