og_coord,starfish_coord,dist
"(3584, 1684)","(3577.0, 1682.0)",7.28
"(1354, 1231)","(1358.0, 1238.0)",8.062
"(2040, 1049)","(2039.0, 1058.0)",9.055
"(233, 1636)","(225.0, 1629.0)",10.63
"(2455, 1704)","(2464.0, 1710.0)",10.817
"(539, 3255)","(540.0, 3242.0)",13.038
"(2168, 2777)","(2182.0, 2778.0)",14.036
"(1645, 1058)","(1635.0, 1047.0)",14.866
"(2701, 1733)","(2696.0, 1747.0)",14.866
"(1561, 1220)","(1555.0, 1206.0)",15.232
"(3738, 190)","(3725.0, 180.0)",16.401
"(2524, 3491)","(2523.0, 3474.0)",17.029
"(3106, 506)","(3097.0, 522.0)",18.358
"(2682, 2172)","(2676.0, 2154.0)",18.974
"(1808, 362)","(1795.0, 376.0)",19.105
"(2166, 1336)","(2175.0, 1354.0)",20.125
"(1896, 874)","(1884.0, 891.0)",20.809
"(525, 2341)","(533.0, 2362.0)",22.472
"(2358, 1331)","(2372.0, 1349.0)",22.804
"(3534, 2404)","(3536.0, 2427.0)",23.087
"(3008, 2079)","(3023.0, 2061.0)",23.431
"(2834, 332)","(2810.0, 333.0)",24.021
"(2636, 3630)","(2619.0, 3647.0)",24.042
"(2123, 1209)","(2135.0, 1230.0)",24.187
"(359, 1937)","(373.0, 1958.0)",25.239
"(2924, 1225)","(2903.0, 1239.0)",25.239
"(1137, 330)","(1113.0, 338.0)",25.298
"(972, 3517)","(996.0, 3525.0)",25.298
"(2160, 2749)","(2143.0, 2730.0)",25.495
"(2397, 986)","(2414.0, 1006.0)",26.249
"(3386, 3530)","(3377.0, 3555.0)",26.571
"(1441, 676)","(1453.0, 700.0)",26.833
"(1724, 2606)","(1733.0, 2632.0)",27.514
"(2656, 2173)","(2676.0, 2154.0)",27.586
"(1058, 513)","(1042.0, 536.0)",28.018
"(2220, 3211)","(2194.0, 3200.0)",28.231
"(562, 2363)","(533.0, 2362.0)",29.017
"(1229, 349)","(1207.0, 330.0)",29.069
"(3769, 3532)","(3756.0, 3506.0)",29.069
"(3365, 2839)","(3343.0, 2858.0)",29.069
"(2189, 899)","(2168.0, 878.0)",29.698
"(2125, 86)","(2097.0, 96.0)",29.732
"(1891, 1822)","(1861.0, 1821.0)",30.017
"(3018, 3489)","(3015.0, 3459.0)",30.15
"(1503, 145)","(1474.0, 136.0)",30.364
"(2130, 976)","(2106.0, 996.0)",31.241
