og_coord,closest_coord,dist
"(7571, 7224)","(7609, 7206)",42.048
"(6834, 5928)","(6801, 6229)",302.804
"(7598, 6805)","(7329, 6740)",276.742
"(6585, 6203)","(6398, 6094)",216.449
"(1640, 603)","(1521, 814)",242.244
"(5778, 5409)","(5918, 5576)",217.92
"(4716, 4383)","(4962, 4487)",267.081
"(4188, 4101)","(4117, 3946)",170.488
"(2515, 2712)","(2702, 2814)",213.009
"(4279, 4549)","(4406, 4796)",277.737
"(4117, 3946)","(4130, 3818)",128.658
"(5077, 5618)","(4841, 5575)",239.885
"(3161, 2784)","(3122, 2689)",102.694
"(4822, 4921)","(4406, 4796)",434.374
"(5182, 5232)","(5090, 5284)",105.679
"(3718, 3625)","(3716, 3624)",2.236
"(5090, 5284)","(5182, 5232)",105.679
"(3482, 3909)","(3411, 4041)",149.883
"(4406, 4796)","(4279, 4549)",277.737
"(4479, 4211)","(4716, 4383)",292.836
"(3411, 4041)","(3482, 3909)",149.883
"(6398, 6094)","(6476, 5949)",164.648
"(3867, 4343)","(3851, 4177)",166.769
"(3080, 3948)","(3341, 3763)",319.916
"(6279, 6421)","(6236, 6227)",198.708
"(2299, 1124)","(2389, 1500)",386.621
"(6516, 5763)","(6479, 5934)",174.957
"(6471, 6982)","(6797, 6851)",351.336
"(5379, 5150)","(5393, 4985)",165.593
"(2457, 1519)","(2389, 1500)",70.605
"(7609, 7206)","(7571, 7224)",42.048
"(3556, 3641)","(3716, 3624)",160.901
"(7329, 6740)","(7328, 6473)",267.002
"(3851, 4177)","(3895, 4093)",94.826
"(4962, 4487)","(4716, 4383)",267.081
"(5556, 5509)","(5778, 5409)",243.483
"(3716, 3624)","(3718, 3625)",2.236
"(6252, 5967)","(6129, 5922)",130.973
"(6797, 6851)","(6757, 6754)",104.924
"(2702, 2814)","(2745, 2827)",44.922
"(4130, 3818)","(4117, 3946)",128.658
"(7191, 7133)","(7204, 7101)",34.54
"(3341, 3763)","(3482, 3909)",202.97
"(6476, 5949)","(6479, 5934)",15.297
"(6801, 6229)","(6585, 6203)",217.559
"(6479, 5934)","(6476, 5949)",15.297
"(5972, 5686)","(5918, 5576)",122.54
"(7214, 7175)","(7191, 7133)",47.885
"(2139, 1917)","(2121, 2143)",226.716
"(6036, 6270)","(6236, 6227)",204.57
"(3289, 2889)","(3161, 2784)",165.557
"(5646, 6069)","(5650, 5900)",169.047
"(6129, 5922)","(6073, 5959)",67.119
"(6073, 5959)","(6129, 5922)",67.119
"(6757, 6754)","(6797, 6851)",104.924
"(1292, 617)","(1521, 814)",302.076
"(4841, 5575)","(5077, 5618)",239.885
"(3122, 2689)","(3161, 2784)",102.694
"(2745, 2827)","(2702, 2814)",44.922
"(5217, 5336)","(5182, 5232)",109.731
"(5650, 5900)","(5646, 6069)",169.047
"(3294, 2089)","(2851, 2226)",463.7
"(6887, 7010)","(6797, 6851)",182.705
"(7263, 7201)","(7214, 7175)",55.471
"(1521, 814)","(1438, 959)",167.075
"(5918, 5576)","(5972, 5686)",122.54
"(2852, 2962)","(2945, 3087)",155.801
"(3895, 4093)","(3851, 4177)",94.826
"(2820, 3201)","(2945, 3087)",169.177
"(2389, 1500)","(2457, 1519)",70.605
"(6236, 6227)","(6279, 6421)",198.708
"(7328, 6473)","(7329, 6740)",267.002
"(2945, 3087)","(2852, 2962)",155.801
"(2905, 2375)","(2918, 2373)",13.153
"(2851, 2226)","(2905, 2375)",158.483
"(5393, 4985)","(5379, 5150)",165.593
"(2918, 2373)","(2905, 2375)",13.153
"(2705, 2057)","(2851, 2226)",223.332
"(7204, 7101)","(7191, 7133)",34.54
"(2121, 2143)","(2139, 1917)",226.716
"(1438, 959)","(1521, 814)",167.075
"(2422, 2415)","(2515, 2712)",311.22
