og_centroid,closest_centroid,dist,cluster_id
"(196.5, 5011.0)","(116.5, 5057.0)",92.282,1
"(116.5, 5057.0)","(196.5, 5011.0)",92.282,26
"(3290.5, 3621.5)","(3475.5, 4027.5)",446.163,14
"(3475.5, 4027.5)","(3290.5, 3621.5)",446.163,29
"(1242.0, 4995.0)","(1703.0, 4967.0)",461.85,27
"(1703.0, 4967.0)","(1242.0, 4995.0)",461.85,5
"(319.5, 61.0)","(746.333, 292.667)",485.65,15
"(746.333, 292.667)","(319.5, 61.0)",485.65,12
"(1187.5, 551.5)","(746.333, 292.667)",511.491,4
"(3568.5, 2522.5)","(4123.0, 2307.5)",594.723,0
"(4123.0, 2307.5)","(3568.5, 2522.5)",594.723,123
"(4158.0, 8926.0)","(4224.0, 9536.5)",614.057,8
"(4224.0, 9536.5)","(4158.0, 8926.0)",614.057,22
"(1878.5, 7116.0)","(1321.5, 7503.5)",678.532,17
"(1321.5, 7503.5)","(1878.5, 7116.0)",678.532,30
"(2733.0, 2227.5)","(3568.5, 2522.5)",886.05,10
"(2145.0, 421.0)","(1187.5, 551.5)",966.352,7
"(731.5, 1564.0)","(1187.5, 551.5)",1110.447,6
"(113.0, 2572.5)","(731.5, 1564.0)",1183.053,3
"(4465.0, 7759.0)","(4158.0, 8926.0)",1206.705,56
"(3765.5, 5262.5)","(3475.5, 4027.5)",1268.592,59
"(2880.0, 8429.5)","(4158.0, 8926.0)",1371.057,61
"(5206.0, 6122.0)","(3765.5, 5262.5)",1677.433,2
"(5558.5, 582.0)","(4123.0, 2307.5)",2244.551,62
"(807.5, 9974.0)","(1321.5, 7503.5)",2523.404,13
