og_coord,starfish_coord,dist
"(2410, 1912)","(2395.0, 1916.0)",15.524
"(5968, 6105)","(5949.0, 6106.0)",19.026
"(7328, 6594)","(7327.0, 6618.0)",24.021
"(1863, 1226)","(1885.0, 1238.0)",25.06
"(6658, 5932)","(6693.0, 5947.0)",38.079
"(3638, 3606)","(3622.0, 3652.0)",48.703
"(5421, 4939)","(5428.0, 4992.0)",53.46
"(4286, 4327)","(4330.0, 4292.0)",56.223
"(4304, 4066)","(4358.0, 4082.0)",56.321
"(2687, 2140)","(2651.0, 2186.0)",58.412
"(4862, 4553)","(4829.0, 4605.0)",61.587
"(2424, 2172)","(2440.0, 2110.0)",64.031
"(6973, 6567)","(6909.0, 6563.0)",64.125
"(6358, 6411)","(6364.0, 6476.0)",65.276
"(4853, 4666)","(4829.0, 4605.0)",65.552
"(3457, 3085)","(3503.0, 3136.0)",68.68
"(7645, 7630)","(7697.0, 7574.0)",76.42
"(2797, 2982)","(2846.0, 3042.0)",77.466
"(5507, 5005)","(5428.0, 4992.0)",80.062
"(6364, 7000)","(6429.0, 7050.0)",82.006
"(7031, 7092)","(7059.0, 7014.0)",82.873
"(3304, 3639)","(3388.0, 3622.0)",85.703
"(5236, 5213)","(5245.0, 5303.0)",90.449
"(6446, 6872)","(6398.0, 6787.0)",97.617
"(3920, 4305)","(3827.0, 4337.0)",98.351
"(3942, 5346)","(4044.0, 5368.0)",104.346
"(2539, 2062)","(2440.0, 2110.0)",110.023
"(5175, 4961)","(5067.0, 4900.0)",124.036
"(1545, 1058)","(1657.0, 1113.0)",124.776
"(4755, 4908)","(4642.0, 4854.0)",125.24
"(7157, 6935)","(7059.0, 7014.0)",125.877
"(6436, 6311)","(6505.0, 6199.0)",131.548
"(4456, 4254)","(4330.0, 4292.0)",131.605
"(2583, 2070)","(2651.0, 2186.0)",134.462
"(6333, 5898)","(6342.0, 5755.0)",143.283
"(3231, 2897)","(3254.0, 2750.0)",148.788
"(2741, 2308)","(2651.0, 2186.0)",151.605
"(5462, 5278)","(5600.0, 5213.0)",152.542
"(6224, 6246)","(6295.0, 6108.0)",155.193
"(3835, 3118)","(3677.0, 3116.0)",158.013
"(6530, 6928)","(6429.0, 7050.0)",158.382
"(5013, 4750)","(5067.0, 4900.0)",159.424
"(5348, 5179)","(5245.0, 5303.0)",161.199
"(4469, 4203)","(4308.0, 4189.0)",161.608
"(2790, 2371)","(2791.0, 2535.0)",164.003
"(5140, 5169)","(5245.0, 5303.0)",170.238
"(3970, 5210)","(4044.0, 5368.0)",174.471
"(2404, 2628)","(2294.0, 2480.0)",184.402
"(3151, 2196)","(3257.0, 2353.0)",189.433
"(6708, 6245)","(6637.0, 6421.0)",189.781
"(5362, 5454)","(5245.0, 5303.0)",191.024
"(4706, 4439)","(4897.0, 4446.0)",191.128
"(4744, 5018)","(4642.0, 4854.0)",193.132
"(2659, 2982)","(2846.0, 3042.0)",196.39
"(3883, 4533)","(3827.0, 4337.0)",203.843
"(3869, 4543)","(3827.0, 4337.0)",210.238
"(3994, 4467)","(3827.0, 4337.0)",211.634
"(3549, 3421)","(3725.0, 3293.0)",217.624
"(5996, 5808)","(5900.0, 6007.0)",220.946
"(2301, 1673)","(2453.0, 1510.0)",222.874
"(2750, 2840)","(2846.0, 3042.0)",223.652
"(4234, 5243)","(4044.0, 5368.0)",227.431
"(5270, 5686)","(5031.0, 5625.0)",246.662
"(2733, 2776)","(2791.0, 2535.0)",247.881
"(8032, 7297)","(7769.0, 7256.0)",266.177
"(3989, 3335)","(3725.0, 3293.0)",267.32
"(3928, 3485)","(3725.0, 3293.0)",279.415
"(4892, 5119)","(5067.0, 4900.0)",280.332
"(4496, 5094)","(4642.0, 4854.0)",280.92
"(5984, 5732)","(5900.0, 6007.0)",287.543
"(4871, 5383)","(5031.0, 5625.0)",290.11
"(2629, 2837)","(2846.0, 3042.0)",298.52
"(4023, 4087)","(4308.0, 4189.0)",302.703
"(2599, 2775)","(2791.0, 2535.0)",307.35
"(5857, 5487)","(5600.0, 5213.0)",375.666
"(5578, 5597)","(5600.0, 5213.0)",384.63
"(4066, 4647)","(4423.0, 4793.0)",385.701
"(1378, 817)","(1657.0, 1113.0)",406.764
"(4793, 5243)","(4642.0, 4854.0)",417.279
"(3959, 3901)","(3622.0, 3652.0)",419.011
"(4783, 5284)","(5031.0, 5625.0)",421.646
"(1225, 782)","(1657.0, 1113.0)",544.229
