cluster_id,cluster_size,cluster_area
0,3,17643.5
1,2,10588.0
2,2,10537.0
3,2,0.0
4,2,10556.0
5,2,10492.0
6,3,0.0
7,3,19112.0
8,3,18140.0
9,2,10502.0
10,3,0.0
11,2,10417.0
12,2,10273.0
13,2,10472.0
14,2,10479.0
15,3,0.0
16,3,19363.0
17,2,0.0
18,2,10099.0
19,2,10118.0
20,2,10240.0
21,2,10314.0
22,3,17851.0
23,3,0.0
24,2,10238.0
25,3,16573.0
26,2,10199.0
27,2,0.0
28,2,10278.0
29,2,10105.0
30,2,0.0
31,3,15934.0
32,3,19292.5
33,3,17418.0
34,3,0.0
35,2,9508.0
36,2,0.0
37,2,9172.0
38,2,10049.0
39,3,16942.5
40,2,0.0
41,2,9850.0
42,2,9809.0
43,2,9924.0
44,2,0.0
45,2,10314.0
46,2,10223.0
47,2,9824.0
48,2,9875.0
49,2,9699.0
50,2,10008.0
51,3,0.0
52,2,0.0
53,2,10194.0
54,2,10086.0
55,2,9730.0
56,2,0.0
57,2,8972.0
58,3,13769.0
59,2,0.0
60,2,9473.0
61,3,14559.0
62,2,9461.0
63,2,9967.0
64,3,17162.5
65,1,0.0
66,2,10205.0
67,2,0.0
68,2,0.0
69,2,9918.0
70,2,0.0
71,2,8615.0
72,2,9484.0
73,2,0.0
74,2,0.0
75,1,0.0
76,1,3528.0
77,2,0.0
78,2,10040.0
79,2,9595.0
80,2,8627.0
81,1,3528.0
82,1,0.0
83,2,9418.0
84,1,3528.0
85,1,3528.0
86,2,0.0
87,2,9214.0
88,3,0.0
89,2,9606.0
90,2,9822.0
91,2,0.0
92,2,10039.0
93,2,9468.0
94,3,14736.5
95,2,9244.0
96,2,9665.0
97,2,9570.0
98,2,0.0
99,2,9003.0
100,2,9492.0
101,2,0.0
102,2,9241.0
103,2,8451.0
104,1,3528.0
105,2,9409.0
106,1,0.0
107,2,8972.0
108,2,9050.0
109,2,9778.0
110,2,9775.0
111,2,9092.0
112,1,3528.0
113,2,9930.0
114,2,10036.0
115,2,7838.0
116,1,3528.0
117,1,3528.0
118,2,8310.0
119,2,8748.0
120,2,8948.0
121,1,0.0
122,1,3528.0
123,2,9397.0
124,2,8873.0
125,2,0.0
126,1,3528.0
127,2,9474.0
128,1,0.0
129,2,9790.0
130,1,0.0
131,1,3528.0
132,1,3528.0
133,2,10011.0
134,1,3528.0
135,2,0.0
136,1,0.0
137,1,3528.0
138,2,8147.0
139,2,9710.0
140,3,13546.0
141,1,3528.0
142,2,7873.0
143,1,3528.0
144,1,3528.0
145,1,3528.0
146,1,3528.0
147,2,0.0
148,1,3528.0
149,1,3528.0
150,2,8352.0
151,1,3528.0
152,1,3528.0
153,1,2851.0
154,1,3528.0
155,1,3528.0
156,1,3528.0
157,2,0.0
158,1,0.0
159,1,3528.0
160,1,0.0
161,1,0.0
162,1,3528.0
163,1,3528.0
164,1,3528.0
165,1,3528.0
166,1,3528.0
167,1,0.0
168,1,3528.0
169,1,3528.0
170,1,0.0
171,1,3528.0
172,1,3528.0
173,2,9401.0
174,2,8254.0
175,1,3528.0
176,2,8047.0
177,2,9457.0
178,1,3528.0
179,1,3528.0
180,1,3528.0
181,2,0.0
182,1,3528.0
183,2,0.0
184,1,3528.0
185,3,14657.0
186,2,0.0
187,2,0.0
188,2,0.0
189,2,0.0
190,4,24915.0
191,2,8866.0
192,1,3528.0
193,2,8250.0
194,1,0.0
195,1,3528.0
196,1,3528.0
197,1,3528.0
198,1,3528.0
199,1,3528.0
200,2,8971.0
201,1,0.0
202,1,0.0
203,1,3528.0
204,1,0.0
205,1,0.0
206,1,0.0
207,1,0.0
208,1,3528.0
209,1,3528.0
210,1,0.0
211,1,3528.0
212,1,0.0
213,1,3528.0
214,1,3528.0
215,1,3528.0
216,2,8218.0
217,1,0.0
218,1,0.0
219,1,3528.0
220,1,1565.0
221,1,3528.0
222,1,3528.0
223,1,3528.0
224,2,8867.0
225,1,3528.0
226,1,3528.0
227,1,3528.0
228,1,3528.0
229,1,3528.0
230,3,0.0
231,1,0.0
232,1,3528.0
233,1,0.0
234,1,3528.0
235,1,3528.0
236,1,0.0
237,1,3528.0
238,1,0.0
239,1,3528.0
240,1,3528.0
241,1,0.0
242,2,7690.0
243,1,3528.0
244,1,3528.0
245,1,0.0
246,1,3528.0
247,1,3528.0
248,1,3528.0
249,1,3528.0
250,1,0.0
251,1,3528.0
252,1,3528.0
253,1,0.0
254,1,0.0
255,2,7190.0
256,2,8836.0
257,1,0.0
258,1,3528.0
259,1,3528.0
260,1,0.0
261,1,3528.0
262,1,0.0
263,1,3528.0
264,1,3528.0
265,1,3528.0
266,1,3528.0
267,1,3528.0
268,1,3528.0
269,1,3528.0
270,1,0.0
271,1,3528.0
272,1,0.0
273,1,3528.0
274,1,3528.0
275,1,3528.0
276,1,3528.0
277,2,0.0
278,1,3528.0
279,1,3528.0
280,1,3528.0
281,1,3528.0
282,1,3528.0
283,1,3528.0
284,1,3528.0
285,1,0.0
286,1,3528.0
287,1,3528.0
288,1,3528.0
289,1,3528.0
290,1,3528.0
291,1,3528.0
292,1,3528.0
293,1,3528.0
294,1,3528.0
295,1,3528.0
296,1,0.0
297,1,3528.0
298,1,3528.0
299,1,3528.0
300,1,3528.0
301,1,3528.0
302,1,0.0
303,1,0.0
304,1,0.0
305,1,3528.0
306,1,3528.0
307,1,3528.0
308,1,0.0
309,1,0.0
310,1,3528.0
311,1,3528.0
312,1,0.0
313,1,0.0
314,1,3528.0
315,1,0.0
316,2,8890.0
317,1,3528.0
318,1,0.0
319,1,3528.0
320,1,0.0
321,1,0.0
322,1,3528.0
323,1,3528.0
324,1,0.0
325,1,0.0
326,1,3528.0
327,1,3528.0
328,1,3528.0
329,1,0.0
330,1,3528.0
331,1,3528.0
332,1,0.0
333,1,3528.0
334,1,3528.0
335,1,3528.0
336,1,0.0
337,1,3528.0
338,1,0.0
339,1,3528.0
340,1,0.0
341,1,3528.0
342,1,3528.0
343,1,0.0
344,1,3528.0
345,1,3528.0
346,1,0.0
347,1,3528.0
348,1,3528.0
349,1,0.0
350,1,3528.0
351,1,3528.0
352,1,0.0
353,1,3528.0
354,1,3528.0
