og_coord,goldstar_coord,dist
"(3385.0, 2560.0)","(3432.0, 2526.0)",58.009
"(3516.0, 1157.0)","(3540.0, 1098.0)",63.695
"(2437.0, 824.0)","(2478.0, 774.0)",64.661
"(2567.0, 3889.0)","(2508.0, 3918.0)",65.742
"(3515.0, 1164.0)","(3540.0, 1098.0)",70.576
"(3007.0, 3349.0)","(2994.0, 3426.0)",78.09
"(2424.0, 832.0)","(2478.0, 774.0)",79.246
"(3574.0, 1026.0)","(3540.0, 1098.0)",79.624
"(3500.0, 2573.0)","(3432.0, 2526.0)",82.662
"(3034.0, 2834.0)","(3030.0, 2928.0)",94.085
"(3024.0, 2831.0)","(3030.0, 2928.0)",97.185
"(2497.0, 4015.0)","(2508.0, 3918.0)",97.622
"(3346.0, 2580.0)","(3432.0, 2526.0)",101.548
"(3936.0, 2031.0)","(3900.0, 1932.0)",105.342
"(3058.0, 1238.0)","(3024.0, 1338.0)",105.622
"(3470.0, 2627.0)","(3432.0, 2526.0)",107.912
"(3953.0, 1833.0)","(3900.0, 1932.0)",112.294
"(2880.0, 3422.0)","(2994.0, 3426.0)",114.07
"(3800.0, 2483.0)","(3684.0, 2472.0)",116.52
"(2278.0, 3486.0)","(2304.0, 3600.0)",116.927
"(2331.0, 2442.0)","(2254.0, 2534.0)",119.971
"(3656.0, 1130.0)","(3540.0, 1098.0)",120.333
"(3435.0, 1157.0)","(3540.0, 1098.0)",120.441
"(3313.0, 2498.0)","(3432.0, 2526.0)",122.25
"(3053.0, 2807.0)","(3030.0, 2928.0)",123.167
"(3532.0, 1222.0)","(3540.0, 1098.0)",124.258
"(3806.0, 2505.0)","(3684.0, 2472.0)",126.384
"(3790.0, 1995.0)","(3900.0, 1932.0)",126.764
"(3915.0, 2059.0)","(3900.0, 1932.0)",127.883
"(1568.0, 2972.0)","(1554.0, 3102.0)",130.752
"(2321.0, 2649.0)","(2254.0, 2534.0)",133.094
"(3523.0, 1231.0)","(3540.0, 1098.0)",134.082
"(3803.0, 2409.0)","(3684.0, 2472.0)",134.648
"(3735.0, 2346.0)","(3684.0, 2472.0)",135.93
"(3786.0, 2564.0)","(3684.0, 2472.0)",137.361
"(1691.0, 3090.0)","(1554.0, 3102.0)",137.525
"(3777.0, 1867.0)","(3900.0, 1932.0)",139.119
"(3635.0, 1201.0)","(3540.0, 1098.0)",140.121
"(2879.0, 3345.0)","(2994.0, 3426.0)",140.663
"(3323.0, 2435.0)","(3432.0, 2526.0)",141.993
"(3578.0, 1238.0)","(3540.0, 1098.0)",145.066
"(3604.0, 1229.0)","(3540.0, 1098.0)",145.798
"(3014.0, 3573.0)","(2994.0, 3426.0)",148.354
"(3601.0, 2597.0)","(3684.0, 2472.0)",150.047
"(3580.0, 2363.0)","(3684.0, 2472.0)",150.655
"(2950.0, 2797.0)","(3030.0, 2928.0)",153.496
"(3510.0, 2393.0)","(3432.0, 2526.0)",154.185
"(2464.0, 4066.0)","(2508.0, 3918.0)",154.402
"(3133.0, 3497.0)","(2994.0, 3426.0)",156.083
"(3999.0, 1807.0)","(3900.0, 1932.0)",159.455
"(3845.0, 2487.0)","(3684.0, 2472.0)",161.697
"(3049.0, 3579.0)","(2994.0, 3426.0)",162.585
"(2363.0, 3839.0)","(2508.0, 3918.0)",165.124
"(2315.0, 741.0)","(2478.0, 774.0)",166.307
"(3834.0, 2546.0)","(3684.0, 2472.0)",167.26
"(2474.0, 942.0)","(2478.0, 774.0)",168.048
"(2947.0, 1947.0)","(3006.0, 1788.0)",169.594
"(1698.0, 3192.0)","(1554.0, 3102.0)",169.812
"(3705.0, 1143.0)","(3540.0, 1098.0)",171.026
"(3960.0, 1771.0)","(3900.0, 1932.0)",171.817
"(3463.0, 1252.0)","(3540.0, 1098.0)",172.177
"(3857.0, 2459.0)","(3684.0, 2472.0)",173.488
"(2875.0, 1432.0)","(3024.0, 1338.0)",176.173
"(1594.0, 3279.0)","(1554.0, 3102.0)",181.463
"(4072.0, 1995.0)","(3900.0, 1932.0)",183.175
"(3032.0, 3606.0)","(2994.0, 3426.0)",183.967
"(1728.0, 3165.0)","(1554.0, 3102.0)",185.054
"(2959.0, 3243.0)","(2994.0, 3426.0)",186.317
"(2573.0, 3743.0)","(2508.0, 3918.0)",186.682
"(4006.0, 2087.0)","(3900.0, 1932.0)",187.779
"(2871.0, 3284.0)","(2994.0, 3426.0)",187.864
"(3126.0, 1643.0)","(3006.0, 1788.0)",188.215
"(2873.0, 1453.0)","(3024.0, 1338.0)",189.805
"(2385.0, 3773.0)","(2508.0, 3918.0)",190.142
"(3765.0, 1798.0)","(3900.0, 1932.0)",190.213
"(2601.0, 3751.0)","(2508.0, 3918.0)",191.149
"(2668.0, 3808.0)","(2508.0, 3918.0)",194.165
"(3376.0, 1204.0)","(3540.0, 1098.0)",195.274
"(3222.0, 1340.0)","(3024.0, 1338.0)",198.01
"(3706.0, 2669.0)","(3684.0, 2472.0)",198.225
"(3339.0, 1107.0)","(3540.0, 1098.0)",201.201
"(2141.0, 3482.0)","(2304.0, 3600.0)",201.229
"(3209.0, 1258.0)","(3024.0, 1338.0)",201.556
