og_coord,closest_coord,dist
"(550, 157)","(550.0, 157.0)",0.0
"(2554, 1013)","(2554.0, 1013.0)",0.0
"(1858, 1861)","(1858.0, 1861.0)",0.0
"(1190, 1230)","(1190.0, 1230.0)",0.0
"(1720, 690)","(1720.0, 690.0)",0.0
"(1736, 580)","(1736.0, 580.0)",0.0
"(495, 1153)","(495.0, 1153.0)",0.0
"(2765, 293)","(2765.0, 293.0)",0.0
"(322, 393)","(322.0, 393.0)",0.0
"(3505, 2004)","(3505.0, 2004.0)",0.0
"(3383, 1535)","(3383.0, 1535.0)",0.0
"(2215, 3258)","(2215.0, 3258.0)",0.0
"(1906, 3388)","(1906.0, 3388.0)",0.0
"(1595, 1332)","(1595.0, 1332.0)",0.0
"(3524, 3552)","(3524.0, 3552.0)",0.0
"(514, 1119)","(514.0, 1119.0)",0.0
"(2693, 3167)","(2693.0, 3167.0)",0.0
"(3452, 175)","(3452.0, 175.0)",0.0
"(1299, 1423)","(1299.0, 1423.0)",0.0
"(3285, 2100)","(3285.0, 2100.0)",0.0
"(1666, 531)","(1666.0, 531.0)",0.0
"(235, 1983)","(235.0, 1983.0)",0.0
"(2132, 1623)","(2132.0, 1623.0)",0.0
"(907, 116)","(907.0, 116.0)",0.0
"(1445, 803)","(1445.0, 803.0)",0.0
"(2896, 2027)","(2896.0, 2027.0)",0.0
"(86, 484)","(86.0, 484.0)",0.0
"(2250, 1784)","(2250.0, 1784.0)",0.0
"(1914, 3255)","(1914.0, 3255.0)",0.0
"(2446, 45)","(2446.0, 45.0)",0.0
"(2777, 3531)","(2777.0, 3531.0)",0.0
"(2061, 2099)","(2061.0, 2099.0)",0.0
"(577, 3116)","(577.0, 3116.0)",0.0
"(3132, 446)","(3132.0, 446.0)",0.0
"(1245, 1036)","(1245.0, 1036.0)",0.0
"(191, 567)","(191.0, 567.0)",0.0
"(1013, 1590)","(1013.0, 1590.0)",0.0
"(2091, 1808)","(2091.0, 1808.0)",0.0
"(3447, 2714)","(3447.0, 2714.0)",0.0
"(3549, 3414)","(3549.0, 3414.0)",0.0
"(3301, 3661)","(3301.0, 3661.0)",0.0
"(2822, 2098)","(2822.0, 2098.0)",0.0
"(655, 319)","(655.0, 319.0)",0.0
"(444, 64)","(444.0, 64.0)",0.0
"(736, 3100)","(736.0, 3100.0)",0.0
"(1005, 3353)","(1005.0, 3353.0)",0.0
"(2775, 1227)","(2775.0, 1227.0)",0.0
"(2763, 606)","(2763.0, 606.0)",0.0
"(899, 3579)","(899.0, 3579.0)",0.0
"(856, 43)","(856.0, 43.0)",0.0
"(287, 3579)","(287.0, 3579.0)",0.0
"(811, 3561)","(811.0, 3561.0)",0.0
"(3019, 2009)","(3019.0, 2009.0)",0.0
"(533, 2594)","(533.0, 2594.0)",0.0
"(3377, 2863)","(3377.0, 2863.0)",0.0
"(1705, 1991)","(1705.0, 1991.0)",0.0
"(2164, 2479)","(2164.0, 2479.0)",0.0
"(2918, 1763)","(2918.0, 1763.0)",0.0
"(3019, 65)","(3019.0, 65.0)",0.0
"(2533, 3473)","(2533.0, 3473.0)",0.0
"(3334, 2101)","(3334.0, 2101.0)",0.0
"(1822, 796)","(1822.0, 796.0)",0.0
"(3210, 111)","(3210.0, 111.0)",0.0
"(837, 1123)","(837.0, 1123.0)",0.0
"(2450, 3126)","(2450.0, 3126.0)",0.0
"(2932, 3790)","(2932.0, 3790.0)",0.0
"(324, 1626)","(324.0, 1626.0)",0.0
"(2751, 2486)","(2751.0, 2486.0)",0.0
"(238, 2408)","(238.0, 2408.0)",0.0
"(1780, 786)","(1780.0, 786.0)",0.0
"(800, 1647)","(800.0, 1647.0)",0.0
"(2494, 3058)","(2494.0, 3058.0)",0.0
"(2990, 3752)","(2990.0, 3752.0)",0.0
"(3103, 2404)","(3103.0, 2404.0)",0.0
"(413, 352)","(413.0, 352.0)",0.0
"(3565, 1764)","(3565.0, 1764.0)",0.0
"(2269, 244)","(2269.0, 244.0)",0.0
"(2441, 239)","(2441.0, 239.0)",0.0
"(2564, 1610)","(2564.0, 1610.0)",0.0
"(3535, 327)","(3535.0, 327.0)",0.0
"(1593, 688)","(1593.0, 688.0)",0.0
"(2375, 2634)","(2375.0, 2634.0)",0.0
"(137, 3562)","(137.0, 3562.0)",0.0
"(2993, 3583)","(2993.0, 3583.0)",0.0
"(2732, 23)","(2732.0, 23.0)",0.0
"(695, 2037)","(695.0, 2037.0)",0.0
"(3522, 3622)","(3522.0, 3622.0)",0.0
"(1324, 3256)","(1324.0, 3256.0)",0.0
"(1121, 3579)","(1121.0, 3579.0)",0.0
"(2523, 3199)","(2523.0, 3199.0)",0.0
"(479, 3495)","(479.0, 3495.0)",0.0
"(3059, 1504)","(3059.0, 1504.0)",0.0
"(1601, 1261)","(1601.0, 1261.0)",0.0
"(1396, 392)","(1396.0, 392.0)",0.0
"(849, 1822)","(849.0, 1822.0)",0.0
"(2665, 2317)","(2665.0, 2317.0)",0.0
"(1027, 760)","(1027.0, 760.0)",0.0
"(2155, 2660)","(2155.0, 2660.0)",0.0
"(3543, 265)","(3543.0, 265.0)",0.0
"(3112, 1464)","(3112.0, 1464.0)",0.0
"(3223, 1122)","(3223.0, 1122.0)",0.0
"(83, 1533)","(83.0, 1533.0)",0.0
"(3279, 2206)","(3279.0, 2206.0)",0.0
"(2593, 2409)","(2593.0, 2409.0)",0.0
"(231, 1972)","(231.0, 1972.0)",0.0
"(3182, 3263)","(3182.0, 3263.0)",0.0
"(3062, 3746)","(3062.0, 3746.0)",0.0
"(2732, 2477)","(2732.0, 2477.0)",0.0
"(2758, 3359)","(2758.0, 3359.0)",0.0
"(1335, 602)","(1335.0, 602.0)",0.0
"(2801, 3354)","(2801.0, 3354.0)",0.0
"(2217, 2165)","(2217.0, 2165.0)",0.0
"(2000, 109)","(2000.0, 109.0)",0.0
"(2393, 2342)","(2393.0, 2342.0)",0.0
"(1638, 2857)","(1638.0, 2857.0)",0.0
"(2207, 3191)","(2207.0, 3191.0)",0.0
"(2078, 1494)","(2078.0, 1494.0)",0.0
"(1910, 3223)","(1910.0, 3223.0)",0.0
"(870, 1926)","(870.0, 1926.0)",0.0
"(2429, 782)","(2429.0, 782.0)",0.0
"(3562, 343)","(3562.0, 343.0)",0.0
"(372, 1670)","(372.0, 1670.0)",0.0
"(2275, 1810)","(2275.0, 1810.0)",0.0
"(3195, 3288)","(3195.0, 3288.0)",0.0
"(858, 981)","(858.0, 981.0)",0.0
"(878, 1482)","(878.0, 1482.0)",0.0
"(2566, 584)","(2566.0, 584.0)",0.0
"(221, 1645)","(221.0, 1645.0)",0.0
"(1524, 3203)","(1524.0, 3203.0)",0.0
"(3343, 141)","(3343.0, 141.0)",0.0
"(249, 193)","(249.0, 193.0)",0.0
"(216, 520)","(216.0, 520.0)",0.0
"(2369, 2507)","(2369.0, 2507.0)",0.0
"(1794, 2122)","(1794.0, 2122.0)",0.0
"(2197, 185)","(2197.0, 185.0)",0.0
"(1456, 1164)","(1456.0, 1164.0)",0.0
"(1238, 2552)","(1238.0, 2552.0)",0.0
"(2514, 3828)","(2514.0, 3828.0)",0.0
"(1751, 673)","(1751.0, 673.0)",0.0
"(1060, 2494)","(1060.0, 2494.0)",0.0
"(1960, 1721)","(1960.0, 1721.0)",0.0
"(2572, 1816)","(2572.0, 1816.0)",0.0
"(2680, 1308)","(2680.0, 1308.0)",0.0
"(2500, 1739)","(2500.0, 1739.0)",0.0
"(1144, 1090)","(1144.0, 1090.0)",0.0
"(3112, 1539)","(3112.0, 1539.0)",0.0
"(2368, 2167)","(2368.0, 2167.0)",0.0
"(225, 2472)","(225.0, 2472.0)",0.0
"(216, 2015)","(216.0, 2015.0)",0.0
"(1882, 897)","(1882.0, 897.0)",0.0
"(3022, 1738)","(3022.0, 1738.0)",0.0
"(3129, 2514)","(3129.0, 2514.0)",0.0
"(268, 3551)","(268.0, 3551.0)",0.0
"(1051, 2176)","(1051.0, 2176.0)",0.0
"(2432, 3076)","(2432.0, 3076.0)",0.0
"(1042, 3259)","(1042.0, 3259.0)",0.0
"(185, 2050)","(185.0, 2050.0)",0.0
"(2110, 933)","(2110.0, 933.0)",0.0
"(2372, 3551)","(2372.0, 3551.0)",0.0
"(2886, 1019)","(2886.0, 1019.0)",0.0
"(3533, 534)","(3533.0, 534.0)",0.0
"(402, 2256)","(402.0, 2256.0)",0.0
"(2887, 1009)","(2886.0, 1019.0)",10.05
"(711, 1969)","(698.0, 1967.0)",13.153
"(698, 1967)","(711.0, 1969.0)",13.153
"(3033, 60)","(3019.0, 65.0)",14.866
"(3334, 2116)","(3334.0, 2101.0)",15.0
"(1465, 1151)","(1456.0, 1164.0)",15.811
"(2863, 3786)","(2875.0, 3771.0)",19.209
"(2875, 3771)","(2863.0, 3786.0)",19.209
"(1610, 698)","(1593.0, 688.0)",19.723
"(3143, 91)","(3143.0, 71.0)",20.0
"(3143, 71)","(3143.0, 91.0)",20.0
"(1277, 1424)","(1299.0, 1423.0)",22.023
"(2654, 3355)","(2676.0, 3349.0)",22.804
"(2676, 3349)","(2654.0, 3355.0)",22.804
"(2866, 999)","(2887.0, 1009.0)",23.259
