og_coord,starfish_coord,dist
"(5659, 5790)","(5629.032, 5827.056)",47.657
"(4365, 4312)","(4331.664, 4347.648)",48.806
"(4794, 5343)","(4755.24, 5380.392)",53.856
"(4275, 4285)","(4305.912, 4331.664)",55.974
"(2885, 3023)","(2848.704, 2978.352)",57.54
"(2917, 2960)","(2848.704, 2978.352)",70.719
"(2928, 2171)","(2996.112, 2148.96)",71.589
"(4713, 5277)","(4715.28, 5350.2)",73.235
"(2790, 2926)","(2848.704, 2978.352)",78.657
"(2668, 2305)","(2690.64, 2381.616)",79.891
"(7813, 7193)","(7787.76, 7112.88)",84.002
"(6740, 6688)","(6673.32, 6740.808)",85.058
"(6481, 6024)","(6551.664, 5976.24)",85.29
"(5080, 5727)","(4993.224, 5758.68)",92.378
"(8150, 7219)","(8095.896, 7325.112)",119.109
"(6790, 5958)","(6715.056, 6052.608)",120.695
"(7208, 7505)","(7238.088, 7387.272)",121.512
"(4457, 4352)","(4331.664, 4347.648)",125.412
"(4733, 5226)","(4715.28, 5350.2)",125.458
"(7863, 7216)","(7787.76, 7112.88)",127.651
"(1484, 949)","(1408.368, 1056.72)",131.62
"(5011, 4896)","(5128.2, 4966.584)",136.814
"(6280, 5700)","(6141.408, 5685.864)",139.311
"(2598, 1569)","(2682.648, 1458.096)",139.517
"(3868, 3691)","(3769.56, 3591.96)",139.64
"(5002, 5488)","(5067.816, 5359.08)",144.748
"(4291, 4023)","(4331.664, 4164.72)",147.439
"(6585, 6865)","(6673.32, 6740.808)",152.394
"(8137, 7178)","(8095.896, 7325.112)",152.746
"(2900, 2389)","(2746.584, 2391.384)",153.435
"(7655, 7030)","(7787.76, 7112.88)",156.507
"(2595, 2512)","(2690.64, 2381.616)",161.7
"(5045, 5600)","(4993.224, 5758.68)",166.913
"(4823, 4984)","(4677.096, 5065.152)",166.954
"(2066, 946)","(2213.784, 1030.08)",170.028
"(3161, 3430)","(3126.648, 3599.952)",173.389
"(4589, 4845)","(4407.144, 4847.592)",181.874
"(2938, 2365)","(2746.584, 2391.384)",193.226
"(5208, 5533)","(5214.336, 5338.656)",194.447
"(5374, 5461)","(5245.416, 5310.24)",198.147
"(4715, 4869)","(4677.096, 5065.152)",199.781
"(4052, 4287)","(4081.248, 4085.688)",203.426
"(5362, 5006)","(5160.168, 4963.92)",206.172
"(6430, 5806)","(6551.664, 5976.24)",209.246
"(2321, 2003)","(2529.912, 2037.072)",211.672
"(7983, 6843)","(7890.768, 7040.064)",217.58
"(2234, 2125)","(2419.8, 2242.2)",219.676
"(2323, 1962)","(2529.912, 2037.072)",220.11
"(4145, 5292)","(3922.296, 5215.224)",235.567
"(3654, 3300)","(3885.888, 3348.648)",236.936
"(3609, 3414)","(3769.56, 3591.96)",239.686
"(4087, 4557)","(4187.808, 4779.216)",244.013
"(7251, 7031)","(7237.2, 7281.6)",250.98
"(3951, 4679)","(4187.808, 4779.216)",257.141
"(4989, 4680)","(4795.2, 4505.712)",260.643
"(3394, 3736)","(3147.072, 3638.136)",265.614
"(4183, 5300)","(3922.296, 5215.224)",274.141
"(5007, 4681)","(4795.2, 4505.712)",274.927
"(5257, 5665)","(4993.224, 5758.68)",279.917
"(5276, 5773)","(4993.224, 5758.68)",283.138
"(2322, 1327)","(2233.32, 1040.736)",299.685
"(2969, 2703)","(2848.704, 2978.352)",300.483
"(5994, 5950)","(6141.408, 5685.864)",302.485
"(2438, 1269)","(2233.32, 1040.736)",306.592
"(7727, 7420)","(7787.76, 7112.88)",313.073
"(3453, 3524)","(3145.296, 3623.928)",323.523
"(5755, 6130)","(5629.032, 5827.056)",328.09
"(3036, 2703)","(2848.704, 2978.352)",333.014
"(2348, 1411)","(2682.648, 1458.096)",337.946
"(3140, 2504)","(3009.432, 2172.048)",356.707
"(2391, 1686)","(2559.216, 2013.096)",367.816
"(3198, 2497)","(3009.432, 2172.048)",375.702
"(7057, 6738)","(6673.32, 6740.808)",383.69
"(7228, 6897)","(7237.2, 7281.6)",384.71
"(2211, 1815)","(2529.912, 2037.072)",388.614
"(1206, 670)","(1408.368, 1056.72)",436.469
"(6164, 6183)","(6551.664, 5976.24)",439.355
"(5981, 6154)","(5629.032, 5827.056)",480.389
"(3357, 2859)","(2848.704, 2978.352)",522.12
"(2120, 1686)","(2529.912, 2037.072)",539.703
"(2069, 1571)","(2233.32, 1040.736)",555.14
"(1818, 538)","(2213.784, 1030.08)",631.496
