og_coord,starfish_coord,dist
"(2718, 1998)","(2726.0, 2002.0)",8.944
"(1626, 1069)","(1626.0, 1080.0)",11.0
"(6120, 5820)","(6136.0, 5806.0)",21.26
"(7579, 7527)","(7590.0, 7553.0)",28.231
"(5192, 5754)","(5163.0, 5739.0)",32.65
"(4136, 4104)","(4169.0, 4092.0)",35.114
"(4871, 4393)","(4827.0, 4379.0)",46.174
"(6093, 5823)","(6136.0, 5806.0)",46.239
"(3872, 4430)","(3849.0, 4472.0)",47.885
"(1427, 1112)","(1384.0, 1084.0)",51.313
"(1776, 1333)","(1743.0, 1382.0)",59.076
"(3579, 3183)","(3524.0, 3160.0)",59.615
"(5523, 5940)","(5511.0, 5877.0)",64.133
"(3242, 2760)","(3197.0, 2708.0)",68.768
"(4132, 4246)","(4191.0, 4282.0)",69.116
"(2069, 1690)","(2110.0, 1628.0)",74.33
"(6580, 6442)","(6538.0, 6379.0)",75.717
"(3572, 4124)","(3649.0, 4115.0)",77.524
"(7675, 6771)","(7746.0, 6739.0)",77.878
"(6215, 6107)","(6295.0, 6119.0)",80.895
"(3946, 4082)","(3986.0, 4002.0)",89.443
"(4120, 4340)","(4191.0, 4282.0)",91.679
"(3262, 2642)","(3197.0, 2708.0)",92.634
"(7166, 6919)","(7086.0, 6974.0)",97.082
"(3157, 2617)","(3197.0, 2708.0)",99.403
"(2123, 1282)","(2176.0, 1195.0)",101.872
"(1728, 1074)","(1626.0, 1080.0)",102.176
"(2911, 2772)","(3014.0, 2782.0)",103.484
"(3559, 4167)","(3649.0, 4115.0)",103.942
"(6127, 5615)","(6201.0, 5538.0)",106.794
"(6201, 5648)","(6201.0, 5538.0)",110.0
"(2128, 980)","(2053.0, 1068.0)",115.624
"(4074, 4234)","(4003.0, 4332.0)",121.017
"(4973, 5105)","(4899.0, 5207.0)",126.016
"(6001, 6285)","(5925.0, 6387.0)",127.201
"(2619, 2460)","(2507.0, 2394.0)",130.0
"(3812, 3716)","(3858.0, 3843.0)",135.074
"(7274, 7134)","(7384.0, 7224.0)",142.127
"(2033, 1350)","(2157.0, 1426.0)",145.437
"(2617, 2292)","(2554.0, 2160.0)",146.263
"(2742, 2172)","(2829.0, 2053.0)",147.411
"(5426, 5450)","(5422.0, 5301.0)",149.054
"(4958, 4454)","(4827.0, 4379.0)",150.95
"(7352, 7073)","(7384.0, 7224.0)",154.353
"(5572, 5259)","(5422.0, 5301.0)",155.769
"(3167, 2554)","(3197.0, 2708.0)",156.895
"(6733, 6337)","(6570.0, 6335.0)",163.012
"(7243, 7312)","(7384.0, 7224.0)",166.208
"(3566, 2996)","(3524.0, 3160.0)",169.293
"(4089, 4487)","(4003.0, 4332.0)",177.26
"(5164, 5116)","(5323.0, 5204.0)",181.728
"(5324, 5458)","(5422.0, 5301.0)",185.076
"(5705, 5493)","(5725.0, 5679.0)",187.072
"(5378, 5743)","(5511.0, 5877.0)",188.799
"(2931, 2214)","(2829.0, 2053.0)",190.591
"(4085, 5326)","(3930.0, 5212.0)",192.408
"(3804, 4241)","(3649.0, 4115.0)",199.752
"(3038, 2216)","(3002.0, 2414.0)",201.246
"(4625, 4361)","(4827.0, 4379.0)",202.8
"(1913, 1218)","(2053.0, 1068.0)",205.183
"(2816, 2723)","(3014.0, 2782.0)",206.603
"(4280, 4766)","(4487.0, 4743.0)",208.274
"(5496, 5082)","(5323.0, 5204.0)",211.691
"(6083, 6594)","(6203.0, 6773.0)",215.502
"(4606, 4312)","(4827.0, 4379.0)",230.933
"(4667, 5164)","(4899.0, 5207.0)",235.951
"(4258, 5228)","(4429.0, 5059.0)",240.42
"(4840, 4963)","(4899.0, 5207.0)",251.032
"(3955, 4703)","(3849.0, 4472.0)",254.159
"(5904, 6053)","(5673.0, 5943.0)",255.853
"(6530, 7045)","(6576.0, 6792.0)",257.148
"(5591, 5105)","(5422.0, 5301.0)",258.799
"(5156, 4999)","(5323.0, 5204.0)",264.413
"(4133, 5386)","(3930.0, 5212.0)",267.367
"(3743, 3319)","(3524.0, 3160.0)",270.633
"(6829, 6072)","(6655.0, 5849.0)",282.852
"(7671, 7054)","(7746.0, 6739.0)",323.805
"(3163, 3716)","(3495.0, 3655.0)",337.557
"(2667, 2934)","(3014.0, 2782.0)",378.831
"(7987, 7042)","(7746.0, 6739.0)",387.156
"(7882, 7222)","(7590.0, 7553.0)",441.39
"(1561, 637)","(1626.0, 1080.0)",447.743
