og_centroid,closest_centroid,dist,cluster_id
"(1.45, 2.645)","(1.485, 2.708)",0.072,0
"(1.485, 2.708)","(1.45, 2.645)",0.072,29
"(1.386, 1.436)","(1.312, 1.465)",0.08,48
"(1.312, 1.465)","(1.386, 1.436)",0.08,24
"(1.737, 2.574)","(1.816, 2.552)",0.081,44
"(1.816, 2.552)","(1.737, 2.574)",0.081,12
"(2.771, 1.372)","(2.758, 1.291)",0.082,17
"(2.758, 1.291)","(2.771, 1.372)",0.082,35
"(0.583, 0.964)","(0.653, 0.917)",0.084,81
"(0.653, 0.917)","(0.583, 0.964)",0.084,49
"(3.099, 3.307)","(3.066, 3.225)",0.088,184
"(3.066, 3.225)","(3.099, 3.307)",0.088,1
"(2.828, 3.693)","(2.745, 3.652)",0.093,163
"(2.745, 3.652)","(2.828, 3.693)",0.093,52
"(2.064, 2.826)","(1.99, 2.769)",0.093,14
"(1.99, 2.769)","(2.064, 2.826)",0.093,45
"(2.26, 0.895)","(2.341, 0.95)",0.098,20
"(2.341, 0.95)","(2.26, 0.895)",0.098,101
"(1.665, 2.496)","(1.737, 2.574)",0.106,66
"(1.209, 1.494)","(1.312, 1.465)",0.107,47
"(1.483, 1.389)","(1.386, 1.436)",0.108,21
"(1.483, 1.736)","(1.385, 1.789)",0.111,46
"(1.385, 1.789)","(1.483, 1.736)",0.111,50
"(1.296, 2.44)","(1.188, 2.465)",0.111,5
"(1.188, 2.465)","(1.296, 2.44)",0.111,37
"(1.533, 1.106)","(1.54, 1.219)",0.113,74
"(1.54, 1.219)","(1.533, 1.106)",0.113,42
"(2.098, 1.29)","(1.984, 1.316)",0.116,34
"(1.984, 1.316)","(2.098, 1.29)",0.116,53
"(0.933, 0.997)","(0.847, 0.917)",0.118,31
"(0.847, 0.917)","(0.933, 0.997)",0.118,15
"(1.872, 1.276)","(1.984, 1.316)",0.119,39
"(2.971, 3.362)","(3.099, 3.307)",0.139,25
"(1.362, 1.65)","(1.385, 1.789)",0.141,8
"(1.759, 1.368)","(1.872, 1.276)",0.146,32
"(1.84, 2.007)","(1.85, 1.861)",0.147,62
"(1.85, 1.861)","(1.84, 2.007)",0.147,18
"(1.308, 1.95)","(1.45, 1.996)",0.149,63
"(1.45, 1.996)","(1.308, 1.95)",0.149,16
"(1.888, 2.41)","(1.816, 2.552)",0.16,3
"(1.25, 2.286)","(1.296, 2.44)",0.161,6
"(1.306, 2.735)","(1.45, 2.645)",0.17,26
"(3.064, 4.142)","(3.027, 3.969)",0.177,130
"(3.027, 3.969)","(3.064, 4.142)",0.177,94
"(0.788, 1.102)","(0.933, 0.997)",0.179,61
"(2.152, 2.561)","(2.33, 2.588)",0.18,43
"(2.33, 2.588)","(2.152, 2.561)",0.18,19
"(3.269, 3.386)","(3.099, 3.307)",0.188,22
"(2.015, 2.077)","(1.84, 2.007)",0.188,30
"(1.126, 1.049)","(1.315, 1.052)",0.189,7
"(1.315, 1.052)","(1.126, 1.049)",0.189,9
"(3.241, 4.07)","(3.064, 4.142)",0.191,4
"(3.13, 3.688)","(3.299, 3.595)",0.193,10
"(3.299, 3.595)","(3.13, 3.688)",0.193,91
"(1.651, 2.053)","(1.84, 2.007)",0.195,23
"(2.222, 1.911)","(2.313, 2.084)",0.196,11
"(2.313, 2.084)","(2.222, 1.911)",0.196,96
"(0.48, 1.137)","(0.583, 0.964)",0.201,41
"(1.784, 2.228)","(1.888, 2.41)",0.21,97
"(0.593, 2.487)","(0.394, 2.603)",0.231,27
"(0.394, 2.603)","(0.593, 2.487)",0.231,99
"(1.294, 0.81)","(1.315, 1.052)",0.243,64
"(2.53, 3.499)","(2.745, 3.652)",0.264,2
"(2.597, 2.538)","(2.33, 2.588)",0.272,13
"(0.871, 2.44)","(0.593, 2.487)",0.282,36
"(2.328, 1.642)","(2.222, 1.911)",0.289,56
"(0.691, 1.426)","(0.788, 1.102)",0.338,40
"(2.506, 2.894)","(2.33, 2.588)",0.352,38
