og_coord,astar_coord,goldstar_dist,astar_dist,smoothed_dist,dist
"(3295.0, 2583.0)","(3240.0, 2590.0)",55.737737019007135,0.0,0.0,55.738
"(1022.0, 4638.0)","(988.0, 4682.0)",55.85429553758609,0.0,0.0,55.854
"(3252.0, 2645.0)","(3240.0, 2590.0)",56.293871780150276,0.0,0.0,56.294
"(2879.0, 3001.0)","(2893.0, 2941.0)",61.69459400952392,0.0,0.0,61.695
"(2853.0, 2991.0)","(2893.0, 2941.0)",63.81442708353655,0.0,0.0,63.814
"(1539.0, 4053.0)","(1540.0, 4120.0)",66.31144891344194,0.0,0.0,66.311
"(3155.0, 2803.0)","(3180.0, 2741.0)",66.85057965343307,0.0,0.0,66.851
"(3302.0, 2620.0)","(3240.0, 2590.0)",68.87670143089025,0.0,0.0,68.877
"(1511.0, 4049.0)","(1540.0, 4120.0)",76.2530938978872,0.0,0.0,76.253
"(3245.0, 2671.0)","(3240.0, 2590.0)",81.15417426109393,0.0,0.0,81.154
"(1496.0, 4049.0)","(1540.0, 4120.0)",83.35966230737758,0.0,0.0,83.36
"(2150.0, 3251.0)","(2224.0, 3294.0)",85.06399107730589,0.0,0.0,85.064
"(1545.0, 4035.0)","(1540.0, 4120.0)",85.08974275434123,0.0,0.0,85.09
"(2129.0, 3275.0)","(2224.0, 3294.0)",96.82803880075225,0.0,0.0,96.828
"(3272.0, 2684.0)","(3240.0, 2590.0)",99.29753269845128,0.0,0.0,99.298
"(1530.0, 4011.0)","(1540.0, 4120.0)",109.10619036974961,0.0,0.0,109.106
"(2817.0, 3024.0)","(2893.0, 2941.0)",112.8910845771269,0.0,0.0,112.891
"(894.0, 4749.0)","(988.0, 4682.0)",115.2899553300287,0.0,0.0,115.29
"(3346.0, 2639.0)","(3240.0, 2590.0)",117.32744478594928,0.0,0.0,117.327
"(3094.0, 2656.0)","(3180.0, 2741.0)",120.91732712891069,0.0,0.0,120.917
"(2791.0, 3010.0)","(2893.0, 2941.0)",122.7201265522489,0.0,0.0,122.72
"(2845.0, 3056.0)","(2893.0, 2941.0)",124.35793054727151,0.0,0.0,124.358
"(2940.0, 3054.0)","(2880.0, 2928.0)",121.85236969382254,176.0,127.64143980232575,127.641
"(3350.0, 2657.0)","(3240.0, 2590.0)",129.48673580332462,0.0,0.0,129.487
"(2077.0, 3541.0)","(2132.0, 3660.0)",131.0953851209111,0.0,0.0,131.095
"(1486.0, 3996.0)","(1540.0, 4120.0)",134.98800939713138,0.0,0.0,134.988
"(1581.0, 3991.0)","(1540.0, 4120.0)",135.35157317150038,0.0,0.0,135.352
"(2761.0, 2900.0)","(2893.0, 2941.0)",137.30285993379766,0.0,0.0,137.303
"(2087.0, 3530.0)","(2132.0, 3660.0)",137.56816492197603,0.0,0.0,137.568
"(885.0, 4776.0)","(988.0, 4682.0)",139.4417121595975,0.0,0.0,139.442
"(3353.0, 2671.0)","(3240.0, 2590.0)",139.5236043721634,0.0,0.0,139.524
"(3347.0, 2682.0)","(3240.0, 2590.0)",141.81655157632343,0.0,0.0,141.817
"(4530.0, 1450.0)","(4392.0, 1488.0)",143.65294253164467,0.0,0.0,143.653
"(4478.0, 1372.0)","(4392.0, 1488.0)",144.47389240274498,0.0,0.0,144.474
"(701.0, 6058.0)","(582.0, 6142.0)",146.21676114932905,0.0,0.0,146.217
"(3380.0, 2639.0)","(3240.0, 2590.0)",148.5626751845831,0.0,0.0,148.563
"(4775.0, 1110.0)","(4836.0, 1248.0)",150.88074761214565,0.0,0.0,150.881
"(2849.0, 3087.0)","(2893.0, 2941.0)",152.43678277896066,0.0,0.0,152.437
"(3388.0, 2629.0)","(3240.0, 2590.0)",153.1587034288289,0.0,0.0,153.159
"(4724.0, 1141.0)","(4836.0, 1248.0)",154.76302602689026,0.0,0.0,154.763
"(740.0, 6129.0)","(582.0, 6142.0)",159.44800311700357,0.0,0.0,159.448
"(2820.0, 3083.0)","(2893.0, 2941.0)",159.82072832082818,0.0,0.0,159.821
"(2884.0, 3099.0)","(2880.0, 2928.0)",160.0,176.0,160.0,160.0
"(2754.0, 3022.0)","(2893.0, 2941.0)",160.31261676175083,0.0,0.0,160.313
"(3377.0, 2673.0)","(3240.0, 2590.0)",160.4870511162819,0.0,0.0,160.487
"(2920.0, 3100.0)","(2880.0, 2928.0)",163.1686244349691,208.0,168.76571715301904,168.766
"(3399.0, 2655.0)","(3240.0, 2590.0)",172.43496319772285,0.0,0.0,172.435
"(2726.0, 3004.0)","(2893.0, 2941.0)",178.75168752769855,0.0,0.0,178.752
"(4726.0, 1106.0)","(4836.0, 1248.0)",178.96861655608774,0.0,0.0,178.969
"(2378.0, 3199.0)","(2224.0, 3294.0)",180.78814042962009,0.0,0.0,180.788
"(4770.0, 1077.0)","(4836.0, 1248.0)",182.82847152454127,0.0,0.0,182.828
"(4803.0, 1068.0)","(4836.0, 1248.0)",182.97229220841052,0.0,0.0,182.972
"(4509.0, 1347.0)","(4392.0, 1488.0)",183.57182027751406,0.0,0.0,183.572
"(3056.0, 2600.0)","(3240.0, 2590.0)",184.1458017658832,0.0,0.0,184.146
"(3425.0, 2581.0)","(3240.0, 2590.0)",186.03822613914602,0.0,0.0,186.038
