og_coord,starfish_coord,dist
"(860, 1092)","(859.0, 1092.0)",1.0
"(2960, 1413)","(2957.0, 1414.0)",3.162
"(1233, 73)","(1236.0, 72.0)",3.162
"(1355, 167)","(1360.0, 171.0)",6.403
"(944, 2703)","(949.0, 2709.0)",7.81
"(2676, 1463)","(2688.0, 1461.0)",12.166
"(2559, 1125)","(2547.0, 1122.0)",12.369
"(1594, 2718)","(1606.0, 2722.0)",12.649
"(351, 3414)","(340.0, 3407.0)",13.038
"(2168, 2608)","(2181.0, 2611.0)",13.342
"(671, 3435)","(686.0, 3438.0)",15.297
"(3432, 2264)","(3432.0, 2248.0)",16.0
"(3185, 78)","(3169.0, 77.0)",16.031
"(3222, 1496)","(3236.0, 1504.0)",16.125
"(970, 493)","(978.0, 507.0)",16.125
"(2135, 3172)","(2122.0, 3182.0)",16.401
"(2303, 603)","(2318.0, 611.0)",17.0
"(627, 1786)","(614.0, 1798.0)",17.692
"(2515, 430)","(2497.0, 431.0)",18.028
"(3277, 1449)","(3291.0, 1437.0)",18.439
"(3047, 3409)","(3061.0, 3396.0)",19.105
"(2087, 2419)","(2080.0, 2437.0)",19.313
"(2651, 2051)","(2671.0, 2054.0)",20.224
"(1644, 3432)","(1663.0, 3440.0)",20.616
"(3316, 2944)","(3335.0, 2953.0)",21.024
"(3790, 524)","(3771.0, 533.0)",21.024
"(3166, 2132)","(3150.0, 2116.0)",22.627
"(1282, 481)","(1260.0, 475.0)",22.804
"(2088, 2713)","(2065.0, 2715.0)",23.087
"(1660, 3045)","(1672.0, 3065.0)",23.324
"(2252, 830)","(2228.0, 827.0)",24.187
"(2091, 1484)","(2087.0, 1508.0)",24.331
"(3532, 334)","(3521.0, 312.0)",24.597
"(3022, 1535)","(2997.0, 1528.0)",25.962
"(3414, 2267)","(3432.0, 2248.0)",26.173
"(3132, 2097)","(3150.0, 2116.0)",26.173
"(2756, 3686)","(2730.0, 3682.0)",26.306
"(3196, 79)","(3169.0, 77.0)",27.074
"(3267, 3495)","(3240.0, 3492.0)",27.166
"(3184, 1252)","(3190.0, 1279.0)",27.659
"(531, 2520)","(525.0, 2547.0)",27.659
"(513, 219)","(489.0, 233.0)",27.785
"(1564, 2712)","(1543.0, 2732.0)",29.0
"(2778, 879)","(2803.0, 895.0)",29.682
"(3169, 1300)","(3190.0, 1279.0)",29.698
"(1572, 2720)","(1543.0, 2732.0)",31.385
"(2740, 3165)","(2755.0, 3193.0)",31.765
"(1462, 682)","(1432.0, 671.0)",31.953
"(1220, 2077)","(1228.0, 2108.0)",32.016
"(3449, 533)","(3446.0, 501.0)",32.14
"(1915, 906)","(1896.0, 933.0)",33.015
"(292, 550)","(304.0, 581.0)",33.242
"(979, 2337)","(966.0, 2368.0)",33.615
"(3095, 267)","(3129.0, 267.0)",34.0
"(3421, 2473)","(3421.0, 2439.0)",34.0
"(2348, 448)","(2316.0, 460.0)",34.176
