og_coord,goldstar_coord,dist
"(3400.0, 2582.0)","(3432.0, 2526.0)",64.498
"(1597.0, 3048.0)","(1554.0, 3102.0)",69.029
"(2574.0, 3947.0)","(2508.0, 3918.0)",72.09
"(1626.0, 3085.0)","(1554.0, 3102.0)",73.98
"(3064.0, 3452.0)","(2994.0, 3426.0)",74.673
"(3016.0, 3354.0)","(2994.0, 3426.0)",75.286
"(3447.0, 2451.0)","(3432.0, 2526.0)",76.485
"(2414.0, 729.0)","(2478.0, 774.0)",78.237
"(3502.0, 2565.0)","(3432.0, 2526.0)",80.131
"(1514.0, 3174.0)","(1554.0, 3102.0)",82.365
"(2935.0, 1335.0)","(3024.0, 1338.0)",89.051
"(3093.0, 1396.0)","(3024.0, 1338.0)",90.139
"(3386.0, 2444.0)","(3432.0, 2526.0)",94.021
"(2559.0, 3997.0)","(2508.0, 3918.0)",94.032
"(2955.0, 3340.0)","(2994.0, 3426.0)",94.43
"(3355.0, 2583.0)","(3432.0, 2526.0)",95.802
"(2157.0, 2527.0)","(2254.0, 2534.0)",97.252
"(3998.0, 1913.0)","(3900.0, 1932.0)",99.825
"(3521.0, 1197.0)","(3540.0, 1098.0)",100.807
"(3092.0, 3460.0)","(2994.0, 3426.0)",103.73
"(3113.0, 1396.0)","(3024.0, 1338.0)",106.231
"(3465.0, 2627.0)","(3432.0, 2526.0)",106.254
"(2356.0, 2496.0)","(2254.0, 2534.0)",108.849
"(2462.0, 4019.0)","(2508.0, 3918.0)",110.982
"(3429.0, 1101.0)","(3540.0, 1098.0)",111.041
"(2340.0, 2609.0)","(2254.0, 2534.0)",114.11
"(2160.0, 2601.0)","(2254.0, 2534.0)",115.434
"(2608.0, 3979.0)","(2508.0, 3918.0)",117.137
"(2271.0, 3486.0)","(2304.0, 3600.0)",118.68
"(2582.0, 3825.0)","(2508.0, 3918.0)",118.849
"(2980.0, 1451.0)","(3024.0, 1338.0)",121.264
"(3375.0, 2637.0)","(3432.0, 2526.0)",124.78
