og_coord,starfish_coord,dist
"(2240, 3610)","(2241.0, 3610.0)",1.0
"(1919, 1494)","(1919.0, 1491.0)",3.0
"(2937, 3542)","(2934.0, 3547.0)",5.831
"(1361, 1515)","(1355.0, 1515.0)",6.0
"(2043, 3112)","(2044.0, 3105.0)",7.071
"(2749, 3285)","(2755.0, 3290.0)",7.81
"(1877, 157)","(1877.0, 165.0)",8.0
"(564, 3184)","(556.0, 3185.0)",8.062
"(1711, 1287)","(1702.0, 1292.0)",10.296
"(2365, 3052)","(2353.0, 3051.0)",12.042
"(1016, 179)","(1009.0, 189.0)",12.207
"(2144, 1844)","(2149.0, 1832.0)",13.0
"(1715, 976)","(1703.0, 982.0)",13.416
"(2061, 40)","(2071.0, 49.0)",13.454
"(131, 3423)","(145.0, 3419.0)",14.56
"(1670, 679)","(1681.0, 669.0)",14.866
"(2818, 2279)","(2804.0, 2272.0)",15.652
"(1395, 420)","(1410.0, 414.0)",16.155
"(3322, 3452)","(3336.0, 3461.0)",16.643
"(1309, 108)","(1291.0, 107.0)",18.028
"(2066, 3229)","(2048.0, 3230.0)",18.028
"(804, 251)","(787.0, 258.0)",18.385
"(2429, 1783)","(2447.0, 1794.0)",21.095
"(1675, 648)","(1681.0, 669.0)",21.84
"(1182, 1060)","(1175.0, 1039.0)",22.136
"(1016, 3550)","(1031.0, 3533.0)",22.672
"(2773, 362)","(2789.0, 380.0)",24.083
"(215, 484)","(236.0, 496.0)",24.187
"(467, 2902)","(443.0, 2910.0)",25.298
"(247, 520)","(236.0, 496.0)",26.401
"(1184, 3143)","(1206.0, 3128.0)",26.627
"(1052, 963)","(1079.0, 964.0)",27.019
"(426, 2491)","(453.0, 2487.0)",27.295
"(1872, 2760)","(1846.0, 2769.0)",27.514
"(2408, 2068)","(2415.0, 2041.0)",27.893
"(2381, 159)","(2382.0, 187.0)",28.018
"(537, 463)","(522.0, 487.0)",28.302
"(1718, 2205)","(1694.0, 2189.0)",28.844
"(3235, 2119)","(3206.0, 2117.0)",29.069
"(2087, 781)","(2114.0, 793.0)",29.547
"(642, 3287)","(642.0, 3317.0)",30.0
"(3041, 1350)","(3071.0, 1348.0)",30.067
"(2180, 3737)","(2206.0, 3753.0)",30.529
"(3577, 49)","(3559.0, 74.0)",30.806
"(428, 1960)","(455.0, 1945.0)",30.887
"(1282, 2269)","(1251.0, 2275.0)",31.575
"(1081, 174)","(1053.0, 159.0)",31.765
"(347, 446)","(330.0, 419.0)",31.906
"(549, 398)","(575.0, 417.0)",32.202
"(1542, 2080)","(1546.0, 2112.0)",32.249
"(3454, 2673)","(3485.0, 2663.0)",32.573
"(738, 2058)","(709.0, 2073.0)",32.65
"(946, 715)","(915.0, 704.0)",32.894
"(2161, 1801)","(2149.0, 1832.0)",33.242
"(2140, 1669)","(2172.0, 1678.0)",33.242
"(3481, 231)","(3514.0, 237.0)",33.541
"(1239, 3121)","(1206.0, 3128.0)",33.734
"(2243, 2800)","(2209.0, 2793.0)",34.713
"(851, 520)","(886.0, 522.0)",35.057
"(2806, 2140)","(2818.0, 2107.0)",35.114
"(1020, 747)","(1037.0, 716.0)",35.355
"(772, 56)","(796.0, 30.0)",35.384
"(3059, 3634)","(3038.0, 3663.0)",35.805
"(1511, 3341)","(1485.0, 3366.0)",36.069
"(2335, 301)","(2348.0, 335.0)",36.401
"(2093, 1109)","(2105.0, 1074.0)",37.0
"(578, 1177)","(597.0, 1209.0)",37.216
"(3114, 2107)","(3152.0, 2108.0)",38.013
"(1386, 2267)","(1408.0, 2236.0)",38.013
"(1881, 1493)","(1919.0, 1491.0)",38.053
"(3134, 1299)","(3101.0, 1318.0)",38.079
"(3484, 2210)","(3447.0, 2200.0)",38.328
"(3419, 1827)","(3457.0, 1833.0)",38.471
"(3579, 3680)","(3568.0, 3643.0)",38.601
"(3076, 236)","(3062.0, 200.0)",38.626
"(1138, 1282)","(1146.0, 1244.0)",38.833
"(2005, 636)","(2005.0, 597.0)",39.0
"(344, 538)","(384.0, 532.0)",40.447
"(2354, 2789)","(2323.0, 2815.0)",40.46
"(1773, 3187)","(1811.0, 3172.0)",40.853
"(1832, 1507)","(1845.0, 1468.0)",41.11
"(2071, 330)","(2108.0, 311.0)",41.593
"(2896, 2124)","(2856.0, 2112.0)",41.761
"(2497, 2810)","(2506.0, 2851.0)",41.976
"(2677, 1321)","(2636.0, 1312.0)",41.976
"(2468, 1491)","(2481.0, 1451.0)",42.059
"(2068, 7)","(2071.0, 49.0)",42.107
"(709, 942)","(740.0, 971.0)",42.45
"(2595, 1301)","(2636.0, 1312.0)",42.45
"(827, 1)","(796.0, 30.0)",42.45
"(3410, 1722)","(3430.0, 1760.0)",42.942
"(110, 3359)","(124.0, 3400.0)",43.324
"(1656, 1243)","(1673.0, 1283.0)",43.463
"(137, 3462)","(145.0, 3419.0)",43.738
"(614, 2124)","(644.0, 2092.0)",43.863
"(858, 1842)","(902.0, 1849.0)",44.553
"(2478, 3227)","(2457.0, 3267.0)",45.177
"(2121, 2820)","(2150.0, 2785.0)",45.453
"(379, 617)","(422.0, 602.0)",45.541
"(1160, 2323)","(1134.0, 2361.0)",46.043
"(71, 1416)","(101.0, 1452.0)",46.861
"(1449, 2291)","(1478.0, 2254.0)",47.011
"(3525, 1804)","(3497.0, 1766.0)",47.202
"(2845, 1184)","(2825.0, 1227.0)",47.424
"(1476, 1289)","(1445.0, 1325.0)",47.508
"(175, 3456)","(145.0, 3419.0)",47.634
"(2009, 3000)","(2043.0, 2966.0)",48.083
"(2070, 403)","(2022.0, 406.0)",48.094
"(1931, 2606)","(1886.0, 2589.0)",48.104
"(2865, 3726)","(2818.0, 3714.0)",48.508
"(2496, 460)","(2467.0, 421.0)",48.6
"(3244, 2048)","(3263.0, 2094.0)",49.769
"(3560, 1419)","(3577.0, 1466.0)",49.98
"(1920, 83)","(1915.0, 133.0)",50.249
"(749, 921)","(740.0, 971.0)",50.804
"(3122, 702)","(3093.0, 660.0)",51.039
"(2854, 2061)","(2856.0, 2112.0)",51.039
"(3032, 158)","(3062.0, 200.0)",51.614
"(2350, 2859)","(2323.0, 2815.0)",51.624
"(1672, 2792)","(1659.0, 2742.0)",51.662
"(3072, 1420)","(3025.0, 1442.0)",51.894
"(728, 1715)","(676.0, 1714.0)",52.01
"(300, 223)","(282.0, 174.0)",52.202
"(2819, 84)","(2820.0, 31.0)",53.009
"(2362, 416)","(2340.0, 367.0)",53.712
"(1361, 54)","(1347.0, 2.0)",53.852
"(2792, 3011)","(2792.0, 3065.0)",54.0
"(1123, 1747)","(1153.0, 1792.0)",54.083
"(346, 2126)","(373.0, 2173.0)",54.203
"(991, 61)","(985.0, 115.0)",54.332
"(2270, 369)","(2217.0, 381.0)",54.342
"(1784, 1836)","(1792.0, 1782.0)",54.589
"(1735, 1336)","(1702.0, 1292.0)",55.0
"(3453, 223)","(3452.0, 278.0)",55.009
"(1938, 1543)","(1919.0, 1491.0)",55.362
"(3483, 3768)","(3457.0, 3719.0)",55.471
"(438, 982)","(429.0, 1037.0)",55.731
"(1345, 93)","(1291.0, 107.0)",55.785
"(2374, 2849)","(2428.0, 2834.0)",56.045
"(134, 468)","(104.0, 516.0)",56.604
"(1956, 568)","(2005.0, 597.0)",56.939
"(1858, 1813)","(1846.0, 1869.0)",57.271
"(2118, 1242)","(2175.0, 1249.0)",57.428
"(2233, 1635)","(2254.0, 1689.0)",57.94
"(1922, 871)","(1978.0, 886.0)",57.974
"(593, 2121)","(644.0, 2092.0)",58.669
"(1875, 3166)","(1835.0, 3209.0)",58.728
"(2484, 2582)","(2543.0, 2583.0)",59.008
"(1226, 2022)","(1256.0, 2073.0)",59.169
"(3311, 3406)","(3336.0, 3461.0)",60.415
"(674, 504)","(695.0, 561.0)",60.745
"(32, 2324)","(60.0, 2378.0)",60.828
"(2629, 2282)","(2690.0, 2291.0)",61.66
"(2518, 1736)","(2576.0, 1715.0)",61.685
"(3568, 3581)","(3568.0, 3643.0)",62.0
"(1146, 3112)","(1206.0, 3128.0)",62.097
"(2934, 1986)","(2968.0, 2038.0)",62.129
"(1502, 937)","(1563.0, 924.0)",62.37
"(2268, 3742)","(2206.0, 3753.0)",62.968
"(2633, 2370)","(2687.0, 2403.0)",63.285
"(3354, 2627)","(3389.0, 2574.0)",63.514
"(618, 2443)","(672.0, 2408.0)",64.351
"(2495, 479)","(2467.0, 421.0)",64.405
"(516, 1809)","(461.0, 1843.0)",64.661
"(1024, 3445)","(984.0, 3496.0)",64.815
"(1167, 3180)","(1206.0, 3128.0)",65.0
"(1257, 1351)","(1258.0, 1416.0)",65.008
"(1035, 2244)","(1073.0, 2297.0)",65.215
"(2666, 703)","(2731.0, 697.0)",65.276
"(3233, 2300)","(3241.0, 2365.0)",65.49
"(767, 496)","(807.0, 444.0)",65.605
"(2187, 1614)","(2172.0, 1678.0)",65.734
"(2053, 1739)","(2112.0, 1708.0)",66.648
"(2371, 1417)","(2313.0, 1450.0)",66.731
"(1337, 1053)","(1295.0, 1001.0)",66.843
"(720, 2007)","(709.0, 2073.0)",66.91
"(402, 1904)","(455.0, 1945.0)",67.007
"(693, 1315)","(655.0, 1371.0)",67.676
"(3383, 2082)","(3429.0, 2032.0)",67.941
"(1925, 2918)","(1971.0, 2968.0)",67.941
"(3088, 504)","(3128.0, 559.0)",68.007
"(911, 2628)","(979.0, 2630.0)",68.029
"(417, 3347)","(435.0, 3413.0)",68.411
"(1090, 1819)","(1153.0, 1792.0)",68.542
"(1323, 1394)","(1258.0, 1416.0)",68.622
"(3072, 132)","(3062.0, 200.0)",68.731
"(2205, 2561)","(2136.0, 2560.0)",69.007
"(2965, 3718)","(2904.0, 3685.0)",69.354
"(667, 1483)","(645.0, 1549.0)",69.57
"(2915, 2315)","(2878.0, 2256.0)",69.642
"(3131, 1651)","(3192.0, 1617.0)",69.836
"(651, 1271)","(600.0, 1223.0)",70.036
"(3199, 3583)","(3220.0, 3516.0)",70.214
"(2231, 510)","(2170.0, 474.0)",70.831
"(1575, 1014)","(1587.0, 944.0)",71.021
"(2008, 668)","(2005.0, 597.0)",71.063
"(1945, 949)","(1978.0, 886.0)",71.12
"(2281, 751)","(2351.0, 764.0)",71.197
"(1036, 3447)","(984.0, 3496.0)",71.449
"(2840, 3605)","(2771.0, 3585.0)",71.84
"(2954, 384)","(2937.0, 454.0)",72.035
"(768, 1336)","(836.0, 1360.0)",72.111
"(3181, 3422)","(3162.0, 3352.0)",72.533
"(969, 288)","(924.0, 345.0)",72.622
"(2669, 659)","(2731.0, 697.0)",72.719
"(1204, 2711)","(1262.0, 2667.0)",72.801
"(3332, 3583)","(3295.0, 3520.0)",73.062
"(143, 2490)","(216.0, 2494.0)",73.11
"(2179, 3685)","(2206.0, 3753.0)",73.164
"(600, 972)","(666.0, 940.0)",73.348
"(2535, 21)","(2507.0, 89.0)",73.539
"(2364, 2650)","(2438.0, 2651.0)",74.007
"(304, 2146)","(373.0, 2173.0)",74.095
