og_centroid,closest_centroid,dist,cluster_id
"(2.841, 3.614)","(2.895, 3.532)",0.098,48
"(2.895, 3.532)","(2.841, 3.614)",0.098,43
"(1.105, 2.183)","(1.041, 2.263)",0.102,24
"(1.041, 2.263)","(1.105, 2.183)",0.102,3
"(1.582, 1.884)","(1.484, 1.925)",0.106,77
"(1.484, 1.925)","(1.582, 1.884)",0.106,11
"(1.971, 2.095)","(1.925, 2.216)",0.129,42
"(1.925, 2.216)","(1.971, 2.095)",0.129,7
"(1.49, 2.125)","(1.611, 2.193)",0.138,19
"(1.611, 2.193)","(1.49, 2.125)",0.138,9
"(1.849, 1.934)","(1.99, 1.923)",0.142,88
"(1.99, 1.923)","(1.849, 1.934)",0.142,1
"(0.681, 1.385)","(0.69, 1.548)",0.163,22
"(0.69, 1.548)","(0.681, 1.385)",0.163,38
"(1.763, 2.311)","(1.925, 2.216)",0.187,80
"(1.117, 2.47)","(1.041, 2.263)",0.22,157
"(1.548, 2.414)","(1.611, 2.193)",0.23,23
"(1.333, 2.326)","(1.548, 2.414)",0.232,18
"(1.265, 2.66)","(1.117, 2.47)",0.241,5
"(0.629, 1.121)","(0.681, 1.385)",0.269,39
"(1.368, 0.95)","(1.124, 0.828)",0.273,21
"(1.124, 0.828)","(1.368, 0.95)",0.273,90
"(3.228, 3.983)","(3.365, 3.738)",0.281,78
"(3.365, 3.738)","(3.228, 3.983)",0.281,98
"(2.276, 2.224)","(1.971, 2.095)",0.331,20
"(2.47, 3.562)","(2.841, 3.614)",0.375,41
"(1.327, 1.369)","(1.368, 0.95)",0.421,33
"(2.189, 2.742)","(2.276, 2.224)",0.525,6
"(1.981, 1.389)","(1.99, 1.923)",0.534,17
"(0.505, 2.446)","(1.041, 2.263)",0.566,0
"(2.499, 4.167)","(2.47, 3.562)",0.606,26
