og_coord,closest_coord,dist
"(6409, 5751)","(6413.0, 5760.0)",9.849
"(6413, 5760)","(6409.0, 5751.0)",9.849
"(3955, 3628)","(3968.0, 3653.0)",28.178
"(3968, 3653)","(3955.0, 3628.0)",28.178
"(5547, 5036)","(5531.0, 5072.0)",39.395
"(5531, 5072)","(5547.0, 5036.0)",39.395
"(2348, 1546)","(2347.0, 1596.0)",50.01
"(2347, 1596)","(2348.0, 1546.0)",50.01
"(4544, 4264)","(4585.0, 4234.0)",50.804
"(4585, 4234)","(4544.0, 4264.0)",50.804
"(3899, 3928)","(3960.0, 3899.0)",67.543
"(3960, 3899)","(3899.0, 3928.0)",67.543
"(2523, 2354)","(2592.0, 2373.0)",71.568
"(2592, 2373)","(2523.0, 2354.0)",71.568
"(2812, 2563)","(2885.0, 2579.0)",74.733
"(2885, 2579)","(2812.0, 2563.0)",74.733
"(5583, 5135)","(5531.0, 5072.0)",81.688
"(4826, 4603)","(4747.0, 4634.0)",84.865
"(4747, 4634)","(4826.0, 4603.0)",84.865
"(2965, 2543)","(2885.0, 2579.0)",87.727
"(3068, 2424)","(3130.0, 2491.0)",91.285
"(3130, 2491)","(3068.0, 2424.0)",91.285
"(3023, 2341)","(3068.0, 2424.0)",94.414
"(7410, 7331)","(7353.0, 7408.0)",95.802
"(7353, 7408)","(7410.0, 7331.0)",95.802
"(6313, 5764)","(6409.0, 5751.0)",96.876
"(2693, 1840)","(2646.0, 1929.0)",100.648
"(2646, 1929)","(2693.0, 1840.0)",100.648
"(6475, 6394)","(6561.0, 6451.0)",103.175
"(6561, 6451)","(6475.0, 6394.0)",103.175
"(2575, 2015)","(2646.0, 1929.0)",111.521
"(5655, 4818)","(5760.0, 4856.0)",111.665
"(5760, 4856)","(5655.0, 4818.0)",111.665
"(5090, 5217)","(5152.0, 5113.0)",121.078
"(5152, 5113)","(5090.0, 5217.0)",121.078
"(4972, 5257)","(5090.0, 5217.0)",124.595
"(1746, 1008)","(1650.0, 1097.0)",130.908
"(1650, 1097)","(1746.0, 1008.0)",130.908
"(6698, 6510)","(6704.0, 6372.0)",138.13
"(6704, 6372)","(6698.0, 6510.0)",138.13
"(2484, 1622)","(2347.0, 1596.0)",139.445
"(6418, 5902)","(6413.0, 5760.0)",142.088
"(5065, 4997)","(5152.0, 5113.0)",145.0
"(2433, 2561)","(2356.0, 2431.0)",151.093
"(2356, 2431)","(2433.0, 2561.0)",151.093
"(6253, 5914)","(6313.0, 5764.0)",161.555
"(5476, 4881)","(5547.0, 5036.0)",170.488
"(2763, 2365)","(2592.0, 2373.0)",171.187
"(3392, 3037)","(3532.0, 3136.0)",171.467
"(3532, 3136)","(3392.0, 3037.0)",171.467
"(6633, 6213)","(6704.0, 6372.0)",174.132
"(2959, 2175)","(3023.0, 2341.0)",177.91
"(1485, 1180)","(1650.0, 1097.0)",184.7
"(2604, 2634)","(2433.0, 2561.0)",185.93
"(7165, 7402)","(7353.0, 7408.0)",188.096
"(1646, 1318)","(1835.0, 1384.0)",200.192
"(1835, 1384)","(1646.0, 1318.0)",200.192
"(4168, 4193)","(4237.0, 4400.0)",218.197
"(4237, 4400)","(4168.0, 4193.0)",218.197
"(4828, 4383)","(4826.0, 4603.0)",220.009
"(7516, 7561)","(7353.0, 7408.0)",223.558
"(6362, 6623)","(6173.0, 6760.0)",233.431
"(6173, 6760)","(6362.0, 6623.0)",233.431
"(6767, 6742)","(6698.0, 6510.0)",242.043
"(7286, 7116)","(7410.0, 7331.0)",248.195
"(6011, 5838)","(6253.0, 5914.0)",253.653
"(5990, 6104)","(6011.0, 5838.0)",266.828
"(2414, 1269)","(2348.0, 1546.0)",284.754
"(2740, 1495)","(2484.0, 1622.0)",285.771
"(6707, 5852)","(6418.0, 5902.0)",293.293
"(4256, 3874)","(3960.0, 3899.0)",297.054
"(4687, 5162)","(4972.0, 5257.0)",300.416
"(6343, 7015)","(6173.0, 6760.0)",306.472
"(6116, 6390)","(5990.0, 6104.0)",312.525
"(4324, 4732)","(4237.0, 4400.0)",343.21
"(3950, 4628)","(4237.0, 4400.0)",366.542
"(3578, 4184)","(3320.0, 3911.0)",375.623
"(3320, 3911)","(3578.0, 4184.0)",375.623
"(3955, 3245)","(3955.0, 3628.0)",383.0
"(7105, 6393)","(6704.0, 6372.0)",401.549
"(2089, 2124)","(2356.0, 2431.0)",406.864
"(5233, 5739)","(5090.0, 5217.0)",541.233
