og_coord,goldstar_coord,dist
"(2.207, 1.436)","(2.239, 1.417)",0.037
"(2.199, 1.414)","(2.239, 1.417)",0.04
"(0.555, 0.937)","(0.529, 0.969)",0.04
"(2.216, 1.455)","(2.239, 1.417)",0.044
"(2.188, 1.414)","(2.239, 1.417)",0.051
"(0.584, 0.94)","(0.529, 0.969)",0.062
"(1.846, 1.595)","(1.899, 1.632)",0.064
"(2.193, 1.368)","(2.239, 1.417)",0.066
"(2.218, 1.354)","(2.239, 1.417)",0.066
"(0.497, 1.032)","(0.529, 0.969)",0.071
"(1.998, 1.778)","(2.078, 1.779)",0.08
"(1.969, 1.674)","(1.899, 1.632)",0.081
"(1.869, 1.708)","(1.899, 1.632)",0.082
"(0.496, 0.89)","(0.529, 0.969)",0.086
"(2.164, 1.771)","(2.078, 1.779)",0.086
"(2.162, 1.802)","(2.078, 1.779)",0.087
"(1.051, 0.85)","(0.966, 0.821)",0.089
"(0.591, 0.902)","(0.529, 0.969)",0.091
"(1.813, 1.6)","(1.899, 1.632)",0.092
"(2.154, 1.835)","(2.078, 1.779)",0.095
"(1.799, 1.733)","(1.705, 1.761)",0.098
"(1.844, 1.715)","(1.899, 1.632)",0.1
"(1.023, 0.738)","(0.966, 0.821)",0.1
"(1.834, 1.709)","(1.899, 1.632)",0.101
"(0.443, 0.914)","(0.529, 0.969)",0.102
"(1.644, 1.68)","(1.705, 1.761)",0.102
"(0.894, 0.898)","(0.966, 0.821)",0.105
"(2.152, 1.477)","(2.239, 1.417)",0.105
"(0.926, 0.92)","(0.966, 0.821)",0.106
"(0.881, 0.887)","(0.966, 0.821)",0.108
"(0.447, 1.04)","(0.529, 0.969)",0.108
"(0.437, 0.91)","(0.529, 0.969)",0.109
"(1.989, 1.696)","(1.899, 1.632)",0.111
"(1.807, 1.707)","(1.705, 1.761)",0.115
"(1.605, 1.705)","(1.705, 1.761)",0.115
"(1.801, 1.696)","(1.705, 1.761)",0.116
"(1.965, 1.81)","(2.078, 1.779)",0.117
"(0.94, 0.708)","(0.966, 0.821)",0.117
"(0.852, 0.796)","(0.966, 0.821)",0.118
"(0.867, 0.886)","(0.966, 0.821)",0.118
"(2.146, 1.49)","(2.239, 1.417)",0.118
"(2.125, 1.38)","(2.239, 1.417)",0.12
"(1.832, 1.532)","(1.899, 1.632)",0.12
"(1.999, 1.564)","(1.899, 1.632)",0.12
"(2.183, 1.719)","(2.078, 1.779)",0.121
"(0.613, 1.058)","(0.529, 0.969)",0.122
"(2.019, 1.663)","(1.899, 1.632)",0.123
"(2.019, 1.6)","(1.899, 1.632)",0.124
"(2.192, 1.829)","(2.078, 1.779)",0.124
"(1.877, 1.754)","(1.899, 1.632)",0.125
"(1.85, 1.516)","(1.899, 1.632)",0.126
"(2.015, 1.581)","(1.899, 1.632)",0.126
"(0.858, 0.749)","(0.966, 0.821)",0.131
"(2.106, 1.41)","(2.239, 1.417)",0.133
"(0.584, 1.091)","(0.529, 0.969)",0.134
"(1.742, 1.891)","(1.705, 1.761)",0.134
"(1.973, 1.517)","(1.899, 1.632)",0.136
"(2.214, 1.75)","(2.078, 1.779)",0.139
"(1.044, 0.706)","(0.966, 0.821)",0.139
"(0.848, 0.744)","(0.966, 0.821)",0.142
"(0.537, 0.826)","(0.529, 0.969)",0.143
"(0.665, 1.018)","(0.529, 0.969)",0.145
"(2.153, 1.537)","(2.239, 1.417)",0.148
"(1.045, 0.95)","(0.966, 0.821)",0.151
"(1.779, 1.54)","(1.899, 1.632)",0.151
"(2.034, 1.561)","(1.899, 1.632)",0.152
"(0.577, 1.113)","(0.529, 0.969)",0.152
"(0.558, 0.814)","(0.529, 0.969)",0.158
"(0.626, 0.844)","(0.529, 0.969)",0.158
"(2.081, 1.415)","(2.239, 1.417)",0.158
"(1.123, 0.79)","(0.966, 0.821)",0.16
"(0.615, 0.833)","(0.529, 0.969)",0.161
"(1.853, 1.828)","(1.705, 1.761)",0.162
"(1.093, 0.72)","(0.966, 0.821)",0.162
"(1.835, 1.482)","(1.899, 1.632)",0.163
"(0.68, 0.906)","(0.529, 0.969)",0.164
"(2.062, 1.604)","(1.899, 1.632)",0.165
"(1.961, 1.475)","(1.899, 1.632)",0.169
"(0.68, 0.892)","(0.529, 0.969)",0.169
"(0.849, 0.698)","(0.966, 0.821)",0.171
"(1.606, 1.622)","(1.705, 1.761)",0.171
"(1.941, 1.882)","(2.078, 1.779)",0.171
"(1.043, 0.668)","(0.966, 0.821)",0.171
"(0.522, 0.797)","(0.529, 0.969)",0.172
"(0.7, 0.951)","(0.529, 0.969)",0.172
"(0.807, 0.888)","(0.966, 0.821)",0.173
"(1.07, 0.682)","(0.966, 0.821)",0.173
"(0.4, 0.851)","(0.529, 0.969)",0.175
"(0.565, 0.797)","(0.529, 0.969)",0.175
"(1.007, 0.994)","(0.966, 0.821)",0.178
"(1.144, 0.801)","(0.966, 0.821)",0.179
"(2.205, 1.653)","(2.078, 1.779)",0.179
"(2.0, 1.483)","(1.899, 1.632)",0.179
"(1.028, 0.651)","(0.966, 0.821)",0.181
"(0.437, 0.812)","(0.529, 0.969)",0.181
"(1.109, 0.709)","(0.966, 0.821)",0.182
"(1.861, 1.854)","(1.705, 1.761)",0.182
"(1.675, 1.582)","(1.705, 1.761)",0.182
"(2.144, 1.575)","(2.239, 1.417)",0.184
"(0.623, 0.81)","(0.529, 0.969)",0.184
"(2.177, 1.593)","(2.239, 1.417)",0.186
"(1.62, 1.595)","(1.705, 1.761)",0.186
"(1.993, 1.47)","(1.899, 1.632)",0.187
"(1.127, 0.92)","(0.966, 0.821)",0.188
"(1.951, 1.45)","(1.899, 1.632)",0.188
"(2.062, 1.486)","(2.239, 1.417)",0.189
"(2.055, 1.367)","(2.239, 1.417)",0.191
"(2.185, 1.601)","(2.239, 1.417)",0.192
"(1.654, 1.574)","(1.705, 1.761)",0.194
"(0.517, 0.774)","(0.529, 0.969)",0.195
"(2.069, 1.527)","(1.899, 1.632)",0.199
"(1.848, 1.904)","(1.705, 1.761)",0.202
"(2.01, 1.46)","(1.899, 1.632)",0.204
"(1.953, 1.434)","(1.899, 1.632)",0.205
"(0.759, 0.837)","(0.966, 0.821)",0.208
"(1.918, 1.424)","(1.899, 1.632)",0.208
"(2.032, 1.386)","(2.239, 1.417)",0.209
"(1.502, 1.711)","(1.705, 1.761)",0.209
"(1.76, 1.474)","(1.899, 1.632)",0.211
"(0.739, 0.947)","(0.529, 0.969)",0.211
"(1.127, 0.96)","(0.966, 0.821)",0.212
"(0.426, 0.782)","(0.529, 0.969)",0.213
"(1.928, 1.421)","(1.899, 1.632)",0.213
"(1.107, 0.984)","(0.966, 0.821)",0.214
"(1.494, 1.718)","(1.705, 1.761)",0.216
