og_coord,closest_coord,dist
"(723.0, 10068.0)","(719.0, 10065.0)",5.0
"(3304.0, 5063.0)","(3301.0, 5059.0)",5.0
"(3301.0, 5059.0)","(3304.0, 5063.0)",5.0
"(1684.0, 6541.0)","(1679.0, 6541.0)",5.0
"(719.0, 10065.0)","(723.0, 10068.0)",5.0
"(1679.0, 6541.0)","(1684.0, 6541.0)",5.0
"(1800.0, 6039.0)","(1795.0, 6040.0)",5.099
"(857.0, 9985.0)","(862.0, 9984.0)",5.099
"(1122.0, 8564.0)","(1123.0, 8569.0)",5.099
"(862.0, 9984.0)","(857.0, 9985.0)",5.099
"(1123.0, 8569.0)","(1122.0, 8564.0)",5.099
"(1795.0, 6040.0)","(1800.0, 6039.0)",5.099
"(1103.0, 8319.0)","(1101.0, 8324.0)",5.385
"(1243.0, 8382.0)","(1238.0, 8384.0)",5.385
"(1238.0, 8384.0)","(1243.0, 8382.0)",5.385
"(773.0, 10089.0)","(778.0, 10091.0)",5.385
"(4903.0, 2283.0)","(4908.0, 2281.0)",5.385
"(1675.0, 6547.0)","(1673.0, 6542.0)",5.385
"(3812.0, 2855.0)","(3817.0, 2857.0)",5.385
"(4908.0, 2281.0)","(4903.0, 2283.0)",5.385
"(1101.0, 8324.0)","(1103.0, 8319.0)",5.385
"(1673.0, 6542.0)","(1675.0, 6547.0)",5.385
"(778.0, 10091.0)","(773.0, 10089.0)",5.385
"(3817.0, 2857.0)","(3812.0, 2855.0)",5.385
"(3390.0, 5007.0)","(3394.0, 5011.0)",5.657
"(3394.0, 5011.0)","(3390.0, 5007.0)",5.657
"(2673.0, 4341.0)","(2669.0, 4345.0)",5.657
"(2669.0, 4345.0)","(2673.0, 4341.0)",5.657
"(1746.0, 6029.0)","(1742.0, 6025.0)",5.657
"(1742.0, 6025.0)","(1746.0, 6029.0)",5.657
"(3281.0, 5000.0)","(3276.0, 4997.0)",5.831
"(3276.0, 4997.0)","(3281.0, 5000.0)",5.831
"(776.0, 9988.0)","(779.0, 9993.0)",5.831
"(779.0, 9993.0)","(776.0, 9988.0)",5.831
"(930.0, 7982.0)","(930.0, 7988.0)",6.0
"(930.0, 7988.0)","(930.0, 7982.0)",6.0
"(1141.0, 8336.0)","(1140.0, 8342.0)",6.083
"(1187.0, 8361.0)","(1181.0, 8360.0)",6.083
