og_centroid,closest_centroid,dist,cluster_id
"(5.839, 1.639)","(5.888, 1.723)",0.098,8
"(5.888, 1.723)","(5.839, 1.639)",0.098,88
"(4.846, 2.808)","(4.711, 2.774)",0.139,0
"(4.711, 2.774)","(4.846, 2.808)",0.139,3
"(4.341, 2.839)","(4.209, 2.657)",0.225,164
"(4.209, 2.657)","(4.341, 2.839)",0.225,123
"(3.463, 2.656)","(3.243, 2.582)",0.232,55
"(3.243, 2.582)","(3.463, 2.656)",0.232,102
"(2.99, 3.425)","(2.756, 3.458)",0.236,86
"(2.756, 3.458)","(2.99, 3.425)",0.236,66
"(6.523, 1.676)","(6.297, 1.76)",0.242,166
"(6.297, 1.76)","(6.523, 1.676)",0.242,82
"(2.486, 3.243)","(2.756, 3.458)",0.345,28
"(7.685, 0.961)","(8.003, 1.135)",0.363,97
"(8.003, 1.135)","(7.685, 0.961)",0.363,73
"(2.156, 4.251)","(1.83, 4.445)",0.379,318
"(1.83, 4.445)","(2.156, 4.251)",0.379,44
"(7.891, 1.529)","(8.003, 1.135)",0.409,89
"(2.212, 3.563)","(2.486, 3.243)",0.421,81
"(3.678, 3.301)","(4.158, 3.361)",0.483,46
"(4.158, 3.361)","(3.678, 3.301)",0.483,189
"(6.88, 1.004)","(6.523, 1.676)",0.761,91
"(1.013, 3.549)","(2.212, 3.563)",1.199,20
