og_centroid,closest_centroid,dist,cluster_id
"(5856.0, 3261.333)","(5853.0, 3166.667)",94.714,95
"(5853.0, 3166.667)","(5856.0, 3261.333)",94.714,49
"(10129.667, 6756.667)","(10060.75, 6688.75)",96.758,207
"(10060.75, 6688.75)","(10129.667, 6756.667)",96.758,50
"(6380.0, 3522.5)","(6503.0, 3567.0)",130.802,18
"(6503.0, 3567.0)","(6380.0, 3522.5)",130.802,62
"(2496.375, 727.625)","(2421.0, 848.8)",142.705,22
"(2421.0, 848.8)","(2496.375, 727.625)",142.705,59
"(519.4, 1448.8)","(634.333, 1364.0)",142.831,44
"(634.333, 1364.0)","(519.4, 1448.8)",142.831,52
"(10643.667, 6163.333)","(10607.0, 6021.5)",146.496,14
"(10607.0, 6021.5)","(10643.667, 6163.333)",146.496,42
"(3457.0, 859.714)","(3579.667, 770.667)",151.58,56
"(3579.667, 770.667)","(3457.0, 859.714)",151.58,43
"(7638.25, 2933.375)","(7509.75, 3018.5)",154.138,9
"(7509.75, 3018.5)","(7638.25, 2933.375)",154.138,46
"(6658.0, 3587.0)","(6503.0, 3567.0)",156.285,55
"(6377.5, 4014.25)","(6233.333, 3947.667)",158.8,96
"(6233.333, 3947.667)","(6377.5, 4014.25)",158.8,121
"(879.5, 1268.0)","(984.333, 1392.0)",162.376,28
"(984.333, 1392.0)","(879.5, 1268.0)",162.376,167
"(5774.6, 3011.2)","(5939.5, 2981.25)",167.598,76
"(5939.5, 2981.25)","(5774.6, 3011.2)",167.598,5
"(3660.833, 322.5)","(3501.5, 380.75)",169.647,48
"(3501.5, 380.75)","(3660.833, 322.5)",169.647,31
"(381.667, 1650.333)","(260.333, 1785.333)",181.512,112
"(260.333, 1785.333)","(381.667, 1650.333)",181.512,180
"(8596.375, 5428.75)","(8489.75, 5281.25)",182.003,2
"(8489.75, 5281.25)","(8596.375, 5428.75)",182.003,206
"(3837.333, 569.333)","(3940.0, 413.0)",187.031,8
"(3940.0, 413.0)","(3837.333, 569.333)",187.031,35
"(10282.25, 6648.25)","(10129.667, 6756.667)",187.179,164
"(7710.5, 2756.5)","(7638.25, 2933.375)",191.062,10
"(2915.333, 633.333)","(3100.0, 568.5)",195.717,11
"(3100.0, 568.5)","(2915.333, 633.333)",195.717,20
"(6566.333, 4088.333)","(6377.5, 4014.25)",202.846,24
"(3454.25, 1268.0)","(3319.615, 1106.923)",209.934,36
"(3319.615, 1106.923)","(3454.25, 1268.0)",209.934,12
"(1179.778, 1472.556)","(984.333, 1392.0)",211.395,17
"(9968.667, 6485.222)","(9814.0, 6341.0)",211.475,19
"(9814.0, 6341.0)","(9968.667, 6485.222)",211.475,86
"(7615.6, 4326.6)","(7402.0, 4235.0)",232.412,136
"(7402.0, 4235.0)","(7615.6, 4326.6)",232.412,65
"(8335.25, 4973.0)","(8160.333, 4790.333)",252.909,83
"(8160.333, 4790.333)","(8335.25, 4973.0)",252.909,80
"(5895.0, 3626.667)","(6101.0, 3474.667)",256.008,26
"(6101.0, 3474.667)","(5895.0, 3626.667)",256.008,47
"(1008.63, 1034.63)","(879.5, 1268.0)",266.714,27
"(647.417, 1097.083)","(634.333, 1364.0)",267.237,15
"(9300.714, 3759.857)","(9284.5, 3457.875)",302.417,176
"(9284.5, 3457.875)","(9300.714, 3759.857)",302.417,3
"(8927.2, 5571.2)","(9074.0, 5871.0)",333.812,87
"(9074.0, 5871.0)","(8927.2, 5571.2)",333.812,148
"(8968.8, 4089.4)","(9251.333, 4298.333)",351.395,0
"(9251.333, 4298.333)","(8968.8, 4089.4)",351.395,37
"(6917.667, 4158.0)","(6566.333, 4088.333)",358.174,113
"(2071.88, 716.87)","(2421.0, 848.8)",373.216,73
"(9631.5, 4459.25)","(9251.333, 4298.333)",412.821,29
"(1405.333, 1834.0)","(1179.778, 1472.556)",426.049,60
"(1810.0, 1987.0)","(1405.333, 1834.0)",432.625,63
"(8049.833, 2483.833)","(7710.5, 2756.5)",435.309,34
"(9343.875, 3022.125)","(9284.5, 3457.875)",439.777,4
"(10388.333, 5015.667)","(10503.5, 5448.0)",447.41,89
"(10503.5, 5448.0)","(10388.333, 5015.667)",447.41,33
"(9894.5, 4825.75)","(9631.5, 4459.25)",451.1,32
"(9232.0, 2579.25)","(9343.875, 3022.125)",456.787,103
"(3244.2, 1712.6)","(3454.25, 1268.0)",491.722,30
"(7114.667, 3321.0)","(7509.75, 3018.5)",497.591,21
"(1536.615, 603.269)","(2071.88, 716.87)",547.186,41
"(2475.667, 2228.667)","(1810.0, 1987.0)",708.177,6
"(8620.0, 1527.0)","(8049.833, 2483.833)",1113.831,45
