og_coord,closest_coord,dist
"(5.15, 4.554)","(5.152, 4.571)",0.017
"(5.152, 4.571)","(5.15, 4.554)",0.017
"(6.47, 6.484)","(6.434, 6.449)",0.051
"(6.434, 6.449)","(6.47, 6.484)",0.051
"(4.539, 4.398)","(4.591, 4.42)",0.057
"(4.591, 4.42)","(4.539, 4.398)",0.057
"(6.133, 6.084)","(6.186, 6.117)",0.062
"(6.186, 6.117)","(6.133, 6.084)",0.062
"(5.917, 5.157)","(5.927, 5.219)",0.063
"(5.927, 5.219)","(5.917, 5.157)",0.063
"(4.817, 4.682)","(4.758, 4.714)",0.067
"(4.758, 4.714)","(4.817, 4.682)",0.067
"(2.874, 2.042)","(2.904, 1.978)",0.07
"(2.904, 1.978)","(2.874, 2.042)",0.07
"(2.286, 2.306)","(2.264, 2.38)",0.077
"(2.264, 2.38)","(2.286, 2.306)",0.077
"(6.342, 5.835)","(6.419, 5.825)",0.078
"(6.419, 5.825)","(6.342, 5.835)",0.078
"(3.395, 3.553)","(3.339, 3.494)",0.081
"(3.339, 3.494)","(3.395, 3.553)",0.081
"(5.897, 5.785)","(5.897, 5.868)",0.083
"(5.897, 5.868)","(5.897, 5.785)",0.083
"(4.499, 4.471)","(4.539, 4.398)",0.083
"(4.745, 4.876)","(4.822, 4.832)",0.088
"(4.822, 4.832)","(4.745, 4.876)",0.088
"(4.886, 4.492)","(4.817, 4.435)",0.089
"(4.817, 4.435)","(4.886, 4.492)",0.089
"(5.826, 5.174)","(5.917, 5.157)",0.092
"(3.929, 4.512)","(3.847, 4.566)",0.099
"(3.847, 4.566)","(3.929, 4.512)",0.099
"(5.863, 5.965)","(5.897, 5.868)",0.103
"(4.713, 4.441)","(4.817, 4.435)",0.105
"(6.176, 5.655)","(6.133, 5.771)",0.124
"(6.133, 5.771)","(6.176, 5.655)",0.124
"(5.958, 5.345)","(5.927, 5.219)",0.13
"(4.956, 4.791)","(4.822, 4.832)",0.14
"(6.005, 6.027)","(6.133, 6.084)",0.141
"(5.246, 5.617)","(5.317, 5.738)",0.141
"(5.317, 5.738)","(5.246, 5.617)",0.141
"(4.619, 4.741)","(4.758, 4.714)",0.141
"(5.4, 5.855)","(5.317, 5.738)",0.143
"(4.52, 4.248)","(4.539, 4.398)",0.151
"(6.572, 5.8)","(6.419, 5.825)",0.155
"(5.097, 4.724)","(4.956, 4.791)",0.156
"(5.552, 5.8)","(5.4, 5.855)",0.162
"(5.995, 5.651)","(5.897, 5.785)",0.166
"(5.248, 5.44)","(5.246, 5.617)",0.177
"(1.891, 1.801)","(1.848, 1.629)",0.178
"(1.848, 1.629)","(1.891, 1.801)",0.178
"(6.562, 6.642)","(6.47, 6.484)",0.183
"(2.018, 1.559)","(1.848, 1.629)",0.183
"(3.049, 2.731)","(3.19, 2.85)",0.183
"(3.19, 2.85)","(3.049, 2.731)",0.183
"(5.828, 5.558)","(5.995, 5.651)",0.191
"(4.059, 4.006)","(4.236, 4.09)",0.196
"(4.236, 4.09)","(4.059, 4.006)",0.196
"(1.563, 0.522)","(1.746, 0.599)",0.198
"(1.746, 0.599)","(1.563, 0.522)",0.198
"(5.447, 5.416)","(5.248, 5.44)",0.2
"(2.053, 1.352)","(1.844, 1.344)",0.209
"(1.844, 1.344)","(2.053, 1.352)",0.209
"(5.925, 6.24)","(6.005, 6.027)",0.228
"(1.429, 0.721)","(1.563, 0.522)",0.24
"(3.416, 2.967)","(3.19, 2.85)",0.255
"(5.593, 5.063)","(5.826, 5.174)",0.259
"(4.152, 4.341)","(4.236, 4.09)",0.264
"(2.2, 2.037)","(2.411, 1.872)",0.268
"(2.411, 1.872)","(2.2, 2.037)",0.268
"(2.466, 2.595)","(2.555, 2.85)",0.27
"(2.555, 2.85)","(2.466, 2.595)",0.27
"(3.064, 3.541)","(3.339, 3.494)",0.279
"(4.341, 4.769)","(4.619, 4.741)",0.28
"(2.502, 1.604)","(2.411, 1.872)",0.283
"(3.8, 4.231)","(3.929, 4.512)",0.309
"(2.716, 2.384)","(2.466, 2.595)",0.326
"(1.731, 1.023)","(1.844, 1.344)",0.34
"(4.88, 5.202)","(4.745, 4.876)",0.352
"(3.534, 3.911)","(3.395, 3.553)",0.384
"(7.246, 6.393)","(7.005, 6.057)",0.413
"(7.005, 6.057)","(7.246, 6.393)",0.413
"(2.754, 3.213)","(2.555, 2.85)",0.414
