og_coord,closest_coord,dist
"(6941.0, 3595.0)","(6944.0, 3595.0)",3.0
"(6944.0, 3595.0)","(6941.0, 3595.0)",3.0
"(10346.0, 5295.0)","(10343.0, 5297.0)",3.606
"(10343.0, 5297.0)","(10346.0, 5295.0)",3.606
"(1172.0, 1000.0)","(1167.0, 1001.0)",5.099
"(1167.0, 1001.0)","(1172.0, 1000.0)",5.099
"(8357.0, 3584.0)","(8351.0, 3588.0)",7.211
"(8351.0, 3588.0)","(8357.0, 3584.0)",7.211
"(7452.0, 3691.0)","(7458.0, 3686.0)",7.81
"(7458.0, 3686.0)","(7452.0, 3691.0)",7.81
"(10116.0, 6092.0)","(10112.0, 6099.0)",8.062
"(10112.0, 6099.0)","(10116.0, 6092.0)",8.062
"(10114.0, 6084.0)","(10116.0, 6092.0)",8.246
"(8279.0, 3029.0)","(8276.0, 3037.0)",8.544
"(8276.0, 3037.0)","(8279.0, 3029.0)",8.544
"(9339.0, 2757.0)","(9329.0, 2753.0)",10.77
"(9329.0, 2753.0)","(9339.0, 2757.0)",10.77
"(8645.0, 3718.0)","(8636.0, 3712.0)",10.817
"(8636.0, 3712.0)","(8645.0, 3718.0)",10.817
"(9207.0, 5251.0)","(9195.0, 5249.0)",12.166
"(9195.0, 5249.0)","(9207.0, 5251.0)",12.166
"(7609.0, 3611.0)","(7621.0, 3614.0)",12.369
"(7621.0, 3614.0)","(7609.0, 3611.0)",12.369
"(8405.0, 2951.0)","(8392.0, 2951.0)",13.0
"(8392.0, 2951.0)","(8405.0, 2951.0)",13.0
"(8376.0, 2042.0)","(8363.0, 2041.0)",13.038
"(8363.0, 2041.0)","(8376.0, 2042.0)",13.038
"(6939.0, 3895.0)","(6928.0, 3886.0)",14.213
"(6928.0, 3886.0)","(6939.0, 3895.0)",14.213
"(8932.0, 3415.0)","(8946.0, 3418.0)",14.318
"(9567.0, 5662.0)","(9570.0, 5648.0)",14.318
"(8946.0, 3418.0)","(8932.0, 3415.0)",14.318
"(9570.0, 5648.0)","(9567.0, 5662.0)",14.318
"(9869.0, 5075.0)","(9877.0, 5087.0)",14.422
"(9877.0, 5087.0)","(9869.0, 5075.0)",14.422
"(8276.0, 3597.0)","(8262.0, 3604.0)",15.652
"(8262.0, 3604.0)","(8276.0, 3597.0)",15.652
"(8223.0, 3595.0)","(8239.0, 3592.0)",16.279
"(7353.0, 4108.0)","(7356.0, 4124.0)",16.279
"(7356.0, 4124.0)","(7353.0, 4108.0)",16.279
"(8239.0, 3592.0)","(8223.0, 3595.0)",16.279
"(8793.0, 3762.0)","(8783.0, 3776.0)",17.205
"(8783.0, 3776.0)","(8793.0, 3762.0)",17.205
"(874.0, 1104.0)","(866.0, 1088.0)",17.889
"(866.0, 1088.0)","(874.0, 1104.0)",17.889
"(8355.0, 3565.0)","(8357.0, 3584.0)",19.105
"(8542.0, 5054.0)","(8562.0, 5056.0)",20.1
"(8562.0, 5056.0)","(8542.0, 5054.0)",20.1
"(2038.0, 821.0)","(2056.0, 808.0)",22.204
"(2056.0, 808.0)","(2038.0, 821.0)",22.204
"(8406.0, 1843.0)","(8402.0, 1821.0)",22.361
"(8402.0, 1821.0)","(8406.0, 1843.0)",22.361
"(9774.0, 4841.0)","(9769.0, 4819.0)",22.561
"(9769.0, 4819.0)","(9774.0, 4841.0)",22.561
"(9096.0, 2525.0)","(9106.0, 2546.0)",23.259
"(8621.0, 4992.0)","(8642.0, 5002.0)",23.259
"(8642.0, 5002.0)","(8621.0, 4992.0)",23.259
"(9106.0, 2546.0)","(9096.0, 2525.0)",23.259
"(8377.0, 4039.0)","(8360.0, 4023.0)",23.345
