og_coord,closest_coord,dist
"(5443, 2326)","(5453.0, 2282.0)",45.122
"(5453, 2282)","(5443.0, 2326.0)",45.122
"(8031, 7348)","(8020.0, 7429.0)",81.744
"(8020, 7429)","(8031.0, 7348.0)",81.744
"(5916, 2220)","(5837.0, 2288.0)",104.235
"(5837, 2288)","(5916.0, 2220.0)",104.235
"(5111, 221)","(5217.0, 181.0)",113.296
"(5217, 181)","(5111.0, 221.0)",113.296
"(7818, 4583)","(7729.0, 4662.0)",119.004
"(7729, 4662)","(7818.0, 4583.0)",119.004
"(6680, 4274)","(6548.0, 4341.0)",148.03
"(6548, 4341)","(6680.0, 4274.0)",148.03
"(5970, 7878)","(5841.0, 7800.0)",150.748
"(5841, 7800)","(5970.0, 7878.0)",150.748
"(2166, 7687)","(2209.0, 7518.0)",174.385
"(2209, 7518)","(2166.0, 7687.0)",174.385
"(5380, 6183)","(5574.0, 6158.0)",195.604
"(5574, 6158)","(5380.0, 6183.0)",195.604
"(4999, 6894)","(5212.0, 6737.0)",264.609
"(5212, 6737)","(4999.0, 6894.0)",264.609
"(5641, 7584)","(5627.0, 7317.0)",267.367
"(5627, 7317)","(5641.0, 7584.0)",267.367
"(6815, 2149)","(6546.0, 2222.0)",278.729
"(6546, 2222)","(6815.0, 2149.0)",278.729
"(6011, 7516)","(6300.0, 7464.0)",293.641
"(6300, 7464)","(6011.0, 7516.0)",293.641
"(1007, 2376)","(815.0, 2635.0)",322.405
"(815, 2635)","(1007.0, 2376.0)",322.405
"(7704, 1631)","(7510.0, 1903.0)",334.096
"(7510, 1903)","(7704.0, 1631.0)",334.096
"(5156, 3440)","(5497.0, 3427.0)",341.248
"(5497, 3427)","(5156.0, 3440.0)",341.248
"(5616, 4336)","(5420.0, 4645.0)",365.919
"(5420, 4645)","(5616.0, 4336.0)",365.919
"(8304, 7663)","(8020.0, 7429.0)",367.984
"(6611, 7670)","(6300.0, 7464.0)",373.038
"(4625, 6946)","(4999.0, 6894.0)",377.598
"(3815, 7267)","(3499.0, 7489.0)",386.186
"(3499, 7489)","(3815.0, 7267.0)",386.186
"(5528, 436)","(5217.0, 181.0)",402.177
"(5859, 198)","(5528.0, 436.0)",407.682
"(7783, 7005)","(8031.0, 7348.0)",423.265
"(1384, 2157)","(1007.0, 2376.0)",435.993
"(4188, 6796)","(4625.0, 6946.0)",462.027
"(1706, 7577)","(2166.0, 7687.0)",472.969
"(8280, 4481)","(7818.0, 4583.0)",473.126
"(8173, 1697)","(7704.0, 1631.0)",473.621
"(831, 6434)","(1292.0, 6544.0)",473.942
"(1292, 6544)","(831.0, 6434.0)",473.942
"(1329, 7270)","(1706.0, 7577.0)",486.187
"(3079, 3253)","(3545.0, 3462.0)",510.722
"(3545, 3462)","(3079.0, 3253.0)",510.722
"(4841, 6367)","(5212.0, 6737.0)",523.967
"(3557, 5111)","(3069.0, 5304.0)",524.779
"(3069, 5304)","(3557.0, 5111.0)",524.779
"(6326, 3550)","(6851.0, 3527.0)",525.504
"(6851, 3527)","(6326.0, 3550.0)",525.504
"(7138, 4553)","(6680.0, 4274.0)",536.288
"(948, 3170)","(815.0, 2635.0)",551.284
"(984, 5884)","(831.0, 6434.0)",570.884
"(3159, 7013)","(3499.0, 7489.0)",584.958
"(3138, 4701)","(3557.0, 5111.0)",586.226
"(4611, 5819)","(4841.0, 6367.0)",594.31
"(7379, 68)","(7788.0, 518.0)",608.096
"(7788, 518)","(7379.0, 68.0)",608.096
"(7780, 2847)","(7209.0, 2633.0)",609.784
"(7209, 2633)","(7780.0, 2847.0)",609.784
"(7232, 7790)","(6611.0, 7670.0)",632.488
"(3667, 2815)","(3545.0, 3462.0)",658.402
"(4629, 3865)","(5156.0, 3440.0)",677.018
"(4466, 502)","(5111.0, 221.0)",703.552
"(7157, 1101)","(7704.0, 1631.0)",761.649
"(2505, 2751)","(3079.0, 3253.0)",762.548
"(693, 7723)","(1329.0, 7270.0)",780.836
"(54, 6678)","(831.0, 6434.0)",814.411
"(8370, 3592)","(8280.0, 4481.0)",893.544
"(7088, 5465)","(7138.0, 4553.0)",913.37
"(2268, 499)","(2540.0, 1555.0)",1090.468
"(2540, 1555)","(2268.0, 499.0)",1090.468
"(4343, 1654)","(4466.0, 502.0)",1158.548
"(8219, 5853)","(7088.0, 5465.0)",1195.703
"(1162, 4366)","(948.0, 3170.0)",1214.995
