og_coord,closest_coord,dist
"(6551, 6926)","(6746, 6739)",270.174
"(4035, 4087)","(3993, 3827)",263.37
"(4387, 4430)","(4388, 4215)",215.002
"(2104, 1349)","(2057, 1460)",120.54
"(3763, 3020)","(3624, 3158)",195.87
"(3179, 2439)","(3261, 2760)",331.308
"(5739, 4788)","(5674, 4893)",123.491
"(4206, 5199)","(4629, 5171)",423.926
"(6455, 5744)","(6248, 5646)",229.026
"(4615, 4349)","(4387, 4430)",241.961
"(7097, 7028)","(7194, 6977)",109.59
"(6679, 5960)","(6645, 5918)",54.037
"(6757, 6402)","(6803, 6605)",208.147
"(2718, 2899)","(2678, 2944)",60.208
"(5692, 5489)","(5839, 5600)",184.201
"(7154, 7137)","(7097, 7028)",123.004
"(5256, 5363)","(5337, 5250)",139.032
"(3235, 2879)","(3261, 2760)",121.807
"(7218, 6323)","(7166, 6352)",59.54
"(4035, 4355)","(4035, 4087)",268.0
"(6363, 6030)","(6385, 6168)",139.743
"(5601, 5129)","(5665, 5057)",96.333
"(1841, 1478)","(1821, 1407)",73.763
"(6065, 5809)","(6248, 5646)",245.067
"(6746, 6739)","(6803, 6605)",145.619
"(1985, 1495)","(2057, 1460)",80.056
"(4436, 4785)","(4211, 4569)",311.899
"(4696, 5468)","(4962, 5513)",269.78
"(7651, 6892)","(7686, 7082)",193.197
"(6803, 6605)","(6746, 6739)",145.619
"(2436, 1398)","(2104, 1349)",335.596
"(5665, 5057)","(5601, 5129)",96.333
"(7194, 6977)","(7214, 6933)",48.332
"(7889, 6841)","(7651, 6892)",243.403
"(6385, 6168)","(6363, 6030)",139.743
"(4211, 4569)","(4387, 4430)",224.27
"(2610, 2133)","(2571, 2153)",43.829
"(5050, 4899)","(5230, 5004)",208.387
"(4255, 3774)","(3993, 3827)",267.307
"(6248, 5646)","(6455, 5744)",229.026
"(7214, 6933)","(7194, 6977)",48.332
"(2515, 2548)","(2571, 2153)",398.95
"(3872, 3871)","(3816, 3919)",73.756
"(3880, 3541)","(3786, 3385)",182.132
"(7104, 6370)","(7166, 6352)",64.56
"(3261, 2760)","(3235, 2879)",121.807
"(4388, 4215)","(4387, 4430)",215.002
"(7686, 7082)","(7651, 6892)",193.197
"(6763, 5979)","(6679, 5960)",86.122
"(4629, 5171)","(4851, 5010)",274.235
"(2216, 1863)","(2172, 1986)",130.633
"(3443, 3109)","(3624, 3158)",187.515
"(2910, 3041)","(2718, 2899)",238.805
"(3989, 4711)","(4211, 4569)",263.53
"(5337, 5250)","(5256, 5363)",139.032
"(7443, 7408)","(7154, 7137)",396.184
"(1821, 1407)","(1841, 1478)",73.763
"(6645, 5918)","(6679, 5960)",54.037
"(4713, 4572)","(4615, 4349)",243.584
"(1400, 937)","(1407, 1017)",80.306
"(5839, 5600)","(5692, 5489)",184.201
"(2678, 2944)","(2718, 2899)",60.208
"(2091, 1582)","(2057, 1460)",126.649
"(5674, 4893)","(5739, 4788)",123.491
"(5230, 5004)","(5337, 4958)",116.469
"(5337, 4958)","(5230, 5004)",116.469
"(4851, 5010)","(5050, 4899)",227.864
"(7984, 7216)","(7686, 7082)",326.741
"(3535, 3969)","(3816, 3919)",285.414
"(2057, 1460)","(1985, 1495)",80.056
"(2571, 2153)","(2610, 2133)",43.829
"(3786, 3385)","(3880, 3541)",182.132
"(3816, 3919)","(3872, 3871)",73.756
"(1407, 1017)","(1400, 937)",80.306
"(7166, 6352)","(7218, 6323)",59.54
"(3624, 3158)","(3443, 3109)",187.515
"(2335, 1975)","(2172, 1986)",163.371
"(3993, 3827)","(3872, 3871)",128.752
"(3654, 3611)","(3880, 3541)",236.592
"(4921, 5699)","(4962, 5513)",190.465
"(4962, 5513)","(4921, 5699)",190.465
"(2172, 1986)","(2216, 1863)",130.633
