og_coord,goldstar_coord,dist
"(3451.0, 2598.0)","(3432.0, 2526.0)",74.465
"(2252.0, 3544.0)","(2304.0, 3600.0)",76.42
"(3003.0, 1259.0)","(3024.0, 1338.0)",81.744
"(1625.0, 3055.0)","(1554.0, 3102.0)",85.147
"(2592.0, 3900.0)","(2508.0, 3918.0)",85.907
"(2284.0, 2617.0)","(2254.0, 2534.0)",88.255
"(2315.0, 2469.0)","(2254.0, 2534.0)",89.14
"(2954.0, 1281.0)","(3024.0, 1338.0)",90.272
"(3773.0, 2491.0)","(3684.0, 2472.0)",91.005
"(3616.0, 2534.0)","(3684.0, 2472.0)",92.022
"(3614.0, 2410.0)","(3684.0, 2472.0)",93.509
"(2540.0, 4007.0)","(2508.0, 3918.0)",94.578
"(3047.0, 3347.0)","(2994.0, 3426.0)",95.131
"(3637.0, 1097.0)","(3540.0, 1098.0)",97.005
"(2927.0, 1329.0)","(3024.0, 1338.0)",97.417
"(2908.0, 1819.0)","(3006.0, 1788.0)",102.786
"(2349.0, 2475.0)","(2254.0, 2534.0)",111.83
"(3469.0, 2633.0)","(3432.0, 2526.0)",113.217
"(2442.0, 3824.0)","(2508.0, 3918.0)",114.856
"(2191.0, 3621.0)","(2304.0, 3600.0)",114.935
"(3327.0, 2574.0)","(3432.0, 2526.0)",115.451
"(2928.0, 1273.0)","(3024.0, 1338.0)",115.935
"(2136.0, 2532.0)","(2254.0, 2534.0)",118.017
"(2200.0, 2639.0)","(2254.0, 2534.0)",118.072
"(1475.0, 3012.0)","(1554.0, 3102.0)",119.754
"(2275.0, 3483.0)","(2304.0, 3600.0)",120.54
"(3866.0, 1812.0)","(3900.0, 1932.0)",124.724
"(3081.0, 1452.0)","(3024.0, 1338.0)",127.456
"(3307.0, 2489.0)","(3432.0, 2526.0)",130.361
"(2933.0, 3543.0)","(2994.0, 3426.0)",131.947
"(3159.0, 1345.0)","(3024.0, 1338.0)",135.181
"(1417.0, 3107.0)","(1554.0, 3102.0)",137.091
"(3436.0, 1188.0)","(3540.0, 1098.0)",137.535
"(2896.0, 1391.0)","(3024.0, 1338.0)",138.539
"(3034.0, 3068.0)","(3030.0, 2928.0)",140.057
"(3593.0, 1229.0)","(3540.0, 1098.0)",141.315
"(1455.0, 3000.0)","(1554.0, 3102.0)",142.144
"(2334.0, 784.0)","(2478.0, 774.0)",144.347
"(1522.0, 2959.0)","(1554.0, 3102.0)",146.537
"(2869.0, 1735.0)","(3006.0, 1788.0)",146.895
"(3387.0, 2668.0)","(3432.0, 2526.0)",148.96
"(2915.0, 1235.0)","(3024.0, 1338.0)",149.967
"(1619.0, 2966.0)","(1554.0, 3102.0)",150.735
"(3281.0, 2510.0)","(3432.0, 2526.0)",151.845
"(4018.0, 2030.0)","(3900.0, 1932.0)",153.388
"(3634.0, 2326.0)","(3684.0, 2472.0)",154.324
"(3995.0, 1810.0)","(3900.0, 1932.0)",154.625
"(2103.0, 2569.0)","(2254.0, 2534.0)",155.003
"(2923.0, 1657.0)","(3006.0, 1788.0)",155.081
"(2861.0, 1729.0)","(3006.0, 1788.0)",156.544
"(3279.0, 2492.0)","(3432.0, 2526.0)",156.732
"(3124.0, 3514.0)","(2994.0, 3426.0)",156.984
"(3293.0, 2448.0)","(3432.0, 2526.0)",159.389
"(3106.0, 1478.0)","(3024.0, 1338.0)",162.247
"(3422.0, 1210.0)","(3540.0, 1098.0)",162.69
"(1492.0, 2951.0)","(1554.0, 3102.0)",163.233
"(3967.0, 1782.0)","(3900.0, 1932.0)",164.283
"(3985.0, 1791.0)","(3900.0, 1932.0)",164.639
"(2319.0, 3766.0)","(2304.0, 3600.0)",166.676
"(4017.0, 2051.0)","(3900.0, 1932.0)",166.883
"(3419.0, 1216.0)","(3540.0, 1098.0)",169.012
"(2132.0, 3586.0)","(2304.0, 3600.0)",172.569
"(3437.0, 2699.0)","(3432.0, 2526.0)",173.072
"(2909.0, 3275.0)","(2994.0, 3426.0)",173.28
"(3869.0, 2103.0)","(3900.0, 1932.0)",173.787
"(2133.0, 2661.0)","(2254.0, 2534.0)",175.414
"(3071.0, 1624.0)","(3006.0, 1788.0)",176.411
"(2901.0, 2807.0)","(3030.0, 2928.0)",176.867
"(3283.0, 2426.0)","(3432.0, 2526.0)",179.446
"(3086.0, 3270.0)","(2994.0, 3426.0)",181.108
"(3587.0, 1274.0)","(3540.0, 1098.0)",182.168
"(2324.0, 676.0)","(2478.0, 774.0)",182.538
"(2923.0, 1491.0)","(3024.0, 1338.0)",183.33
"(3277.0, 2627.0)","(3432.0, 2526.0)",185.003
"(4054.0, 2037.0)","(3900.0, 1932.0)",186.389
"(3765.0, 1803.0)","(3900.0, 1932.0)",186.724
"(3194.0, 1791.0)","(3006.0, 1788.0)",188.024
"(2903.0, 2787.0)","(3030.0, 2928.0)",189.763
"(2843.0, 1690.0)","(3006.0, 1788.0)",190.192
"(3381.0, 993.0)","(3540.0, 1098.0)",190.541
"(2429.0, 2457.0)","(2254.0, 2534.0)",191.191
"(2534.0, 4110.0)","(2508.0, 3918.0)",193.752
"(2067.0, 2593.0)","(2254.0, 2534.0)",196.087
"(2273.0, 2731.0)","(2254.0, 2534.0)",197.914
"(2430.0, 3447.0)","(2304.0, 3600.0)",198.204
"(3177.0, 3061.0)","(3030.0, 2928.0)",198.237
"(3014.0, 2730.0)","(3030.0, 2928.0)",198.645
"(2849.0, 3011.0)","(3030.0, 2928.0)",199.123
"(2806.0, 3498.0)","(2994.0, 3426.0)",201.316
"(2644.0, 889.0)","(2478.0, 774.0)",201.943
"(1701.0, 3241.0)","(1554.0, 3102.0)",202.312
"(3138.0, 2756.0)","(3030.0, 2928.0)",203.096
"(3708.0, 2000.0)","(3900.0, 1932.0)",203.686
"(2319.0, 3842.0)","(2508.0, 3918.0)",203.708
"(3835.0, 2335.0)","(3684.0, 2472.0)",203.887
"(1760.0, 3120.0)","(1554.0, 3102.0)",206.785
"(3349.0, 2335.0)","(3432.0, 2526.0)",208.255
"(3151.0, 3289.0)","(2994.0, 3426.0)",208.37
"(3181.0, 3073.0)","(3030.0, 2928.0)",209.347
"(1664.0, 2916.0)","(1554.0, 3102.0)",216.093
"(1758.0, 3029.0)","(1554.0, 3102.0)",216.668
"(3970.0, 1726.0)","(3900.0, 1932.0)",217.568
"(2316.0, 920.0)","(2478.0, 774.0)",218.083
"(4093.0, 2034.0)","(3900.0, 1932.0)",218.296
"(2827.0, 3282.0)","(2994.0, 3426.0)",220.511
"(2720.0, 3982.0)","(2508.0, 3918.0)",221.45
"(3725.0, 2068.0)","(3900.0, 1932.0)",221.633
"(3825.0, 2644.0)","(3684.0, 2472.0)",222.407
"(2503.0, 995.0)","(2478.0, 774.0)",222.41
"(2771.0, 3428.0)","(2994.0, 3426.0)",223.009
"(1534.0, 3325.0)","(1554.0, 3102.0)",223.895
"(3240.0, 1279.0)","(3024.0, 1338.0)",223.913
"(3538.0, 1322.0)","(3540.0, 1098.0)",224.009
"(3229.0, 1244.0)","(3024.0, 1338.0)",225.524
"(2126.0, 3459.0)","(2304.0, 3600.0)",227.079
"(2420.0, 3401.0)","(2304.0, 3600.0)",230.341
"(4131.0, 1954.0)","(3900.0, 1932.0)",232.045
"(3218.0, 2430.0)","(3432.0, 2526.0)",234.546
"(2068.0, 3621.0)","(2304.0, 3600.0)",236.932
"(3214.0, 2622.0)","(3432.0, 2526.0)",238.202
