radius,%_gp_captured,%_img_covered,LCPI,total_gp
0.112,0.027777777777777776,0.025520869513651803,1.0884338311011972,324
0.18,0.1111111111111111,0.11525833806324814,0.9640179875762113,324
0.247,0.2345679012345679,0.23252560507611633,1.0087831022212932,324
0.315,0.3395061728395062,0.3588290707623493,0.9461501324800949,324
0.382,0.4351851851851852,0.47288344078005473,0.9202800260193429,324
0.45,0.5030864197530864,0.55351270299806,0.908897694719844,324
0.517,0.558641975308642,0.6254668214125361,0.8931600465185687,324
0.585,0.6049382716049383,0.6873723981938785,0.8800735572077931,324
0.652,0.6512345679012346,0.739851748938946,0.88022305662614,324
0.72,0.7160493827160493,0.7848116364375693,0.9123837484958215,324
0.787,0.7808641975308642,0.822664622213939,0.9491889847279658,324
